eigenvector_centrality,[0]
0,"[0.103, 0.085, 0.096, 0.169, 0.094, 0.094, 0.095, 0.113, 0.1, 0.103]"
1,"[0.088, 0.085, 0.104, 0.117, 0.128, 0.102, 0.103, 0.113, 0.1, 0.103]"
2,"[0.088, 0.085, 0.106, 0.117, 0.094, 0.102, 0.092, 0.113, 0.1, 0.103]"
3,"[0.088, 0.085, 0.133, 0.117, 0.128, 0.102, 0.092, 0.113, 0.1, 0.103]"
4,"[0.123, 0.14, 0.103, 0.13, 0.095, 0.112, 0.094, 0.186, 0.18, 0.152]"
5,"[0.203, 0.32, 0.238, 0.252, 0.258, 0.275, 0.185, 0.204, 0.195, 0.212]"
6,"[0.327, 0.225, 0.236, 0.225, 0.229, 0.235, 0.253, 0.323, 0.372, 0.389]"
7,"[0.275, 0.352, 0.363, 0.358, 0.336, 0.358, 0.219, 0.293, 0.282, 0.341]"
8,"[0.33, 0.301, 0.288, 0.27, 0.244, 0.27, 0.33, 0.292, 0.38, 0.486]"
9,"[0.276, 0.298, 0.377, 0.326, 0.299, 0.314, 0.257, 0.305, 0.289, 0.275]"
10,"[0.337, 0.286, 0.268, 0.254, 0.25, 0.27, 0.317, 0.317, 0.406, 0.5]"
11,"[0.273, 0.321, 0.382, 0.364, 0.347, 0.344, 0.299, 0.298, 0.293, 0.265]"
12,"[0.381, 0.232, 0.255, 0.234, 0.243, 0.266, 0.314, 0.34, 0.419, 0.354]"
13,"[0.264, 0.39, 0.395, 0.411, 0.385, 0.366, 0.348, 0.291, 0.295, 0.327]"
14,"[0.397, 0.212, 0.213, 0.191, 0.196, 0.22, 0.293, 0.391, 0.404, 0.34]"
15,"[0.213, 0.289, 0.314, 0.296, 0.344, 0.328, 0.332, 0.272, 0.288, 0.322]"
16,"[0.319, 0.211, 0.207, 0.186, 0.176, 0.198, 0.234, 0.352, 0.357, 0.362]"
17,"[0.193, 0.276, 0.319, 0.271, 0.288, 0.287, 0.304, 0.216, 0.276, 0.316]"
18,"[0.311, 0.211, 0.287, 0.186, 0.174, 0.198, 0.224, 0.333, 0.348, 0.372]"
19,"[0.185, 0.287, 0.329, 0.278, 0.285, 0.281, 0.298, 0.198, 0.277, 0.269]"
20,"[0.313, 0.219, 0.283, 0.234, 0.174, 0.194, 0.221, 0.333, 0.345, 0.369]"
21,"[0.218, 0.294, 0.326, 0.278, 0.282, 0.274, 0.289, 0.214, 0.278, 0.233]"
22,"[0.304, 0.271, 0.28, 0.255, 0.201, 0.23, 0.241, 0.322, 0.324, 0.368]"
23,"[0.289, 0.279, 0.322, 0.266, 0.268, 0.254, 0.267, 0.234, 0.234, 0.231]"
24,"[0.292, 0.292, 0.266, 0.291, 0.218, 0.253, 0.272, 0.298, 0.3, 0.38]"
25,"[0.384, 0.26, 0.332, 0.252, 0.253, 0.239, 0.256, 0.224, 0.225, 0.249]"
26,"[0.291, 0.27, 0.303, 0.301, 0.268, 0.308, 0.412, 0.257, 0.23, 0.365]"
27,"[0.352, 0.252, 0.365, 0.24, 0.255, 0.238, 0.314, 0.326, 0.331, 0.3]"
28,"[0.176, 0.321, 0.427, 0.348, 0.317, 0.347, 0.398, 0.294, 0.317, 0.457]"
29,"[0.364, 0.383, 0.393, 0.362, 0.377, 0.389, 0.428, 0.327, 0.32, 0.432]"
30,"[0.195, 0.347, 0.36, 0.349, 0.324, 0.356, 0.363, 0.471, 0.455, 0.385]"
31,"[0.388, 0.484, 0.333, 0.477, 0.495, 0.478, 0.529, 0.293, 0.32, 0.276]"
32,"[0.215, 0.313, 0.29, 0.317, 0.3, 0.33, 0.344, 0.41, 0.374, 0.236]"
33,"[0.388, 0.379, 0.277, 0.377, 0.47, 0.469, 0.412, 0.277, 0.292, 0.24]"
34,"[0.22, 0.295, 0.298, 0.294, 0.282, 0.312, 0.335, 0.333, 0.303, 0.173]"
35,"[0.412, 0.362, 0.237, 0.362, 0.387, 0.398, 0.351, 0.277, 0.294, 0.262]"
36,"[0.222, 0.301, 0.317, 0.303, 0.288, 0.315, 0.358, 0.325, 0.305, 0.196]"
37,"[0.394, 0.328, 0.265, 0.338, 0.31, 0.323, 0.357, 0.29, 0.325, 0.255]"
38,"[0.237, 0.332, 0.327, 0.34, 0.305, 0.322, 0.359, 0.325, 0.303, 0.249]"
39,"[0.373, 0.371, 0.295, 0.375, 0.335, 0.353, 0.397, 0.289, 0.323, 0.272]"
