eigenvector_centrality,"[0, 6]"
0,"[0.095, 0.103, 0.106, 0.107, 0.169, 0.102, 0.092, 0.085, 0.099, 0.12]"
1,"[0.088, 0.179, 0.108, 0.097, 0.11, 0.103, 0.093, 0.085, 0.099, 0.12]"
2,"[0.095, 0.085, 0.106, 0.097, 0.094, 0.103, 0.092, 0.085, 0.103, 0.12]"
3,"[0.088, 0.086, 0.108, 0.097, 0.11, 0.103, 0.093, 0.094, 0.1, 0.12]"
4,"[0.14, 0.096, 0.183, 0.132, 0.2, 0.086, 0.115, 0.186, 0.214, 0.168]"
5,"[0.149, 0.235, 0.198, 0.148, 0.249, 0.27, 0.138, 0.145, 0.199, 0.122]"
6,"[0.217, 0.196, 0.187, 0.101, 0.199, 0.123, 0.137, 0.154, 0.324, 0.269]"
7,"[0.219, 0.332, 0.331, 0.31, 0.374, 0.361, 0.317, 0.184, 0.185, 0.183]"
8,"[0.338, 0.277, 0.238, 0.219, 0.308, 0.269, 0.201, 0.395, 0.341, 0.321]"
9,"[0.4, 0.298, 0.3, 0.379, 0.315, 0.394, 0.314, 0.391, 0.338, 0.303]"
10,"[0.383, 0.315, 0.287, 0.239, 0.314, 0.325, 0.255, 0.493, 0.341, 0.378]"
11,"[0.37, 0.329, 0.332, 0.431, 0.337, 0.427, 0.343, 0.384, 0.325, 0.336]"
12,"[0.446, 0.335, 0.264, 0.235, 0.31, 0.263, 0.239, 0.504, 0.389, 0.446]"
13,"[0.348, 0.414, 0.429, 0.474, 0.421, 0.468, 0.445, 0.357, 0.315, 0.317]"
14,"[0.514, 0.339, 0.269, 0.269, 0.304, 0.272, 0.267, 0.52, 0.474, 0.526]"
15,"[0.339, 0.479, 0.504, 0.516, 0.513, 0.52, 0.512, 0.363, 0.317, 0.321]"
16,"[0.543, 0.338, 0.297, 0.289, 0.307, 0.293, 0.288, 0.556, 0.524, 0.544]"
17,"[0.34, 0.521, 0.561, 0.55, 0.52, 0.55, 0.558, 0.362, 0.32, 0.327]"
18,"[0.56, 0.338, 0.302, 0.296, 0.315, 0.308, 0.301, 0.561, 0.533, 0.563]"
19,"[0.338, 0.496, 0.52, 0.545, 0.505, 0.55, 0.537, 0.365, 0.323, 0.332]"
20,"[0.543, 0.34, 0.304, 0.303, 0.315, 0.313, 0.299, 0.563, 0.487, 0.554]"
21,"[0.345, 0.466, 0.469, 0.525, 0.471, 0.502, 0.49, 0.364, 0.322, 0.331]"
22,"[0.491, 0.351, 0.315, 0.31, 0.326, 0.318, 0.309, 0.525, 0.467, 0.534]"
23,"[0.349, 0.451, 0.442, 0.468, 0.454, 0.464, 0.47, 0.364, 0.323, 0.33]"
24,"[0.476, 0.347, 0.319, 0.307, 0.333, 0.315, 0.318, 0.483, 0.459, 0.497]"
25,"[0.506, 0.452, 0.431, 0.466, 0.443, 0.457, 0.351, 0.36, 0.32, 0.329]"
26,"[0.513, 0.396, 0.348, 0.366, 0.379, 0.375, 0.441, 0.484, 0.474, 0.501]"
27,"[0.506, 0.415, 0.454, 0.459, 0.419, 0.46, 0.485, 0.391, 0.346, 0.338]"
28,"[0.478, 0.405, 0.335, 0.366, 0.35, 0.367, 0.45, 0.454, 0.432, 0.482]"
29,"[0.387, 0.425, 0.366, 0.398, 0.379, 0.434, 0.266, 0.405, 0.309, 0.316]"
30,"[0.314, 0.351, 0.284, 0.309, 0.301, 0.335, 0.443, 0.404, 0.379, 0.427]"
31,"[0.254, 0.473, 0.327, 0.373, 0.35, 0.406, 0.361, 0.4, 0.306, 0.343]"
32,"[0.216, 0.351, 0.273, 0.299, 0.301, 0.334, 0.479, 0.392, 0.393, 0.399]"
33,"[0.19, 0.5, 0.297, 0.351, 0.366, 0.379, 0.375, 0.428, 0.345, 0.396]"
34,"[0.162, 0.356, 0.288, 0.338, 0.334, 0.35, 0.482, 0.376, 0.386, 0.35]"
35,"[0.134, 0.462, 0.281, 0.346, 0.393, 0.382, 0.406, 0.354, 0.388, 0.357]"
36,"[0.121, 0.35, 0.338, 0.376, 0.372, 0.39, 0.469, 0.388, 0.411, 0.354]"
