eigenvector_centrality,[7]
0,"[0.088, 0.107, 0.083, 0.111, 0.112, 0.186, 0.102, 0.113, 0.099, 0.13]"
1,"[0.087, 0.085, 0.106, 0.105, 0.115, 0.102, 0.092, 0.102, 0.093, 0.101]"
2,"[0.088, 0.107, 0.104, 0.101, 0.171, 0.092, 0.102, 0.113, 0.093, 0.102]"
3,"[0.103, 0.107, 0.104, 0.102, 0.094, 0.111, 0.092, 0.102, 0.093, 0.102]"
4,"[0.103, 0.107, 0.104, 0.101, 0.094, 0.092, 0.102, 0.102, 0.098, 0.102]"
5,"[0.103, 0.113, 0.104, 0.101, 0.094, 0.092, 0.102, 0.102, 0.093, 0.109]"
6,"[0.129, 0.142, 0.158, 0.142, 0.155, 0.158, 0.196, 0.142, 0.185, 0.19]"
7,"[0.23, 0.23, 0.215, 0.24, 0.214, 0.289, 0.234, 0.228, 0.222, 0.293]"
8,"[0.27, 0.328, 0.262, 0.277, 0.275, 0.265, 0.357, 0.354, 0.354, 0.304]"
9,"[0.351, 0.262, 0.236, 0.251, 0.185, 0.228, 0.165, 0.319, 0.36, 0.427]"
10,"[0.226, 0.316, 0.284, 0.37, 0.404, 0.316, 0.386, 0.35, 0.348, 0.184]"
11,"[0.407, 0.258, 0.27, 0.242, 0.17, 0.256, 0.162, 0.332, 0.377, 0.393]"
12,"[0.254, 0.344, 0.355, 0.378, 0.409, 0.378, 0.388, 0.338, 0.349, 0.198]"
13,"[0.433, 0.284, 0.282, 0.205, 0.161, 0.259, 0.15, 0.385, 0.417, 0.435]"
14,"[0.251, 0.398, 0.389, 0.39, 0.398, 0.445, 0.401, 0.339, 0.327, 0.264]"
15,"[0.514, 0.287, 0.289, 0.191, 0.167, 0.278, 0.15, 0.488, 0.475, 0.426]"
16,"[0.261, 0.484, 0.455, 0.391, 0.406, 0.468, 0.427, 0.339, 0.324, 0.351]"
17,"[0.466, 0.285, 0.301, 0.209, 0.194, 0.287, 0.173, 0.48, 0.415, 0.425]"
18,"[0.27, 0.383, 0.416, 0.357, 0.387, 0.417, 0.378, 0.353, 0.331, 0.353]"
19,"[0.41, 0.295, 0.324, 0.22, 0.212, 0.319, 0.189, 0.439, 0.388, 0.427]"
20,"[0.308, 0.366, 0.385, 0.342, 0.385, 0.386, 0.378, 0.388, 0.342, 0.371]"
21,"[0.402, 0.322, 0.346, 0.252, 0.254, 0.362, 0.222, 0.433, 0.411, 0.463]"
22,"[0.327, 0.365, 0.382, 0.344, 0.389, 0.384, 0.382, 0.393, 0.352, 0.374]"
23,"[0.423, 0.335, 0.345, 0.286, 0.285, 0.368, 0.27, 0.43, 0.44, 0.497]"
24,"[0.342, 0.385, 0.417, 0.377, 0.423, 0.403, 0.393, 0.398, 0.357, 0.374]"
25,"[0.479, 0.325, 0.35, 0.295, 0.295, 0.373, 0.277, 0.476, 0.453, 0.497]"
26,"[0.324, 0.462, 0.433, 0.457, 0.458, 0.462, 0.486, 0.479, 0.312, 0.352]"
27,"[0.483, 0.273, 0.327, 0.285, 0.274, 0.358, 0.281, 0.422, 0.458, 0.519]"
28,"[0.304, 0.465, 0.466, 0.473, 0.473, 0.475, 0.495, 0.459, 0.311, 0.36]"
29,"[0.515, 0.367, 0.39, 0.326, 0.273, 0.399, 0.332, 0.361, 0.468, 0.507]"
30,"[0.392, 0.471, 0.471, 0.452, 0.489, 0.47, 0.481, 0.468, 0.405, 0.397]"
31,"[0.479, 0.351, 0.379, 0.373, 0.327, 0.38, 0.38, 0.372, 0.444, 0.464]"
32,"[0.372, 0.425, 0.415, 0.403, 0.424, 0.419, 0.417, 0.472, 0.382, 0.417]"
33,"[0.402, 0.357, 0.359, 0.352, 0.399, 0.362, 0.362, 0.4, 0.367, 0.39]"
34,"[0.348, 0.362, 0.358, 0.347, 0.367, 0.359, 0.36, 0.514, 0.351, 0.358]"
35,"[0.344, 0.342, 0.356, 0.339, 0.353, 0.356, 0.354, 0.406, 0.334, 0.351]"
36,"[0.329, 0.339, 0.326, 0.324, 0.317, 0.339, 0.33, 0.508, 0.337, 0.34]"
37,"[0.308, 0.344, 0.346, 0.328, 0.343, 0.356, 0.336, 0.411, 0.311, 0.324]"
38,"[0.333, 0.309, 0.306, 0.288, 0.288, 0.318, 0.312, 0.51, 0.342, 0.335]"
39,"[0.29, 0.366, 0.374, 0.353, 0.368, 0.361, 0.344, 0.404, 0.289, 0.306]"
40,"[0.361, 0.296, 0.293, 0.264, 0.264, 0.306, 0.298, 0.503, 0.349, 0.347]"
41,"[0.278, 0.381, 0.369, 0.377, 0.375, 0.376, 0.38, 0.398, 0.277, 0.287]"
42,"[0.376, 0.296, 0.292, 0.27, 0.25, 0.31, 0.29, 0.517, 0.362, 0.346]"
