eigenvector_centrality,[0]
0,"[0.103, 0.147, 0.104, 0.097, 0.094, 0.095, 0.102, 0.181, 0.099, 0.101]"
1,"[0.112, 0.107, 0.093, 0.101, 0.112, 0.095, 0.103, 0.089, 0.099, 0.102]"
2,"[0.174, 0.093, 0.104, 0.105, 0.112, 0.095, 0.103, 0.102, 0.145, 0.101]"
3,"[0.116, 0.124, 0.144, 0.105, 0.094, 0.092, 0.115, 0.089, 0.099, 0.102]"
4,"[0.166, 0.096, 0.104, 0.135, 0.116, 0.162, 0.189, 0.103, 0.093, 0.24]"
5,"[0.113, 0.123, 0.251, 0.173, 0.13, 0.119, 0.137, 0.135, 0.118, 0.103]"
6,"[0.14, 0.187, 0.188, 0.166, 0.12, 0.1, 0.154, 0.107, 0.11, 0.248]"
7,"[0.203, 0.131, 0.385, 0.2, 0.131, 0.102, 0.171, 0.231, 0.251, 0.176]"
8,"[0.198, 0.364, 0.226, 0.425, 0.3, 0.467, 0.253, 0.171, 0.188, 0.471]"
9,"[0.482, 0.229, 0.458, 0.315, 0.291, 0.207, 0.339, 0.484, 0.487, 0.229]"
10,"[0.443, 0.47, 0.21, 0.524, 0.515, 0.439, 0.446, 0.316, 0.323, 0.423]"
11,"[0.439, 0.274, 0.329, 0.289, 0.317, 0.265, 0.409, 0.438, 0.473, 0.186]"
12,"[0.42, 0.405, 0.201, 0.467, 0.408, 0.382, 0.436, 0.277, 0.276, 0.337]"
13,"[0.419, 0.199, 0.297, 0.228, 0.348, 0.201, 0.391, 0.357, 0.414, 0.174]"
14,"[0.386, 0.367, 0.21, 0.401, 0.389, 0.388, 0.39, 0.228, 0.223, 0.308]"
15,"[0.396, 0.17, 0.286, 0.267, 0.376, 0.15, 0.385, 0.373, 0.392, 0.171]"
16,"[0.376, 0.307, 0.265, 0.342, 0.381, 0.322, 0.375, 0.276, 0.286, 0.314]"
17,"[0.38, 0.223, 0.397, 0.295, 0.387, 0.226, 0.392, 0.344, 0.355, 0.223]"
18,"[0.429, 0.298, 0.307, 0.343, 0.381, 0.31, 0.375, 0.312, 0.336, 0.364]"
19,"[0.381, 0.253, 0.385, 0.33, 0.407, 0.266, 0.407, 0.33, 0.338, 0.275]"
20,"[0.437, 0.304, 0.331, 0.334, 0.392, 0.305, 0.377, 0.343, 0.398, 0.31]"
21,"[0.423, 0.301, 0.358, 0.371, 0.366, 0.318, 0.349, 0.325, 0.328, 0.334]"
22,"[0.39, 0.321, 0.364, 0.372, 0.417, 0.322, 0.408, 0.396, 0.428, 0.296]"
23,"[0.438, 0.317, 0.345, 0.349, 0.349, 0.309, 0.332, 0.363, 0.337, 0.377]"
24,"[0.383, 0.338, 0.351, 0.371, 0.409, 0.354, 0.414, 0.381, 0.416, 0.316]"
25,"[0.485, 0.333, 0.342, 0.35, 0.345, 0.319, 0.341, 0.37, 0.374, 0.394]"
26,"[0.461, 0.412, 0.443, 0.543, 0.441, 0.416, 0.425, 0.35, 0.397, 0.32]"
27,"[0.499, 0.352, 0.34, 0.379, 0.344, 0.322, 0.338, 0.388, 0.427, 0.431]"
28,"[0.567, 0.374, 0.448, 0.48, 0.438, 0.404, 0.413, 0.366, 0.393, 0.359]"
29,"[0.479, 0.405, 0.341, 0.445, 0.389, 0.393, 0.394, 0.344, 0.375, 0.435]"
30,"[0.348, 0.318, 0.325, 0.372, 0.349, 0.346, 0.349, 0.418, 0.432, 0.352]"
31,"[0.498, 0.376, 0.251, 0.519, 0.457, 0.378, 0.471, 0.249, 0.269, 0.351]"
32,"[0.417, 0.193, 0.224, 0.234, 0.199, 0.219, 0.218, 0.416, 0.364, 0.287]"
33,"[0.454, 0.336, 0.184, 0.359, 0.409, 0.36, 0.431, 0.174, 0.161, 0.255]"
34,"[0.429, 0.171, 0.155, 0.169, 0.17, 0.182, 0.18, 0.301, 0.289, 0.154]"
35,"[0.456, 0.265, 0.117, 0.22, 0.265, 0.294, 0.266, 0.166, 0.156, 0.187]"
36,"[0.439, 0.159, 0.126, 0.147, 0.162, 0.171, 0.166, 0.203, 0.183, 0.134]"
37,"[0.428, 0.167, 0.114, 0.15, 0.157, 0.184, 0.174, 0.149, 0.13, 0.139]"
38,"[0.417, 0.12, 0.127, 0.125, 0.125, 0.133, 0.113, 0.155, 0.136, 0.112]"
39,"[0.44, 0.118, 0.106, 0.114, 0.125, 0.136, 0.126, 0.133, 0.113, 0.112]"
40,"[0.348, 0.12, 0.123, 0.126, 0.121, 0.13, 0.11, 0.127, 0.098, 0.102]"
41,"[0.409, 0.097, 0.103, 0.099, 0.109, 0.118, 0.097, 0.131, 0.107, 0.107]"
42,"[0.347, 0.119, 0.123, 0.125, 0.118, 0.128, 0.109, 0.122, 0.093, 0.101]"
