eigenvector_centrality,[0]
0,"[0.103, 0.091, 0.109, 0.097, 0.104, 0.095, 0.103, 0.119, 0.088, 0.1]"
1,"[0.103, 0.091, 0.097, 0.097, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
2,"[0.103, 0.091, 0.097, 0.097, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
3,"[0.202, 0.206, 0.207, 0.129, 0.182, 0.138, 0.094, 0.207, 0.181, 0.079]"
4,"[0.247, 0.114, 0.153, 0.093, 0.109, 0.361, 0.172, 0.121, 0.246, 0.103]"
5,"[0.291, 0.179, 0.195, 0.09, 0.133, 0.192, 0.115, 0.264, 0.281, 0.247]"
6,"[0.263, 0.252, 0.285, 0.262, 0.279, 0.21, 0.32, 0.216, 0.276, 0.356]"
7,"[0.304, 0.311, 0.274, 0.295, 0.352, 0.302, 0.356, 0.271, 0.244, 0.252]"
8,"[0.361, 0.231, 0.228, 0.258, 0.174, 0.206, 0.334, 0.342, 0.329, 0.456]"
9,"[0.279, 0.315, 0.33, 0.34, 0.355, 0.331, 0.342, 0.274, 0.278, 0.249]"
10,"[0.359, 0.18, 0.202, 0.156, 0.148, 0.141, 0.264, 0.366, 0.308, 0.36]"
11,"[0.153, 0.305, 0.258, 0.328, 0.338, 0.331, 0.382, 0.168, 0.194, 0.189]"
12,"[0.353, 0.189, 0.197, 0.151, 0.145, 0.155, 0.124, 0.336, 0.282, 0.363]"
13,"[0.169, 0.285, 0.26, 0.323, 0.317, 0.317, 0.328, 0.137, 0.185, 0.176]"
14,"[0.372, 0.19, 0.177, 0.166, 0.176, 0.171, 0.142, 0.342, 0.34, 0.362]"
15,"[0.175, 0.35, 0.324, 0.371, 0.36, 0.368, 0.389, 0.175, 0.223, 0.181]"
16,"[0.391, 0.193, 0.152, 0.2, 0.172, 0.175, 0.168, 0.377, 0.362, 0.382]"
17,"[0.172, 0.346, 0.326, 0.335, 0.358, 0.354, 0.357, 0.181, 0.223, 0.18]"
18,"[0.36, 0.142, 0.138, 0.206, 0.144, 0.147, 0.185, 0.333, 0.361, 0.339]"
19,"[0.151, 0.327, 0.307, 0.306, 0.338, 0.322, 0.344, 0.185, 0.218, 0.158]"
20,"[0.351, 0.126, 0.177, 0.175, 0.126, 0.137, 0.182, 0.33, 0.359, 0.314]"
21,"[0.141, 0.32, 0.309, 0.301, 0.326, 0.327, 0.348, 0.164, 0.214, 0.178]"
22,"[0.354, 0.118, 0.197, 0.151, 0.125, 0.208, 0.152, 0.331, 0.374, 0.32]"
23,"[0.223, 0.319, 0.313, 0.291, 0.319, 0.335, 0.344, 0.135, 0.186, 0.219]"
24,"[0.356, 0.199, 0.194, 0.186, 0.198, 0.228, 0.191, 0.324, 0.369, 0.33]"
25,"[0.344, 0.308, 0.322, 0.287, 0.327, 0.338, 0.342, 0.196, 0.181, 0.219]"
26,"[0.322, 0.218, 0.268, 0.276, 0.204, 0.304, 0.425, 0.294, 0.339, 0.3]"
27,"[0.271, 0.263, 0.287, 0.248, 0.297, 0.273, 0.312, 0.233, 0.335, 0.235]"
28,"[0.103, 0.221, 0.251, 0.276, 0.201, 0.285, 0.402, 0.276, 0.314, 0.277]"
29,"[0.311, 0.279, 0.327, 0.275, 0.313, 0.301, 0.374, 0.224, 0.298, 0.212]"
30,"[0.103, 0.213, 0.193, 0.226, 0.194, 0.233, 0.24, 0.349, 0.447, 0.351]"
31,"[0.315, 0.431, 0.465, 0.428, 0.45, 0.441, 0.455, 0.195, 0.208, 0.193]"
32,"[0.103, 0.183, 0.168, 0.203, 0.181, 0.205, 0.201, 0.442, 0.202, 0.415]"
33,"[0.36, 0.453, 0.469, 0.428, 0.462, 0.428, 0.412, 0.133, 0.149, 0.145]"
34,"[0.103, 0.124, 0.131, 0.154, 0.119, 0.141, 0.163, 0.443, 0.238, 0.445]"
35,"[0.353, 0.395, 0.394, 0.355, 0.376, 0.371, 0.408, 0.113, 0.136, 0.115]"
36,"[0.107, 0.112, 0.13, 0.156, 0.111, 0.142, 0.154, 0.368, 0.32, 0.341]"
37,"[0.348, 0.333, 0.349, 0.274, 0.313, 0.328, 0.398, 0.128, 0.181, 0.134]"
38,"[0.107, 0.132, 0.145, 0.173, 0.13, 0.169, 0.166, 0.332, 0.315, 0.321]"
