none,[]
0,"[0.0926517571884984, 0.10862619808306709, 0.09904153354632587, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.11182108626198083, 0.11501597444089456, 0.08945686900958466, 0.134185303514377, 0.07028753993610223, 0.11501597444089456, 0.10223642172523961, 0.10862619808306709, 0.12140575079872204, 0.08653846153846154, 0.07692307692307693, 0.125, 0.11217948717948718, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.12179487179487179, 0.08974358974358974, 0.14743589743589744, 0.10256410256410256, 0.060897435897435896, 0.07051282051282051, 0.08653846153846154, 0.16346153846153846]"
1,"[0.07667731629392971, 0.10862619808306709, 0.09584664536741214, 0.07028753993610223, 0.08945686900958466, 0.08306709265175719, 0.06389776357827476, 0.08306709265175719, 0.12460063897763578, 0.0670926517571885, 0.09584664536741214, 0.07348242811501597, 0.06070287539936102, 0.10862619808306709, 0.09904153354632587, 0.10862619808306709, 0.09935897435897435, 0.08974358974358974, 0.09615384615384616, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.12179487179487179, 0.11217948717948718, 0.08333333333333333, 0.11217948717948718, 0.11858974358974358, 0.10256410256410256, 0.13141025641025642, 0.11858974358974358]"
2,"[0.0926517571884984, 0.10543130990415335, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.06389776357827476, 0.11182108626198083, 0.12460063897763578, 0.09904153354632587, 0.13099041533546327, 0.07348242811501597, 0.08626198083067092, 0.10223642172523961, 0.10543130990415335, 0.12140575079872204, 0.125, 0.09935897435897435, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.12179487179487179, 0.09294871794871795, 0.10897435897435898, 0.10576923076923077, 0.07692307692307693, 0.07051282051282051, 0.12179487179487179, 0.12179487179487179]"
3,"[0.05750798722044728, 0.10862619808306709, 0.14057507987220447, 0.08626198083067092, 0.09904153354632587, 0.08306709265175719, 0.06389776357827476, 0.08306709265175719, 0.12460063897763578, 0.07667731629392971, 0.09584664536741214, 0.07348242811501597, 0.13099041533546327, 0.10223642172523961, 0.09904153354632587, 0.16613418530351437, 0.07692307692307693, 0.09935897435897435, 0.10576923076923077, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.09615384615384616, 0.0673076923076923, 0.10256410256410256, 0.07371794871794872, 0.08333333333333333, 0.057692307692307696, 0.11858974358974358, 0.10256410256410256, 0.07051282051282051, 0.11858974358974358]"
4,"[0.09904153354632587, 0.07348242811501597, 0.054313099041533544, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.12460063897763578, 0.09904153354632587, 0.13099041533546327, 0.07348242811501597, 0.10223642172523961, 0.10223642172523961, 0.10543130990415335, 0.12140575079872204, 0.125, 0.09935897435897435, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.08974358974358974, 0.09615384615384616, 0.08974358974358974, 0.10256410256410256, 0.09294871794871795, 0.08333333333333333, 0.10576923076923077, 0.0673076923076923, 0.07051282051282051, 0.12179487179487179, 0.08012820512820513]"
5,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.08626198083067092, 0.09904153354632587, 0.0926517571884984, 0.08626198083067092, 0.08306709265175719, 0.09904153354632587, 0.10862619808306709, 0.10543130990415335, 0.12140575079872204, 0.09904153354632587, 0.10223642172523961, 0.09904153354632587, 0.10543130990415335, 0.07692307692307693, 0.08333333333333333, 0.10576923076923077, 0.11217948717948718, 0.10576923076923077, 0.05448717948717949, 0.09615384615384616, 0.07051282051282051, 0.10256410256410256, 0.10897435897435898, 0.07692307692307693, 0.07692307692307693, 0.11858974358974358, 0.08974358974358974, 0.07051282051282051, 0.11858974358974358]"
6,"[0.09904153354632587, 0.07348242811501597, 0.14057507987220447, 0.10543130990415335, 0.10223642172523961, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.12460063897763578, 0.09904153354632587, 0.0926517571884984, 0.07348242811501597, 0.10223642172523961, 0.09904153354632587, 0.08626198083067092, 0.07028753993610223, 0.125, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.10576923076923077, 0.11858974358974358, 0.08974358974358974, 0.07051282051282051, 0.12179487179487179, 0.08333333333333333, 0.10576923076923077, 0.0673076923076923, 0.08974358974358974, 0.12179487179487179, 0.08012820512820513]"
7,"[0.0926517571884984, 0.10862619808306709, 0.14057507987220447, 0.1182108626198083, 0.09904153354632587, 0.0926517571884984, 0.06389776357827476, 0.08306709265175719, 0.09904153354632587, 0.1182108626198083, 0.0926517571884984, 0.12779552715654952, 0.09904153354632587, 0.10862619808306709, 0.10862619808306709, 0.10543130990415335, 0.07692307692307693, 0.07692307692307693, 0.08333333333333333, 0.11217948717948718, 0.09935897435897435, 0.0673076923076923, 0.09615384615384616, 0.07051282051282051, 0.12179487179487179, 0.12179487179487179, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.08974358974358974, 0.07051282051282051, 0.14743589743589744]"
8,"[0.09904153354632587, 0.07348242811501597, 0.14057507987220447, 0.11501597444089456, 0.09904153354632587, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.12460063897763578, 0.09904153354632587, 0.0926517571884984, 0.09584664536741214, 0.10223642172523961, 0.09904153354632587, 0.12140575079872204, 0.07028753993610223, 0.07692307692307693, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09294871794871795, 0.09615384615384616, 0.10576923076923077, 0.0673076923076923, 0.12179487179487179, 0.07692307692307693, 0.10576923076923077, 0.0673076923076923, 0.11217948717948718, 0.11538461538461539, 0.08012820512820513]"
9,"[0.09904153354632587, 0.10862619808306709, 0.14057507987220447, 0.1182108626198083, 0.09904153354632587, 0.0926517571884984, 0.06389776357827476, 0.09904153354632587, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.07348242811501597, 0.08945686900958466, 0.10862619808306709, 0.10862619808306709, 0.10543130990415335, 0.07692307692307693, 0.07692307692307693, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.0673076923076923, 0.09615384615384616, 0.07051282051282051, 0.12179487179487179, 0.12179487179487179, 0.08974358974358974, 0.10897435897435898, 0.11858974358974358, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
