none,[]
0,"[0.12140575079872204, 0.10862619808306709, 0.134185303514377, 0.10862619808306709, 0.1182108626198083, 0.10223642172523961, 0.06389776357827476, 0.09584664536741214, 0.11501597444089456, 0.11182108626198083, 0.08626198083067092, 0.07667731629392971, 0.13099041533546327, 0.10223642172523961, 0.09584664536741214, 0.09904153354632587, 0.125, 0.12179487179487179, 0.08333333333333333, 0.1762820512820513, 0.1891025641025641, 0.09935897435897435, 0.10897435897435898, 0.08974358974358974, 0.10897435897435898, 0.11538461538461539, 0.07692307692307693, 0.16987179487179488, 0.09935897435897435, 0.08974358974358974, 0.12179487179487179, 0.10256410256410256]"
1,"[0.0926517571884984, 0.09904153354632587, 0.134185303514377, 0.10862619808306709, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.09584664536741214, 0.07667731629392971, 0.09904153354632587, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.125, 0.09935897435897435, 0.08653846153846154, 0.09935897435897435, 0.11858974358974358, 0.10576923076923077, 0.09615384615384616, 0.05128205128205128, 0.10256410256410256, 0.12179487179487179, 0.038461538461538464, 0.13141025641025642, 0.11858974358974358, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
2,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.09904153354632587, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.125, 0.07692307692307693, 0.01282051282051282, 0.10897435897435898, 0.10576923076923077, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.12179487179487179, 0.10256410256410256]"
3,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.1282051282051282, 0.11858974358974358, 0.08653846153846154, 0.10576923076923077, 0.11858974358974358, 0.0, 0.016025641025641024, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
4,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.13141025641025642, 0.11858974358974358, 0.08653846153846154, 0.10576923076923077, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
5,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.13141025641025642, 0.11858974358974358, 0.08653846153846154, 0.10576923076923077, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
6,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.0670926517571885, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.13141025641025642, 0.11858974358974358, 0.08653846153846154, 0.10576923076923077, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
7,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.07028753993610223, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07987220447284345, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.09904153354632587, 0.13141025641025642, 0.11858974358974358, 0.08653846153846154, 0.10576923076923077, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
8,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.0926517571884984, 0.11501597444089456, 0.0926517571884984, 0.09584664536741214, 0.07348242811501597, 0.07667731629392971, 0.09584664536741214, 0.08626198083067092, 0.07667731629392971, 0.09904153354632587, 0.08945686900958466, 0.054313099041533544, 0.09904153354632587, 0.13141025641025642, 0.11858974358974358, 0.08653846153846154, 0.10576923076923077, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
9,"[0.07348242811501597, 0.11182108626198083, 0.134185303514377, 0.019169329073482427, 0.11501597444089456, 0.08945686900958466, 0.019169329073482427, 0.07987220447284345, 0.07667731629392971, 0.08306709265175719, 0.07987220447284345, 0.07667731629392971, 0.06070287539936102, 0.08945686900958466, 0.09584664536741214, 0.04153354632587859, 0.13141025641025642, 0.11858974358974358, 0.08653846153846154, 0.10576923076923077, 0.11858974358974358, 0.11538461538461539, 0.10576923076923077, 0.08974358974358974, 0.10256410256410256, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
