none,[]
0,"[0.12140575079872204, 0.10543130990415335, 0.08626198083067092, 0.10543130990415335, 0.09904153354632587, 0.09904153354632587, 0.06389776357827476, 0.07987220447284345, 0.08945686900958466, 0.11182108626198083, 0.10543130990415335, 0.13738019169329074, 0.08945686900958466, 0.10862619808306709, 0.12140575079872204, 0.10223642172523961, 0.2467948717948718, 0.08653846153846154, 0.10256410256410256, 0.07371794871794872, 0.08974358974358974, 0.10576923076923077, 0.1794871794871795, 0.08653846153846154, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.0673076923076923, 0.08974358974358974, 0.09615384615384616, 0.10576923076923077]"
1,"[0.11182108626198083, 0.10862619808306709, 0.08626198083067092, 0.08945686900958466, 0.134185303514377, 0.08306709265175719, 0.06389776357827476, 0.10223642172523961, 0.11182108626198083, 0.07348242811501597, 0.0926517571884984, 0.13099041533546327, 0.13738019169329074, 0.10862619808306709, 0.1182108626198083, 0.09904153354632587, 0.060897435897435896, 0.09935897435897435, 0.08974358974358974, 0.11217948717948718, 0.08974358974358974, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.0673076923076923, 0.08974358974358974, 0.12179487179487179, 0.11858974358974358]"
2,"[0.04153354632587859, 0.10543130990415335, 0.14057507987220447, 0.10543130990415335, 0.0, 0.09904153354632587, 0.06389776357827476, 0.09584664536741214, 0.09904153354632587, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.10223642172523961, 0.09904153354632587, 0.1182108626198083, 0.12140575079872204, 0.060897435897435896, 0.09294871794871795, 0.10256410256410256, 0.11217948717948718, 0.08974358974358974, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.0673076923076923, 0.08974358974358974, 0.12179487179487179, 0.11858974358974358]"
3,"[0.11182108626198083, 0.10862619808306709, 0.14057507987220447, 0.10543130990415335, 0.134185303514377, 0.09904153354632587, 0.06389776357827476, 0.08306709265175719, 0.11182108626198083, 0.08945686900958466, 0.0926517571884984, 0.12140575079872204, 0.09904153354632587, 0.0670926517571885, 0.1182108626198083, 0.12140575079872204, 0.07692307692307693, 0.10897435897435898, 0.10256410256410256, 0.11217948717948718, 0.08974358974358974, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358]"
4,"[0.09904153354632587, 0.10543130990415335, 0.14057507987220447, 0.10543130990415335, 0.134185303514377, 0.09904153354632587, 0.06389776357827476, 0.09584664536741214, 0.09904153354632587, 0.08945686900958466, 0.0926517571884984, 0.12140575079872204, 0.10223642172523961, 0.10223642172523961, 0.1182108626198083, 0.12140575079872204, 0.07692307692307693, 0.08974358974358974, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.08974358974358974, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358]"
5,"[0.01597444089456869, 0.09584664536741214, 0.14057507987220447, 0.10543130990415335, 0.09904153354632587, 0.09904153354632587, 0.06389776357827476, 0.08306709265175719, 0.09904153354632587, 0.08945686900958466, 0.0926517571884984, 0.12140575079872204, 0.09904153354632587, 0.10223642172523961, 0.1182108626198083, 0.12140575079872204, 0.07692307692307693, 0.07051282051282051, 0.10256410256410256, 0.11217948717948718, 0.08974358974358974, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358]"
6,"[0.09904153354632587, 0.10862619808306709, 0.14057507987220447, 0.10543130990415335, 0.08945686900958466, 0.09584664536741214, 0.06389776357827476, 0.08306709265175719, 0.09904153354632587, 0.08945686900958466, 0.0926517571884984, 0.12140575079872204, 0.10223642172523961, 0.10223642172523961, 0.1182108626198083, 0.12140575079872204, 0.07692307692307693, 0.09935897435897435, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358]"
7,"[0.09904153354632587, 0.10862619808306709, 0.14057507987220447, 0.10543130990415335, 0.09904153354632587, 0.09584664536741214, 0.06389776357827476, 0.08306709265175719, 0.09904153354632587, 0.08945686900958466, 0.0926517571884984, 0.12140575079872204, 0.10223642172523961, 0.10223642172523961, 0.1182108626198083, 0.12140575079872204, 0.07692307692307693, 0.09935897435897435, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358]"
8,"[0.09904153354632587, 0.10862619808306709, 0.14057507987220447, 0.10543130990415335, 0.134185303514377, 0.09584664536741214, 0.06389776357827476, 0.08306709265175719, 0.09904153354632587, 0.08945686900958466, 0.0926517571884984, 0.12140575079872204, 0.10223642172523961, 0.10223642172523961, 0.1182108626198083, 0.12140575079872204, 0.07692307692307693, 0.09935897435897435, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358]"
9,"[0.07667731629392971, 0.10862619808306709, 0.14057507987220447, 0.10223642172523961, 0.09904153354632587, 0.09904153354632587, 0.05750798722044728, 0.08306709265175719, 0.09904153354632587, 0.038338658146964855, 0.0926517571884984, 0.12140575079872204, 0.08306709265175719, 0.10223642172523961, 0.09904153354632587, 0.12140575079872204, 0.07692307692307693, 0.09935897435897435, 0.10256410256410256, 0.11217948717948718, 0.10576923076923077, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358]"
