none,[]
0,"[0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.1182108626198083, 0.08626198083067092, 0.12779552715654952, 0.10543130990415335, 0.12779552715654952, 0.11501597444089456, 0.0670926517571885, 0.09584664536741214, 0.07667731629392971, 0.12460063897763578, 0.10223642172523961, 0.1182108626198083, 0.1597444089456869, 0.08333333333333333, 0.09294871794871795, 0.10256410256410256, 0.10576923076923077, 0.05448717948717949, 0.2692307692307692, 0.11538461538461539, 0.1346153846153846, 0.13141025641025642, 0.10256410256410256, 0.15384615384615385, 0.10576923076923077, 0.1282051282051282, 0.10256410256410256, 0.08974358974358974, 0.10256410256410256]"
1,"[0.09584664536741214, 0.10862619808306709, 0.09904153354632587, 0.07028753993610223, 0.08626198083067092, 0.12140575079872204, 0.07348242811501597, 0.12779552715654952, 0.11182108626198083, 0.09904153354632587, 0.13099041533546327, 0.09584664536741214, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.10543130990415335, 0.125, 0.11858974358974358, 0.125, 0.11538461538461539, 0.12179487179487179, 0.10897435897435898, 0.019230769230769232, 0.08974358974358974, 0.13141025641025642, 0.10256410256410256, 0.09935897435897435, 0.10897435897435898, 0.1282051282051282, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077]"
2,"[0.0926517571884984, 0.012779552715654952, 0.08626198083067092, 0.1182108626198083, 0.08626198083067092, 0.03194888178913738, 0.07348242811501597, 0.07348242811501597, 0.11501597444089456, 0.03194888178913738, 0.006389776357827476, 0.07028753993610223, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.10576923076923077, 0.05448717948717949, 0.0673076923076923, 0.08974358974358974, 0.07051282051282051, 0.041666666666666664, 0.08333333333333333, 0.08653846153846154, 0.10576923076923077, 0.1282051282051282, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077]"
3,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.006389776357827476, 0.08626198083067092, 0.12140575079872204, 0.07348242811501597, 0.025559105431309903, 0.11182108626198083, 0.09904153354632587, 0.09584664536741214, 0.09584664536741214, 0.012779552715654952, 0.10223642172523961, 0.07987220447284345, 0.10862619808306709, 0.09935897435897435, 0.08333333333333333, 0.125, 0.11538461538461539, 0.04487179487179487, 0.08974358974358974, 0.08974358974358974, 0.08974358974358974, 0.016025641025641024, 0.08333333333333333, 0.09935897435897435, 0.019230769230769232, 0.02564102564102564, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077]"
4,"[0.12140575079872204, 0.09904153354632587, 0.08626198083067092, 0.04472843450479233, 0.08626198083067092, 0.03194888178913738, 0.07348242811501597, 0.012779552715654952, 0.07028753993610223, 0.0, 0.10543130990415335, 0.022364217252396165, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.006389776357827476, 0.02564102564102564, 0.09294871794871795, 0.125, 0.041666666666666664, 0.05448717948717949, 0.08974358974358974, 0.08974358974358974, 0.0641025641025641, 0.08333333333333333, 0.09294871794871795, 0.08653846153846154, 0.10576923076923077, 0.1282051282051282, 0.10256410256410256, 0.09935897435897435, 0.10576923076923077]"
5,"[0.12140575079872204, 0.10862619808306709, 0.08626198083067092, 0.10862619808306709, 0.08626198083067092, 0.12140575079872204, 0.07348242811501597, 0.12779552715654952, 0.11182108626198083, 0.07987220447284345, 0.04472843450479233, 0.07028753993610223, 0.01597444089456869, 0.0, 0.07987220447284345, 0.06389776357827476, 0.09935897435897435, 0.09935897435897435, 0.035256410256410256, 0.11538461538461539, 0.05128205128205128, 0.07371794871794872, 0.08974358974358974, 0.09615384615384616, 0.10897435897435898, 0.09294871794871795, 0.09935897435897435, 0.02564102564102564, 0.09615384615384616, 0.10256410256410256, 0.003205128205128205, 0.019230769230769232]"
6,"[0.1182108626198083, 0.09904153354632587, 0.06070287539936102, 0.07028753993610223, 0.08626198083067092, 0.04153354632587859, 0.06389776357827476, 0.03514376996805112, 0.07028753993610223, 0.06389776357827476, 0.06070287539936102, 0.03194888178913738, 0.12460063897763578, 0.10223642172523961, 0.051118210862619806, 0.10543130990415335, 0.019230769230769232, 0.003205128205128205, 0.125, 0.04807692307692308, 0.05448717948717949, 0.060897435897435896, 0.03205128205128205, 0.019230769230769232, 0.08333333333333333, 0.09294871794871795, 0.08653846153846154, 0.10256410256410256, 0.1282051282051282, 0.04807692307692308, 0.09935897435897435, 0.10576923076923077]"
7,"[0.01597444089456869, 0.07348242811501597, 0.08626198083067092, 0.10862619808306709, 0.04153354632587859, 0.12140575079872204, 0.06070287539936102, 0.12140575079872204, 0.07348242811501597, 0.07987220447284345, 0.0, 0.07028753993610223, 0.04792332268370607, 0.10862619808306709, 0.0926517571884984, 0.009584664536741214, 0.09935897435897435, 0.09935897435897435, 0.01282051282051282, 0.009615384615384616, 0.02564102564102564, 0.009615384615384616, 0.08974358974358974, 0.08333333333333333, 0.10897435897435898, 0.08012820512820513, 0.09935897435897435, 0.00641025641025641, 0.09615384615384616, 0.10256410256410256, 0.08974358974358974, 0.01282051282051282]"
8,"[0.03514376996805112, 0.09904153354632587, 0.051118210862619806, 0.07028753993610223, 0.019169329073482427, 0.08626198083067092, 0.04153354632587859, 0.07987220447284345, 0.09584664536741214, 0.0670926517571885, 0.009584664536741214, 0.003194888178913738, 0.003194888178913738, 0.07987220447284345, 0.10862619808306709, 0.10543130990415335, 0.022435897435897436, 0.041666666666666664, 0.125, 0.11538461538461539, 0.05448717948717949, 0.05448717948717949, 0.11538461538461539, 0.019230769230769232, 0.0673076923076923, 0.04807692307692308, 0.08653846153846154, 0.003205128205128205, 0.1282051282051282, 0.07371794871794872, 0.09935897435897435, 0.10576923076923077]"
9,"[0.07667731629392971, 0.051118210862619806, 0.08626198083067092, 0.07987220447284345, 0.08306709265175719, 0.07987220447284345, 0.06070287539936102, 0.06389776357827476, 0.11182108626198083, 0.05750798722044728, 0.04792332268370607, 0.07028753993610223, 0.04472843450479233, 0.10862619808306709, 0.07987220447284345, 0.0926517571884984, 0.09935897435897435, 0.04487179487179487, 0.07051282051282051, 0.10897435897435898, 0.11858974358974358, 0.009615384615384616, 0.019230769230769232, 0.07371794871794872, 0.057692307692307696, 0.08012820512820513, 0.09935897435897435, 0.038461538461538464, 0.022435897435897436, 0.10256410256410256, 0.08974358974358974, 0.125]"
