eigenvector_centrality,"[15, 6]"
0,"[0.1770573566084788, 0.0875, 0.08, 0.09, 0.0825, 0.085, 0.0875, 0.085, 0.165, 0.1175, 0.1125, 0.15, 0.085, 0.115, 0.095, 0.0875, 0.09, 0.1, 0.165, 0.215, 0.165, 0.115, 0.12, 0.0875, 0.10275689223057644]"
1,"[0.16708229426433915, 0.37, 0.08, 0.09, 0.0825, 0.1025, 0.1075, 0.0975, 0.23, 0.0875, 0.14, 0.1175, 0.0725, 0.115, 0.105, 0.085, 0.1025, 0.0775, 0.21, 0.0875, 0.1225, 0.115, 0.12, 0.0875, 0.10275689223057644]"
2,"[0.10972568578553615, 0.27, 0.08, 0.0925, 0.125, 0.0875, 0.0875, 0.0975, 0.115, 0.1125, 0.1125, 0.115, 0.0725, 0.1, 0.105, 0.085, 0.1025, 0.1, 0.1, 0.1275, 0.0825, 0.115, 0.12, 0.0875, 0.2581453634085213]"
3,"[0.08229426433915212, 0.1025, 0.1125, 0.0925, 0.0825, 0.1, 0.125, 0.0975, 0.1225, 0.1125, 0.1125, 0.1, 0.0725, 0.115, 0.105, 0.085, 0.1275, 0.1, 0.095, 0.1275, 0.0825, 0.115, 0.12, 0.0875, 0.10275689223057644]"
4,"[0.08229426433915212, 0.14, 0.08, 0.0925, 0.0875, 0.13, 0.125, 0.0975, 0.1225, 0.1275, 0.1125, 0.1, 0.0725, 0.1, 0.105, 0.085, 0.1075, 0.1, 0.1325, 0.1275, 0.1125, 0.175, 0.1625, 0.1375, 0.18796992481203006]"
5,"[0.08229426433915212, 0.0875, 0.08, 0.135, 0.2725, 0.225, 0.125, 0.0975, 0.1975, 0.1125, 0.1125, 0.1275, 0.09, 0.1275, 0.105, 0.085, 0.1075, 0.1, 0.0975, 0.1275, 0.1, 0.1325, 0.1225, 0.115, 0.2982456140350877]"
6,"[0.14214463840399003, 0.2025, 0.1, 0.305, 0.2725, 0.3175, 0.18, 0.1525, 0.34, 0.1, 0.2275, 0.2725, 0.23, 0.105, 0.365, 0.155, 0.205, 0.27, 0.1, 0.2225, 0.1075, 0.1225, 0.125, 0.0975, 0.11278195488721804]"
7,"[0.16458852867830423, 0.0875, 0.1475, 0.2325, 0.1525, 0.0875, 0.145, 0.28, 0.105, 0.325, 0.3025, 0.225, 0.1, 0.15, 0.2625, 0.28, 0.3175, 0.22, 0.2025, 0.2925, 0.225, 0.165, 0.105, 0.1775, 0.12280701754385964]"
8,"[0.3167082294264339, 0.185, 0.3625, 0.3425, 0.12, 0.09, 0.3525, 0.2025, 0.27, 0.1775, 0.2275, 0.3475, 0.3175, 0.2325, 0.2025, 0.1825, 0.375, 0.37, 0.12, 0.4375, 0.11, 0.205, 0.2325, 0.0975, 0.10275689223057644]"
9,"[0.3690773067331671, 0.0975, 0.315, 0.2775, 0.165, 0.175, 0.2525, 0.385, 0.105, 0.4375, 0.2725, 0.3625, 0.0875, 0.24, 0.175, 0.375, 0.215, 0.225, 0.31, 0.3225, 0.31, 0.2525, 0.3475, 0.29, 0.2706766917293233]"
10,"[0.24438902743142144, 0.32, 0.42, 0.4, 0.12, 0.1325, 0.39, 0.2725, 0.18, 0.3625, 0.1725, 0.445, 0.395, 0.33, 0.1075, 0.21, 0.2125, 0.405, 0.275, 0.165, 0.295, 0.415, 0.29, 0.315, 0.10526315789473684]"
11,"[0.28428927680798005, 0.205, 0.245, 0.27, 0.3375, 0.0875, 0.2625, 0.3175, 0.185, 0.445, 0.265, 0.3225, 0.245, 0.5125, 0.1825, 0.3775, 0.1925, 0.2925, 0.3575, 0.1675, 0.4275, 0.345, 0.5125, 0.165, 0.2506265664160401]"
12,"[0.19451371571072318, 0.4525, 0.49, 0.185, 0.335, 0.2825, 0.465, 0.2925, 0.185, 0.25, 0.115, 0.2825, 0.505, 0.23, 0.205, 0.2775, 0.225, 0.415, 0.295, 0.1575, 0.2275, 0.435, 0.405, 0.2225, 0.21052631578947367]"
13,"[0.26932668329177056, 0.2525, 0.2025, 0.2825, 0.41, 0.195, 0.255, 0.2175, 0.25, 0.475, 0.4475, 0.24, 0.24, 0.2425, 0.21, 0.435, 0.27, 0.365, 0.4425, 0.215, 0.4425, 0.4775, 0.495, 0.175, 0.44862155388471175]"
14,"[0.2793017456359102, 0.4475, 0.5475, 0.2075, 0.3625, 0.475, 0.445, 0.3525, 0.23, 0.37, 0.185, 0.325, 0.48, 0.29, 0.3175, 0.205, 0.335, 0.49, 0.2775, 0.1775, 0.2625, 0.4275, 0.43, 0.2625, 0.3132832080200501]"
15,"[0.26433915211970077, 0.285, 0.2125, 0.2625, 0.36, 0.29, 0.3325, 0.255, 0.265, 0.4975, 0.4675, 0.3025, 0.2625, 0.4225, 0.2375, 0.495, 0.36, 0.4125, 0.5, 0.3025, 0.4675, 0.45, 0.495, 0.23, 0.42105263157894735]"
16,"[0.3117206982543641, 0.46, 0.5125, 0.2775, 0.2375, 0.3975, 0.4375, 0.3775, 0.2725, 0.4075, 0.2275, 0.335, 0.4725, 0.3325, 0.265, 0.2075, 0.3625, 0.3625, 0.29, 0.2375, 0.1975, 0.4775, 0.3825, 0.2875, 0.2957393483709273]"
17,"[0.3316708229426434, 0.33, 0.195, 0.275, 0.34, 0.3375, 0.3625, 0.315, 0.3, 0.52, 0.4375, 0.295, 0.315, 0.41, 0.2425, 0.495, 0.3775, 0.3775, 0.455, 0.3275, 0.5, 0.4525, 0.355, 0.255, 0.3333333333333333]"
18,"[0.33915211970074816, 0.3875, 0.4625, 0.28, 0.2325, 0.3, 0.4025, 0.4325, 0.2825, 0.485, 0.2325, 0.3475, 0.415, 0.4075, 0.275, 0.3125, 0.375, 0.345, 0.375, 0.2475, 0.2225, 0.4175, 0.3425, 0.3, 0.3483709273182957]"
19,"[0.341645885286783, 0.3475, 0.3275, 0.3025, 0.3425, 0.34, 0.3675, 0.4825, 0.285, 0.53, 0.3975, 0.2925, 0.3675, 0.325, 0.235, 0.3625, 0.33, 0.38, 0.3875, 0.3625, 0.475, 0.39, 0.34, 0.2725, 0.3082706766917293]"
20,"[0.33665835411471323, 0.3375, 0.3175, 0.2875, 0.265, 0.3075, 0.51, 0.4525, 0.2775, 0.3275, 0.2925, 0.3575, 0.41, 0.4125, 0.2775, 0.3425, 0.3075, 0.3325, 0.415, 0.2475, 0.3525, 0.295, 0.385, 0.305, 0.3408521303258145]"
21,"[0.341645885286783, 0.46, 0.355, 0.32, 0.3525, 0.365, 0.3975, 0.425, 0.305, 0.48, 0.4125, 0.2875, 0.365, 0.3225, 0.225, 0.3875, 0.3325, 0.42, 0.47, 0.4025, 0.37, 0.35, 0.3575, 0.2825, 0.3258145363408521]"
22,"[0.30174563591022446, 0.41, 0.3025, 0.2875, 0.295, 0.3225, 0.5275, 0.375, 0.28, 0.3825, 0.2975, 0.3575, 0.4525, 0.4225, 0.2725, 0.2725, 0.3025, 0.4175, 0.4325, 0.3025, 0.3775, 0.3175, 0.415, 0.305, 0.42105263157894735]"
23,"[0.3566084788029925, 0.4425, 0.37, 0.325, 0.36, 0.3875, 0.39, 0.48, 0.3, 0.48, 0.43, 0.31, 0.405, 0.365, 0.265, 0.3825, 0.3325, 0.345, 0.4925, 0.4325, 0.2975, 0.3525, 0.4, 0.2925, 0.37593984962406013]"
24,"[0.24189526184538654, 0.43, 0.3475, 0.3, 0.305, 0.36, 0.47, 0.395, 0.2875, 0.4825, 0.295, 0.3625, 0.4675, 0.47, 0.2825, 0.3175, 0.31, 0.4075, 0.38, 0.315, 0.355, 0.3175, 0.4225, 0.3025, 0.45864661654135336]"
25,"[0.38902743142144636, 0.43, 0.36, 0.3225, 0.375, 0.44, 0.525, 0.485, 0.325, 0.4425, 0.45, 0.325, 0.41, 0.4575, 0.2875, 0.2675, 0.32, 0.355, 0.505, 0.4275, 0.3425, 0.35, 0.3975, 0.33, 0.41102756892230574]"
26,"[0.256857855361596, 0.4625, 0.45, 0.2975, 0.325, 0.39, 0.5, 0.4625, 0.31, 0.5375, 0.3225, 0.38, 0.475, 0.46, 0.315, 0.48, 0.315, 0.5575, 0.475, 0.3525, 0.365, 0.36, 0.43, 0.3175, 0.45864661654135336]"
27,"[0.40399002493765584, 0.4725, 0.4225, 0.3225, 0.425, 0.4525, 0.4475, 0.495, 0.325, 0.4775, 0.4725, 0.335, 0.4375, 0.53, 0.3025, 0.555, 0.32, 0.45, 0.5375, 0.4625, 0.4475, 0.4025, 0.4075, 0.365, 0.45112781954887216]"
28,"[0.3167082294264339, 0.5, 0.4375, 0.3025, 0.405, 0.4225, 0.335, 0.46, 0.3475, 0.515, 0.36, 0.385, 0.4225, 0.465, 0.305, 0.5, 0.3325, 0.4375, 0.4475, 0.4025, 0.3925, 0.3375, 0.4575, 0.31, 0.45112781954887216]"
29,"[0.39900249376558605, 0.4275, 0.3925, 0.32, 0.375, 0.45, 0.2425, 0.4425, 0.3175, 0.445, 0.405, 0.3425, 0.415, 0.49, 0.3325, 0.465, 0.34, 0.53, 0.33, 0.425, 0.46, 0.43, 0.4475, 0.425, 0.506265664160401]"
30,"[0.34413965087281795, 0.3575, 0.3625, 0.3075, 0.4225, 0.44, 0.48, 0.56, 0.4175, 0.4725, 0.3525, 0.34, 0.3525, 0.48, 0.29, 0.455, 0.325, 0.3775, 0.36, 0.415, 0.34, 0.3175, 0.4525, 0.3, 0.42606516290726815]"
31,"[0.3790523690773067, 0.3125, 0.4275, 0.2925, 0.38, 0.425, 0.2525, 0.355, 0.29, 0.395, 0.345, 0.34, 0.4, 0.4575, 0.3475, 0.4425, 0.41, 0.4825, 0.24, 0.4, 0.3675, 0.3675, 0.5, 0.395, 0.43609022556390975]"
32,"[0.3566084788029925, 0.2925, 0.3825, 0.2925, 0.4075, 0.4375, 0.405, 0.48, 0.435, 0.5025, 0.38, 0.305, 0.325, 0.46, 0.3075, 0.465, 0.35, 0.3525, 0.26, 0.3075, 0.3575, 0.3375, 0.44, 0.2975, 0.40852130325814534]"
