eigenvector_centrality,"[0, 5]"
0,"[0.07481296758104738, 0.095, 0.095, 0.155, 0.1425, 0.2075, 0.125, 0.085, 0.0925, 0.0875, 0.145, 0.0975, 0.2, 0.1425, 0.1225, 0.12, 0.0825, 0.0875, 0.0925, 0.1675, 0.08, 0.16, 0.1075, 0.0875, 0.09774436090225563]"
1,"[0.07481296758104738, 0.0825, 0.095, 0.095, 0.0975, 0.2075, 0.0675, 0.085, 0.0925, 0.0875, 0.0925, 0.1025, 0.1075, 0.0775, 0.095, 0.1075, 0.075, 0.115, 0.16, 0.1125, 0.1025, 0.1175, 0.2025, 0.12, 0.20300751879699247]"
2,"[0.07481296758104738, 0.1525, 0.095, 0.095, 0.135, 0.1025, 0.125, 0.085, 0.0925, 0.0875, 0.0925, 0.12, 0.1075, 0.0775, 0.1225, 0.115, 0.1175, 0.0775, 0.0925, 0.095, 0.08, 0.07, 0.105, 0.0875, 0.09774436090225563]"
3,"[0.13216957605985039, 0.135, 0.1, 0.095, 0.0975, 0.1025, 0.0675, 0.0925, 0.0925, 0.0875, 0.0925, 0.1025, 0.1075, 0.16, 0.095, 0.15, 0.195, 0.11, 0.1075, 0.1125, 0.155, 0.07, 0.105, 0.12, 0.10025062656641603]"
4,"[0.07481296758104738, 0.175, 0.1, 0.095, 0.14, 0.0875, 0.1425, 0.0925, 0.0775, 0.0875, 0.0925, 0.1, 0.125, 0.185, 0.1225, 0.115, 0.215, 0.0775, 0.0925, 0.0875, 0.115, 0.11, 0.105, 0.2125, 0.09774436090225563]"
5,"[0.13216957605985039, 0.2275, 0.14, 0.12, 0.0975, 0.105, 0.0675, 0.185, 0.0925, 0.245, 0.0775, 0.165, 0.115, 0.25, 0.15, 0.2075, 0.135, 0.11, 0.0975, 0.1525, 0.15, 0.1275, 0.1975, 0.2075, 0.13283208020050125]"
6,"[0.08728179551122195, 0.195, 0.1, 0.2025, 0.1225, 0.0875, 0.2125, 0.1275, 0.0775, 0.2825, 0.0775, 0.1, 0.1975, 0.1425, 0.2125, 0.1375, 0.2325, 0.1525, 0.1275, 0.1875, 0.17, 0.2225, 0.105, 0.285, 0.09774436090225563]"
7,"[0.20448877805486285, 0.2075, 0.24, 0.115, 0.1075, 0.18, 0.1175, 0.2625, 0.33, 0.1925, 0.19, 0.1125, 0.13, 0.2625, 0.2125, 0.1875, 0.255, 0.1825, 0.265, 0.2, 0.2225, 0.2275, 0.2325, 0.2675, 0.21804511278195488]"
8,"[0.20199501246882792, 0.255, 0.26, 0.255, 0.315, 0.15, 0.3325, 0.195, 0.19, 0.2925, 0.1125, 0.2625, 0.3325, 0.265, 0.245, 0.1675, 0.3025, 0.2975, 0.3025, 0.2375, 0.2225, 0.2825, 0.2125, 0.2725, 0.2706766917293233]"
9,"[0.24189526184538654, 0.2775, 0.275, 0.2375, 0.275, 0.255, 0.1825, 0.2625, 0.2825, 0.2225, 0.2975, 0.235, 0.2675, 0.245, 0.195, 0.2975, 0.2875, 0.1875, 0.3725, 0.27, 0.34, 0.31, 0.315, 0.2625, 0.3483709273182957]"
10,"[0.2119700748129676, 0.325, 0.33, 0.2575, 0.31, 0.1875, 0.24, 0.225, 0.2575, 0.3, 0.2225, 0.2325, 0.2725, 0.2575, 0.255, 0.2625, 0.315, 0.22, 0.28, 0.25, 0.255, 0.2475, 0.2625, 0.1575, 0.3483709273182957]"
11,"[0.2543640897755611, 0.37, 0.2775, 0.2525, 0.31, 0.2025, 0.275, 0.205, 0.2775, 0.34, 0.2325, 0.2975, 0.35, 0.2425, 0.1225, 0.265, 0.31, 0.315, 0.3625, 0.28, 0.2675, 0.3425, 0.37, 0.3425, 0.3659147869674185]"
12,"[0.26683291770573564, 0.38, 0.32, 0.22, 0.3, 0.2025, 0.1575, 0.2425, 0.235, 0.21, 0.2075, 0.2325, 0.1625, 0.28, 0.215, 0.245, 0.36, 0.185, 0.2825, 0.2075, 0.12, 0.1175, 0.2625, 0.1475, 0.3558897243107769]"
13,"[0.15211970074812967, 0.3325, 0.1875, 0.1875, 0.2175, 0.29, 0.2075, 0.18, 0.2025, 0.305, 0.225, 0.2675, 0.3175, 0.1475, 0.0925, 0.21, 0.4275, 0.2275, 0.4, 0.2675, 0.2575, 0.3, 0.4625, 0.29, 0.3208020050125313]"
14,"[0.28428927680798005, 0.23, 0.315, 0.2175, 0.2375, 0.1875, 0.1325, 0.25, 0.3, 0.1575, 0.21, 0.295, 0.16, 0.265, 0.235, 0.215, 0.2525, 0.18, 0.285, 0.145, 0.1175, 0.1025, 0.29, 0.145, 0.3333333333333333]"
15,"[0.1770573566084788, 0.31, 0.19, 0.3325, 0.225, 0.285, 0.2625, 0.1775, 0.1775, 0.345, 0.1975, 0.375, 0.365, 0.1775, 0.085, 0.2075, 0.3475, 0.3125, 0.42, 0.2375, 0.2725, 0.3125, 0.4675, 0.33, 0.3082706766917293]"
16,"[0.3167082294264339, 0.1625, 0.3225, 0.135, 0.19, 0.2275, 0.125, 0.25, 0.3225, 0.1275, 0.2275, 0.3525, 0.1625, 0.2875, 0.2525, 0.27, 0.26, 0.1775, 0.2525, 0.2075, 0.21, 0.1075, 0.33, 0.14, 0.39097744360902253]"
17,"[0.2144638403990025, 0.31, 0.1775, 0.315, 0.27, 0.23, 0.27, 0.1775, 0.1775, 0.3475, 0.1825, 0.3975, 0.365, 0.1875, 0.1625, 0.205, 0.315, 0.3325, 0.38, 0.3075, 0.29, 0.28, 0.4325, 0.3475, 0.3433583959899749]"
18,"[0.32169576059850374, 0.185, 0.38, 0.1075, 0.165, 0.2525, 0.125, 0.2925, 0.3325, 0.1625, 0.24, 0.3525, 0.1725, 0.3325, 0.2875, 0.2875, 0.36, 0.1775, 0.3075, 0.175, 0.2375, 0.205, 0.3225, 0.145, 0.46867167919799496]"
19,"[0.22443890274314215, 0.32, 0.18, 0.31, 0.27, 0.2075, 0.2925, 0.18, 0.19, 0.3525, 0.195, 0.445, 0.3675, 0.19, 0.1775, 0.23, 0.32, 0.355, 0.3825, 0.3725, 0.305, 0.275, 0.42, 0.355, 0.3659147869674185]"
20,"[0.3516209476309227, 0.18, 0.3975, 0.1275, 0.155, 0.2675, 0.1325, 0.3325, 0.3675, 0.2175, 0.2475, 0.36, 0.1775, 0.3425, 0.3425, 0.3075, 0.385, 0.185, 0.37, 0.1775, 0.1425, 0.2225, 0.4025, 0.155, 0.47869674185463656]"
21,"[0.20947630922693267, 0.35, 0.1925, 0.315, 0.275, 0.215, 0.33, 0.1875, 0.2075, 0.3525, 0.2025, 0.4425, 0.4225, 0.15, 0.175, 0.2425, 0.34, 0.3975, 0.3925, 0.3625, 0.2925, 0.295, 0.4025, 0.3725, 0.37844611528822053]"
22,"[0.3566084788029925, 0.19, 0.4, 0.1325, 0.1625, 0.2925, 0.1475, 0.3375, 0.3825, 0.215, 0.27, 0.4075, 0.1925, 0.3525, 0.3475, 0.35, 0.385, 0.1875, 0.4425, 0.2225, 0.12, 0.2175, 0.4575, 0.1875, 0.48621553884711777]"
23,"[0.16708229426433915, 0.4025, 0.19, 0.3275, 0.2875, 0.2375, 0.33, 0.1975, 0.23, 0.3675, 0.23, 0.475, 0.3825, 0.1325, 0.145, 0.2875, 0.355, 0.4, 0.43, 0.4, 0.3225, 0.34, 0.43, 0.3625, 0.42606516290726815]"
24,"[0.36159600997506236, 0.205, 0.39, 0.16, 0.1625, 0.3125, 0.1575, 0.3125, 0.35, 0.215, 0.2975, 0.44, 0.1825, 0.37, 0.3475, 0.3775, 0.4, 0.19, 0.47, 0.255, 0.115, 0.1825, 0.47, 0.2, 0.49122807017543857]"
25,"[0.371571072319202, 0.4225, 0.1525, 0.3525, 0.31, 0.4475, 0.3125, 0.215, 0.25, 0.3725, 0.325, 0.47, 0.3575, 0.125, 0.125, 0.365, 0.3925, 0.3775, 0.4325, 0.41, 0.35, 0.34, 0.42, 0.33, 0.47869674185463656]"
26,"[0.3690773067331671, 0.5, 0.3875, 0.405, 0.2975, 0.4, 0.2575, 0.3025, 0.31, 0.2075, 0.3325, 0.43, 0.18, 0.3775, 0.3525, 0.3925, 0.3775, 0.205, 0.485, 0.38, 0.1475, 0.4725, 0.3925, 0.2225, 0.5112781954887218]"
27,"[0.34413965087281795, 0.4475, 0.1525, 0.3925, 0.3425, 0.325, 0.325, 0.2275, 0.2625, 0.37, 0.35, 0.455, 0.335, 0.1925, 0.16, 0.3725, 0.3525, 0.3475, 0.435, 0.3975, 0.345, 0.45, 0.4, 0.325, 0.44110275689223055]"
28,"[0.48877805486284287, 0.3175, 0.365, 0.3925, 0.3125, 0.525, 0.2375, 0.29, 0.295, 0.2175, 0.3375, 0.455, 0.21, 0.37, 0.3425, 0.4025, 0.355, 0.2125, 0.4425, 0.4175, 0.205, 0.35, 0.4675, 0.245, 0.518796992481203]"
29,"[0.33915211970074816, 0.235, 0.1775, 0.3475, 0.3525, 0.335, 0.315, 0.2175, 0.2825, 0.3575, 0.3275, 0.4325, 0.335, 0.25, 0.2125, 0.38, 0.34, 0.3275, 0.4525, 0.3775, 0.35, 0.41, 0.445, 0.3025, 0.48370927318295737]"
30,"[0.49875311720698257, 0.215, 0.38, 0.3975, 0.3175, 0.465, 0.285, 0.275, 0.2925, 0.2325, 0.31, 0.4675, 0.245, 0.41, 0.3575, 0.3575, 0.3325, 0.2225, 0.415, 0.41, 0.26, 0.3625, 0.5025, 0.2425, 0.47368421052631576]"
31,"[0.34413965087281795, 0.185, 0.2225, 0.3075, 0.35, 0.3275, 0.315, 0.2075, 0.3025, 0.365, 0.3325, 0.3875, 0.3425, 0.3275, 0.23, 0.385, 0.315, 0.335, 0.46, 0.375, 0.3325, 0.4375, 0.3775, 0.3125, 0.49373433583959897]"
32,"[0.513715710723192, 0.18, 0.41, 0.3975, 0.315, 0.52, 0.29, 0.285, 0.29, 0.235, 0.285, 0.4825, 0.2, 0.415, 0.4025, 0.3075, 0.3075, 0.2125, 0.46, 0.395, 0.315, 0.2975, 0.4925, 0.27, 0.39849624060150374]"
33,"[0.34663341645885287, 0.18, 0.2, 0.305, 0.34, 0.34, 0.335, 0.185, 0.2825, 0.3925, 0.3325, 0.375, 0.3775, 0.34, 0.28, 0.3825, 0.335, 0.335, 0.4525, 0.2925, 0.36, 0.4, 0.3275, 0.345, 0.46115288220551376]"
34,"[0.5087281795511222, 0.1625, 0.4275, 0.3675, 0.2775, 0.5025, 0.26, 0.3025, 0.3225, 0.2025, 0.275, 0.4475, 0.255, 0.4375, 0.45, 0.2875, 0.3, 0.1925, 0.39, 0.3875, 0.275, 0.285, 0.49, 0.2475, 0.3684210526315789]"
35,"[0.341645885286783, 0.18, 0.16, 0.3225, 0.34, 0.34, 0.3525, 0.17, 0.2975, 0.4325, 0.3225, 0.3675, 0.4325, 0.2975, 0.2325, 0.3425, 0.3525, 0.3575, 0.4375, 0.2775, 0.36, 0.4225, 0.2775, 0.44, 0.44110275689223055]"
36,"[0.513715710723192, 0.1775, 0.435, 0.3525, 0.255, 0.5, 0.2125, 0.345, 0.3725, 0.1475, 0.2825, 0.43, 0.215, 0.43, 0.4775, 0.2825, 0.3, 0.1675, 0.2725, 0.37, 0.245, 0.2325, 0.4625, 0.235, 0.37092731829573933]"
37,"[0.3516209476309227, 0.19, 0.135, 0.35, 0.3725, 0.3425, 0.385, 0.205, 0.2625, 0.485, 0.3025, 0.355, 0.475, 0.25, 0.1875, 0.315, 0.3425, 0.415, 0.4175, 0.275, 0.3775, 0.385, 0.255, 0.5025, 0.43107769423558895]"
38,"[0.5037406483790524, 0.1875, 0.445, 0.3275, 0.24, 0.51, 0.13, 0.3775, 0.4375, 0.1025, 0.29, 0.365, 0.22, 0.3975, 0.4375, 0.3125, 0.35, 0.16, 0.21, 0.3475, 0.2125, 0.235, 0.4, 0.1675, 0.3659147869674185]"
39,"[0.3541147132169576, 0.1875, 0.11, 0.3625, 0.405, 0.35, 0.41, 0.2125, 0.25, 0.4725, 0.2675, 0.38, 0.47, 0.2025, 0.165, 0.295, 0.36, 0.4275, 0.4525, 0.3025, 0.4, 0.36, 0.2425, 0.4825, 0.43107769423558895]"
