eigenvector_centrality,"[9, 15]"
0,"[0.09975062344139651, 0.0875, 0.075, 0.095, 0.12, 0.1025, 0.08, 0.0925, 0.19, 0.085, 0.125, 0.0875, 0.125, 0.0775, 0.1975, 0.1075, 0.1175, 0.225, 0.1, 0.1875, 0.145, 0.1025, 0.0725, 0.0975, 0.13533834586466165]"
1,"[0.057356608478802994, 0.095, 0.11, 0.085, 0.12, 0.1675, 0.1075, 0.1225, 0.105, 0.0875, 0.0825, 0.14, 0.095, 0.1625, 0.085, 0.0975, 0.1025, 0.12, 0.1, 0.0875, 0.1075, 0.105, 0.1025, 0.1225, 0.13032581453634084]"
2,"[0.09975062344139651, 0.0975, 0.075, 0.085, 0.12, 0.1025, 0.08, 0.0925, 0.105, 0.09, 0.1125, 0.115, 0.085, 0.115, 0.085, 0.0975, 0.1025, 0.12, 0.1, 0.1325, 0.115, 0.1025, 0.0725, 0.12, 0.07769423558897243]"
3,"[0.11221945137157108, 0.0875, 0.11, 0.085, 0.12, 0.13, 0.1075, 0.1225, 0.105, 0.0875, 0.0825, 0.115, 0.105, 0.115, 0.085, 0.0975, 0.1025, 0.12, 0.1, 0.0875, 0.1075, 0.1025, 0.1025, 0.1225, 0.12280701754385964]"
4,"[0.11221945137157108, 0.0875, 0.075, 0.1075, 0.12, 0.085, 0.08, 0.0925, 0.105, 0.1675, 0.1125, 0.09, 0.085, 0.115, 0.075, 0.0975, 0.1025, 0.0775, 0.1, 0.1575, 0.1075, 0.08, 0.0725, 0.1225, 0.09523809523809523]"
5,"[0.11221945137157108, 0.0875, 0.0975, 0.1075, 0.12, 0.085, 0.1075, 0.1225, 0.105, 0.0875, 0.0825, 0.0875, 0.13, 0.115, 0.1075, 0.0975, 0.1025, 0.11, 0.1, 0.0875, 0.1075, 0.08, 0.1025, 0.0975, 0.12280701754385964]"
6,"[0.11221945137157108, 0.0875, 0.085, 0.1075, 0.12, 0.085, 0.1075, 0.0925, 0.105, 0.0875, 0.1125, 0.0875, 0.08, 0.115, 0.075, 0.0975, 0.1025, 0.15, 0.1, 0.105, 0.1075, 0.08, 0.11, 0.0975, 0.10526315789473684]"
7,"[0.11221945137157108, 0.0875, 0.1575, 0.1075, 0.12, 0.085, 0.15, 0.1225, 0.1575, 0.11, 0.0825, 0.0875, 0.08, 0.115, 0.075, 0.1225, 0.1025, 0.095, 0.1, 0.0975, 0.1075, 0.08, 0.185, 0.0975, 0.10526315789473684]"
8,"[0.1546134663341646, 0.09, 0.1175, 0.1225, 0.1425, 0.1325, 0.1675, 0.0925, 0.245, 0.095, 0.205, 0.1375, 0.0975, 0.135, 0.075, 0.24, 0.235, 0.1775, 0.1725, 0.12, 0.1375, 0.135, 0.0975, 0.0975, 0.13533834586466165]"
9,"[0.20947630922693267, 0.1425, 0.1725, 0.2275, 0.265, 0.185, 0.17, 0.2125, 0.1975, 0.225, 0.0825, 0.3475, 0.23, 0.2875, 0.085, 0.28, 0.23, 0.1675, 0.1925, 0.2475, 0.3, 0.1125, 0.1675, 0.1675, 0.3383458646616541]"
