none,[]
0,"[0.11177644710578842, 0.226, 0.086, 0.08, 0.112, 0.092, 0.174, 0.158, 0.106, 0.098, 0.11, 0.084, 0.106, 0.1, 0.136, 0.092, 0.174, 0.098, 0.104, 0.09819639278557114]"
1,"[0.10179640718562874, 0.098, 0.086, 0.08, 0.112, 0.102, 0.124, 0.108, 0.106, 0.116, 0.096, 0.05, 0.106, 0.1, 0.13, 0.152, 0.098, 0.098, 0.104, 0.10220440881763528]"
2,"[0.2435129740518962, 0.23, 0.1, 0.08, 0.112, 0.088, 0.124, 0.108, 0.13, 0.098, 0.112, 0.094, 0.042, 0.1, 0.13, 0.092, 0.094, 0.098, 0.104, 0.09819639278557114]"
3,"[0.09580838323353294, 0.094, 0.108, 0.08, 0.112, 0.102, 0.124, 0.108, 0.106, 0.116, 0.096, 0.094, 0.106, 0.1, 0.13, 0.086, 0.098, 0.098, 0.104, 0.1402805611222445]"
4,"[0.21956087824351297, 0.176, 0.1, 0.08, 0.112, 0.102, 0.17, 0.108, 0.12, 0.116, 0.12, 0.094, 0.09, 0.1, 0.13, 0.092, 0.18, 0.098, 0.104, 0.09819639278557114]"
5,"[0.09580838323353294, 0.144, 0.108, 0.08, 0.112, 0.102, 0.126, 0.108, 0.106, 0.116, 0.094, 0.094, 0.09, 0.1, 0.13, 0.146, 0.098, 0.098, 0.104, 0.0781563126252505]"
6,"[0.2554890219560878, 0.132, 0.1, 0.08, 0.112, 0.102, 0.126, 0.108, 0.11, 0.082, 0.094, 0.094, 0.09, 0.1, 0.13, 0.092, 0.162, 0.098, 0.104, 0.09819639278557114]"
7,"[0.09580838323353294, 0.098, 0.206, 0.08, 0.156, 0.102, 0.126, 0.108, 0.11, 0.182, 0.094, 0.094, 0.09, 0.17, 0.13, 0.162, 0.098, 0.098, 0.104, 0.0781563126252505]"
8,"[0.11776447105788423, 0.132, 0.1, 0.08, 0.114, 0.102, 0.126, 0.108, 0.11, 0.122, 0.094, 0.094, 0.092, 0.1, 0.13, 0.092, 0.094, 0.098, 0.106, 0.09819639278557114]"
9,"[0.09580838323353294, 0.098, 0.1, 0.08, 0.22, 0.102, 0.126, 0.114, 0.11, 0.128, 0.094, 0.094, 0.122, 0.144, 0.198, 0.08, 0.098, 0.098, 0.104, 0.0781563126252505]"
10,"[0.11776447105788423, 0.132, 0.1, 0.11, 0.228, 0.102, 0.126, 0.194, 0.11, 0.116, 0.094, 0.15, 0.178, 0.16, 0.172, 0.092, 0.094, 0.098, 0.184, 0.09819639278557114]"
11,"[0.09580838323353294, 0.098, 0.1, 0.128, 0.236, 0.102, 0.126, 0.164, 0.112, 0.116, 0.094, 0.144, 0.186, 0.098, 0.17, 0.08, 0.098, 0.158, 0.158, 0.09819639278557114]"
12,"[0.11776447105788423, 0.16, 0.1, 0.178, 0.13, 0.102, 0.126, 0.172, 0.11, 0.176, 0.112, 0.176, 0.126, 0.188, 0.218, 0.092, 0.176, 0.17, 0.162, 0.09819639278557114]"
13,"[0.09580838323353294, 0.098, 0.086, 0.178, 0.238, 0.102, 0.126, 0.094, 0.106, 0.116, 0.094, 0.186, 0.21, 0.098, 0.092, 0.08, 0.098, 0.092, 0.188, 0.09819639278557114]"
14,"[0.11776447105788423, 0.086, 0.1, 0.11, 0.13, 0.152, 0.226, 0.144, 0.11, 0.118, 0.112, 0.092, 0.11, 0.196, 0.19, 0.092, 0.098, 0.092, 0.102, 0.09819639278557114]"
15,"[0.09580838323353294, 0.198, 0.086, 0.1, 0.204, 0.102, 0.126, 0.094, 0.106, 0.156, 0.094, 0.17, 0.21, 0.098, 0.092, 0.08, 0.098, 0.092, 0.102, 0.19839679358717435]"
16,"[0.13972055888223553, 0.086, 0.1, 0.126, 0.13, 0.186, 0.124, 0.134, 0.11, 0.118, 0.112, 0.092, 0.11, 0.196, 0.22, 0.092, 0.19, 0.092, 0.102, 0.1743486973947896]"
17,"[0.09580838323353294, 0.1, 0.086, 0.1, 0.112, 0.11, 0.086, 0.104, 0.106, 0.098, 0.094, 0.18, 0.194, 0.098, 0.092, 0.08, 0.098, 0.092, 0.128, 0.12224448897795591]"
18,"[0.12974051896207583, 0.086, 0.1, 0.176, 0.13, 0.158, 0.124, 0.192, 0.11, 0.118, 0.112, 0.094, 0.11, 0.196, 0.222, 0.092, 0.122, 0.19, 0.102, 0.10220440881763528]"
19,"[0.09580838323353294, 0.094, 0.086, 0.1, 0.112, 0.17, 0.086, 0.108, 0.106, 0.082, 0.094, 0.196, 0.178, 0.098, 0.092, 0.08, 0.196, 0.092, 0.204, 0.12224448897795591]"
20,"[0.08383233532934131, 0.086, 0.1, 0.18, 0.13, 0.184, 0.124, 0.202, 0.11, 0.118, 0.112, 0.092, 0.11, 0.184, 0.218, 0.092, 0.16, 0.098, 0.102, 0.10220440881763528]"
21,"[0.09580838323353294, 0.114, 0.104, 0.138, 0.112, 0.176, 0.086, 0.108, 0.106, 0.082, 0.094, 0.2, 0.126, 0.098, 0.092, 0.08, 0.12, 0.092, 0.19, 0.12224448897795591]"
22,"[0.08383233532934131, 0.086, 0.196, 0.178, 0.13, 0.198, 0.124, 0.2, 0.112, 0.118, 0.134, 0.092, 0.11, 0.118, 0.204, 0.092, 0.176, 0.098, 0.156, 0.10220440881763528]"
23,"[0.09580838323353294, 0.098, 0.122, 0.178, 0.112, 0.18, 0.086, 0.108, 0.106, 0.082, 0.094, 0.2, 0.09, 0.098, 0.092, 0.08, 0.14, 0.092, 0.166, 0.12224448897795591]"
24,"[0.08383233532934131, 0.086, 0.17, 0.178, 0.13, 0.138, 0.124, 0.196, 0.194, 0.124, 0.112, 0.092, 0.11, 0.1, 0.194, 0.092, 0.17, 0.098, 0.094, 0.10220440881763528]"
25,"[0.11776447105788423, 0.098, 0.102, 0.18, 0.112, 0.18, 0.086, 0.104, 0.106, 0.082, 0.094, 0.2, 0.09, 0.098, 0.206, 0.08, 0.144, 0.092, 0.144, 0.1903807615230461]"
26,"[0.08383233532934131, 0.086, 0.198, 0.178, 0.13, 0.082, 0.106, 0.172, 0.134, 0.164, 0.122, 0.148, 0.112, 0.1, 0.196, 0.092, 0.162, 0.104, 0.114, 0.10220440881763528]"
27,"[0.20359281437125748, 0.098, 0.094, 0.18, 0.112, 0.168, 0.086, 0.118, 0.106, 0.082, 0.094, 0.2, 0.09, 0.098, 0.216, 0.08, 0.162, 0.092, 0.126, 0.21042084168336672]"
28,"[0.08383233532934131, 0.086, 0.1, 0.178, 0.13, 0.11, 0.15, 0.168, 0.11, 0.176, 0.124, 0.172, 0.11, 0.1, 0.192, 0.092, 0.158, 0.122, 0.124, 0.10220440881763528]"
29,"[0.16367265469061876, 0.098, 0.094, 0.18, 0.112, 0.158, 0.088, 0.104, 0.106, 0.096, 0.094, 0.2, 0.09, 0.098, 0.222, 0.08, 0.154, 0.092, 0.122, 0.2124248496993988]"
30,"[0.1536926147704591, 0.086, 0.1, 0.178, 0.13, 0.182, 0.158, 0.168, 0.11, 0.188, 0.11, 0.18, 0.152, 0.1, 0.194, 0.118, 0.17, 0.15, 0.136, 0.10220440881763528]"
31,"[0.12375249500998003, 0.098, 0.094, 0.178, 0.112, 0.138, 0.154, 0.104, 0.106, 0.172, 0.094, 0.2, 0.09, 0.098, 0.222, 0.08, 0.152, 0.092, 0.11, 0.2124248496993988]"
32,"[0.17165668662674652, 0.086, 0.1, 0.176, 0.13, 0.23, 0.132, 0.168, 0.11, 0.206, 0.114, 0.182, 0.182, 0.1, 0.19, 0.118, 0.234, 0.16, 0.152, 0.10220440881763528]"
33,"[0.20359281437125748, 0.098, 0.094, 0.178, 0.112, 0.138, 0.206, 0.104, 0.106, 0.176, 0.094, 0.2, 0.09, 0.102, 0.222, 0.08, 0.128, 0.11, 0.11, 0.21042084168336672]"
34,"[0.1437125748502994, 0.086, 0.1, 0.178, 0.13, 0.268, 0.102, 0.164, 0.11, 0.212, 0.114, 0.186, 0.182, 0.1, 0.2, 0.184, 0.246, 0.172, 0.16, 0.10420841683366733]"
35,"[0.21357285429141717, 0.098, 0.094, 0.178, 0.112, 0.136, 0.236, 0.104, 0.106, 0.182, 0.094, 0.2, 0.09, 0.124, 0.222, 0.08, 0.108, 0.13, 0.114, 0.21042084168336672]"
36,"[0.16367265469061876, 0.086, 0.1, 0.178, 0.13, 0.284, 0.098, 0.166, 0.11, 0.224, 0.124, 0.186, 0.178, 0.1, 0.208, 0.194, 0.236, 0.194, 0.162, 0.12424849699398798]"
