eigenvector_centrality,"[0, 10]"
0,"[0.12967581047381546, 0.1475, 0.075, 0.085, 0.0825, 0.1075, 0.0875, 0.0725, 0.0925, 0.0875, 0.1125, 0.0825, 0.11, 0.12, 0.11, 0.11, 0.105, 0.095, 0.1, 0.1275, 0.085, 0.1375, 0.09, 0.095, 0.10275689223057644]"
1,"[0.12718204488778054, 0.0975, 0.075, 0.095, 0.0825, 0.13, 0.125, 0.1225, 0.0925, 0.0875, 0.1125, 0.115, 0.105, 0.115, 0.0975, 0.0875, 0.075, 0.0775, 0.0925, 0.1275, 0.0825, 0.11, 0.1025, 0.15, 0.12280701754385964]"
2,"[0.09975062344139651, 0.0975, 0.0725, 0.085, 0.095, 0.13, 0.1275, 0.0975, 0.0925, 0.0875, 0.1125, 0.11, 0.105, 0.1075, 0.085, 0.0875, 0.1, 0.1125, 0.09, 0.11, 0.0725, 0.1025, 0.09, 0.0825, 0.10275689223057644]"
3,"[0.09975062344139651, 0.0975, 0.095, 0.0925, 0.0825, 0.13, 0.135, 0.1225, 0.115, 0.1425, 0.1125, 0.1125, 0.095, 0.115, 0.085, 0.0875, 0.1, 0.1275, 0.2025, 0.0875, 0.1075, 0.1025, 0.09, 0.1225, 0.10275689223057644]"
4,"[0.18204488778054864, 0.1525, 0.095, 0.085, 0.0825, 0.0825, 0.0875, 0.1225, 0.115, 0.065, 0.1175, 0.1, 0.11, 0.0975, 0.1075, 0.1125, 0.1, 0.275, 0.145, 0.1025, 0.15, 0.1025, 0.09, 0.1225, 0.10275689223057644]"
5,"[0.10972568578553615, 0.1, 0.08, 0.09, 0.0825, 0.1475, 0.1725, 0.1225, 0.115, 0.09, 0.1475, 0.1175, 0.085, 0.1025, 0.1075, 0.165, 0.095, 0.0775, 0.08, 0.1225, 0.08, 0.1325, 0.1275, 0.095, 0.14285714285714285]"
6,"[0.10972568578553615, 0.1, 0.12, 0.0925, 0.0825, 0.0825, 0.12, 0.12, 0.13, 0.09, 0.1225, 0.1175, 0.155, 0.1625, 0.095, 0.0775, 0.0925, 0.095, 0.085, 0.22, 0.1475, 0.07, 0.09, 0.0875, 0.11278195488721804]"
7,"[0.1970074812967581, 0.1025, 0.1, 0.18, 0.1275, 0.1475, 0.1275, 0.1175, 0.2325, 0.09, 0.1, 0.1175, 0.21, 0.1025, 0.12, 0.1075, 0.09, 0.095, 0.14, 0.09, 0.1325, 0.1075, 0.0725, 0.0875, 0.11278195488721804]"
8,"[0.11970074812967581, 0.135, 0.11, 0.0925, 0.095, 0.0825, 0.11, 0.12, 0.105, 0.19, 0.0825, 0.09, 0.1275, 0.0925, 0.1175, 0.0775, 0.1175, 0.2125, 0.1, 0.2175, 0.185, 0.1325, 0.1575, 0.0875, 0.13283208020050125]"
9,"[0.12468827930174564, 0.1, 0.1225, 0.0925, 0.0975, 0.0875, 0.1475, 0.1175, 0.175, 0.185, 0.1, 0.1075, 0.21, 0.2675, 0.12, 0.205, 0.09, 0.12, 0.1725, 0.08, 0.12, 0.09, 0.1625, 0.0875, 0.12781954887218044]"
10,"[0.11970074812967581, 0.1075, 0.1925, 0.0925, 0.095, 0.155, 0.11, 0.2075, 0.0775, 0.1075, 0.08, 0.09, 0.1075, 0.18, 0.0925, 0.0775, 0.1175, 0.24, 0.12, 0.0875, 0.1025, 0.205, 0.095, 0.1875, 0.12280701754385964]"
11,"[0.07481296758104738, 0.1, 0.1, 0.2325, 0.0975, 0.0875, 0.1925, 0.1175, 0.1875, 0.255, 0.1825, 0.1, 0.08, 0.0875, 0.12, 0.1075, 0.09, 0.11, 0.165, 0.08, 0.275, 0.09, 0.105, 0.1825, 0.09774436090225563]"
12,"[0.11970074812967581, 0.1075, 0.195, 0.245, 0.095, 0.085, 0.11, 0.2125, 0.0775, 0.1075, 0.0775, 0.09, 0.1075, 0.205, 0.0925, 0.0775, 0.1175, 0.165, 0.1175, 0.0875, 0.1025, 0.1725, 0.1975, 0.17, 0.17042606516290726]"
13,"[0.07481296758104738, 0.1, 0.1, 0.3075, 0.0975, 0.0875, 0.1925, 0.1175, 0.12, 0.135, 0.1075, 0.1925, 0.08, 0.0875, 0.195, 0.1075, 0.095, 0.1125, 0.08, 0.08, 0.1075, 0.09, 0.105, 0.1725, 0.09774436090225563]"
14,"[0.11970074812967581, 0.1075, 0.0975, 0.2225, 0.095, 0.085, 0.11, 0.1725, 0.0775, 0.1075, 0.0775, 0.09, 0.1075, 0.18, 0.0925, 0.0775, 0.1175, 0.1, 0.1175, 0.0875, 0.1025, 0.2575, 0.125, 0.1975, 0.23809523809523808]"
15,"[0.22443890274314215, 0.1, 0.1475, 0.215, 0.14, 0.0875, 0.1875, 0.1575, 0.29, 0.23, 0.1075, 0.225, 0.08, 0.0875, 0.2025, 0.18, 0.23, 0.1125, 0.08, 0.0825, 0.195, 0.09, 0.105, 0.0875, 0.09774436090225563]"
16,"[0.11970074812967581, 0.1075, 0.0975, 0.245, 0.095, 0.085, 0.11, 0.3325, 0.0775, 0.1075, 0.08, 0.1, 0.1075, 0.29, 0.0925, 0.2, 0.1175, 0.1, 0.1175, 0.1125, 0.1025, 0.21, 0.125, 0.11, 0.14786967418546365]"
17,"[0.1371571072319202, 0.1, 0.1725, 0.14, 0.0825, 0.0875, 0.18, 0.125, 0.15, 0.235, 0.1075, 0.125, 0.08, 0.0875, 0.2025, 0.21, 0.145, 0.1125, 0.105, 0.08, 0.1175, 0.1, 0.105, 0.0875, 0.09774436090225563]"
18,"[0.11970074812967581, 0.1075, 0.0975, 0.245, 0.095, 0.085, 0.11, 0.26, 0.0775, 0.1075, 0.0875, 0.1525, 0.1075, 0.3575, 0.0925, 0.31, 0.1175, 0.1, 0.1175, 0.215, 0.1025, 0.2725, 0.125, 0.18, 0.23809523809523808]"
19,"[0.11221945137157108, 0.1, 0.165, 0.1175, 0.165, 0.1, 0.18, 0.125, 0.14, 0.305, 0.1075, 0.17, 0.08, 0.0875, 0.1975, 0.21, 0.1025, 0.1125, 0.15, 0.08, 0.1525, 0.155, 0.105, 0.1725, 0.09774436090225563]"
20,"[0.19201995012468828, 0.1075, 0.145, 0.245, 0.095, 0.085, 0.11, 0.1925, 0.0775, 0.1175, 0.125, 0.2625, 0.1825, 0.335, 0.0925, 0.265, 0.1725, 0.1, 0.1175, 0.245, 0.1025, 0.11, 0.1275, 0.1775, 0.2681704260651629]"
21,"[0.11221945137157108, 0.1, 0.175, 0.125, 0.2425, 0.1425, 0.195, 0.1175, 0.255, 0.3225, 0.1075, 0.155, 0.08, 0.0875, 0.1975, 0.2125, 0.1025, 0.1125, 0.165, 0.08, 0.1275, 0.145, 0.11, 0.0875, 0.11528822055137844]"
22,"[0.20947630922693267, 0.1075, 0.165, 0.245, 0.145, 0.0875, 0.11, 0.1975, 0.0775, 0.12, 0.145, 0.095, 0.1875, 0.335, 0.0925, 0.2775, 0.1975, 0.1, 0.1175, 0.2775, 0.1025, 0.08, 0.14, 0.1775, 0.2731829573934837]"
23,"[0.11221945137157108, 0.1, 0.17, 0.155, 0.24, 0.215, 0.2175, 0.1675, 0.245, 0.31, 0.1075, 0.155, 0.08, 0.0875, 0.1975, 0.2125, 0.1175, 0.1125, 0.165, 0.09, 0.1075, 0.145, 0.1575, 0.0875, 0.11528822055137844]"
24,"[0.1745635910224439, 0.1075, 0.165, 0.245, 0.1375, 0.11, 0.11, 0.2025, 0.0775, 0.1375, 0.12, 0.1025, 0.1875, 0.3175, 0.0925, 0.2525, 0.2, 0.1, 0.1175, 0.255, 0.1025, 0.08, 0.135, 0.1775, 0.2731829573934837]"
25,"[0.20448877805486285, 0.1, 0.1725, 0.1425, 0.24, 0.2125, 0.205, 0.19, 0.2775, 0.29, 0.225, 0.1575, 0.08, 0.0875, 0.1875, 0.2125, 0.1475, 0.1125, 0.1575, 0.115, 0.1075, 0.14, 0.1475, 0.0875, 0.14035087719298245]"
26,"[0.20448877805486285, 0.1075, 0.175, 0.245, 0.1475, 0.12, 0.11, 0.2625, 0.0825, 0.16, 0.1, 0.2625, 0.1875, 0.3625, 0.0925, 0.2375, 0.2, 0.1, 0.1175, 0.2575, 0.1025, 0.1975, 0.14, 0.175, 0.2756892230576441]"
27,"[0.10972568578553615, 0.1, 0.1825, 0.1425, 0.2475, 0.22, 0.205, 0.2125, 0.255, 0.3425, 0.1, 0.09, 0.08, 0.09, 0.1925, 0.2125, 0.1025, 0.1125, 0.1675, 0.105, 0.1075, 0.1575, 0.26, 0.0875, 0.12030075187969924]"
28,"[0.20448877805486285, 0.1075, 0.0975, 0.3175, 0.095, 0.085, 0.2025, 0.2775, 0.22, 0.1825, 0.1075, 0.1275, 0.1875, 0.29, 0.1225, 0.3025, 0.205, 0.1, 0.205, 0.215, 0.1025, 0.1375, 0.215, 0.0925, 0.2932330827067669]"
29,"[0.10972568578553615, 0.1, 0.1625, 0.215, 0.17, 0.1525, 0.16, 0.2, 0.195, 0.32, 0.1, 0.1275, 0.085, 0.1625, 0.2025, 0.22, 0.1, 0.1125, 0.155, 0.1675, 0.1075, 0.2125, 0.155, 0.0875, 0.16290726817042606]"
