eigenvector_centrality,"[0, 5]"
0,"[0.106, 0.218, 0.094, 0.143, 0.094, 0.113, 0.186, 0.104, 0.103, 0.103]"
1,"[0.106, 0.085, 0.091, 0.253, 0.103, 0.102, 0.095, 0.094, 0.106, 0.098]"
2,"[0.143, 0.112, 0.108, 0.081, 0.094, 0.108, 0.117, 0.113, 0.109, 0.103]"
3,"[0.262, 0.085, 0.137, 0.117, 0.158, 0.102, 0.131, 0.229, 0.1, 0.138]"
4,"[0.106, 0.104, 0.266, 0.241, 0.094, 0.183, 0.215, 0.16, 0.188, 0.14]"
5,"[0.287, 0.085, 0.181, 0.169, 0.19, 0.126, 0.199, 0.196, 0.141, 0.203]"
6,"[0.164, 0.174, 0.15, 0.184, 0.094, 0.123, 0.166, 0.126, 0.204, 0.091]"
7,"[0.409, 0.085, 0.181, 0.256, 0.27, 0.105, 0.205, 0.173, 0.098, 0.195]"
8,"[0.171, 0.271, 0.233, 0.237, 0.094, 0.207, 0.146, 0.104, 0.195, 0.091]"
9,"[0.383, 0.085, 0.194, 0.179, 0.307, 0.128, 0.21, 0.215, 0.098, 0.188]"
10,"[0.236, 0.281, 0.295, 0.258, 0.135, 0.259, 0.2, 0.169, 0.217, 0.091]"
11,"[0.378, 0.138, 0.326, 0.235, 0.269, 0.197, 0.296, 0.257, 0.098, 0.269]"
12,"[0.367, 0.282, 0.304, 0.284, 0.116, 0.272, 0.197, 0.172, 0.301, 0.091]"
13,"[0.305, 0.154, 0.373, 0.392, 0.268, 0.199, 0.36, 0.281, 0.098, 0.289]"
14,"[0.411, 0.276, 0.311, 0.283, 0.282, 0.276, 0.181, 0.174, 0.307, 0.091]"
15,"[0.273, 0.358, 0.357, 0.416, 0.266, 0.201, 0.388, 0.288, 0.099, 0.292]"
16,"[0.397, 0.267, 0.283, 0.223, 0.382, 0.279, 0.169, 0.176, 0.316, 0.108]"
17,"[0.302, 0.365, 0.355, 0.349, 0.254, 0.195, 0.366, 0.301, 0.1, 0.3]"
18,"[0.378, 0.24, 0.226, 0.211, 0.357, 0.294, 0.106, 0.176, 0.306, 0.121]"
19,"[0.247, 0.328, 0.314, 0.314, 0.235, 0.198, 0.329, 0.326, 0.1, 0.284]"
20,"[0.321, 0.184, 0.115, 0.196, 0.329, 0.321, 0.192, 0.18, 0.277, 0.128]"
21,"[0.126, 0.3, 0.288, 0.294, 0.224, 0.214, 0.31, 0.323, 0.099, 0.278]"
22,"[0.29, 0.172, 0.115, 0.227, 0.32, 0.312, 0.201, 0.267, 0.265, 0.103]"
23,"[0.121, 0.265, 0.269, 0.268, 0.261, 0.265, 0.277, 0.309, 0.167, 0.259]"
24,"[0.269, 0.213, 0.154, 0.249, 0.332, 0.285, 0.151, 0.311, 0.237, 0.207]"
25,"[0.375, 0.258, 0.24, 0.269, 0.291, 0.357, 0.253, 0.283, 0.23, 0.229]"
26,"[0.435, 0.456, 0.422, 0.425, 0.259, 0.437, 0.447, 0.368, 0.222, 0.442]"
27,"[0.497, 0.385, 0.303, 0.446, 0.447, 0.531, 0.258, 0.382, 0.318, 0.326]"
28,"[0.399, 0.397, 0.418, 0.367, 0.43, 0.45, 0.358, 0.371, 0.318, 0.394]"
29,"[0.541, 0.506, 0.432, 0.408, 0.353, 0.608, 0.454, 0.534, 0.368, 0.446]"
