in_deg_centrality,[19. 14. 22.]
19,"[0.7155688622754491, 0.7754491017964071, 0.7724550898203593, 0.7964071856287425, 0.7934131736526946, 0.7754491017964071, 0.7514970059880239, 0.7664670658682635, 0.7514970059880239, 0.7544910179640718, 0.7807807807807807, 0.7777777777777778, 0.7837837837837838, 0.7357357357357357, 0.7927927927927928, 0.7387387387387387, 0.7867867867867868, 0.7987987987987988, 0.7837837837837838, 0.8048048048048048, 0.8018018018018018, 0.7507507507507507, 0.7897897897897898, 0.7687687687687688, 0.7507507507507507, 0.7717717717717718, 0.8138138138138138, 0.7387387387387387, 0.8018018018018018, 0.7747747747747747]"
20,"[0.6976047904191617, 0.7724550898203593, 0.7754491017964071, 0.8053892215568862, 0.7994011976047904, 0.781437125748503, 0.7634730538922155, 0.7754491017964071, 0.7544910179640718, 0.7634730538922155, 0.7897897897897898, 0.7807807807807807, 0.7807807807807807, 0.7417417417417418, 0.7867867867867868, 0.7417417417417418, 0.7957957957957958, 0.8048048048048048, 0.7777777777777778, 0.7987987987987988, 0.7987987987987988, 0.7627627627627628, 0.7897897897897898, 0.7657657657657657, 0.7507507507507507, 0.7777777777777778, 0.7987987987987988, 0.7447447447447447, 0.8168168168168168, 0.7747747747747747]"
21,"[0.7125748502994012, 0.7754491017964071, 0.7844311377245509, 0.7994011976047904, 0.8083832335329342, 0.7754491017964071, 0.7724550898203593, 0.7904191616766467, 0.7395209580838323, 0.7544910179640718, 0.7837837837837838, 0.7897897897897898, 0.7807807807807807, 0.7477477477477478, 0.7897897897897898, 0.7417417417417418, 0.7957957957957958, 0.8138138138138138, 0.7807807807807807, 0.8018018018018018, 0.7927927927927928, 0.7657657657657657, 0.7897897897897898, 0.7777777777777778, 0.7507507507507507, 0.7867867867867868, 0.8078078078078078, 0.7207207207207207, 0.8108108108108109, 0.7657657657657657]"
22,"[0.7125748502994012, 0.7724550898203593, 0.7784431137724551, 0.8083832335329342, 0.8053892215568862, 0.7874251497005988, 0.7784431137724551, 0.781437125748503, 0.7634730538922155, 0.7604790419161677, 0.7897897897897898, 0.8018018018018018, 0.7807807807807807, 0.7447447447447447, 0.7867867867867868, 0.7507507507507507, 0.8048048048048048, 0.8228228228228228, 0.7747747747747747, 0.7927927927927928, 0.7897897897897898, 0.7777777777777778, 0.7867867867867868, 0.7807807807807807, 0.7447447447447447, 0.7837837837837838, 0.8108108108108109, 0.7267267267267268, 0.8078078078078078, 0.7747747747747747]"
23,"[0.7125748502994012, 0.7844311377245509, 0.7754491017964071, 0.811377245508982, 0.8083832335329342, 0.7964071856287425, 0.7874251497005988, 0.781437125748503, 0.7634730538922155, 0.7724550898203593, 0.7987987987987988, 0.7927927927927928, 0.7807807807807807, 0.7717717717717718, 0.7897897897897898, 0.7417417417417418, 0.7927927927927928, 0.8258258258258259, 0.7837837837837838, 0.8048048048048048, 0.7927927927927928, 0.7747747747747747, 0.8078078078078078, 0.7687687687687688, 0.7627627627627628, 0.7957957957957958, 0.8258258258258259, 0.7357357357357357, 0.8228228228228228, 0.7627627627627628]"
24,"[0.7335329341317365, 0.7844311377245509, 0.8053892215568862, 0.8083832335329342, 0.8203592814371258, 0.7934131736526946, 0.8023952095808383, 0.7844311377245509, 0.7694610778443114, 0.7664670658682635, 0.8018018018018018, 0.7987987987987988, 0.7897897897897898, 0.7597597597597597, 0.7987987987987988, 0.7597597597597597, 0.8138138138138138, 0.8288288288288288, 0.7987987987987988, 0.8018018018018018, 0.8138138138138138, 0.7807807807807807, 0.8108108108108109, 0.7927927927927928, 0.7597597597597597, 0.7957957957957958, 0.8288288288288288, 0.7537537537537538, 0.8228228228228228, 0.7687687687687688]"
25,"[0.7395209580838323, 0.7125748502994012, 0.655688622754491, 0.7155688622754491, 0.7694610778443114, 0.6826347305389222, 0.7245508982035929, 0.7664670658682635, 0.7365269461077845, 0.7574850299401198, 0.7807807807807807, 0.6576576576576577, 0.4984984984984985, 0.6996996996996997, 0.7567567567567568, 0.7657657657657657, 0.8228228228228228, 0.8288288288288288, 0.7807807807807807, 0.8048048048048048, 0.7627627627627628, 0.7777777777777778, 0.7447447447447447, 0.7927927927927928, 0.7597597597597597, 0.7597597597597597, 0.7927927927927928, 0.6756756756756757, 0.8048048048048048, 0.7537537537537538]"
26,"[0.7574850299401198, 0.7844311377245509, 0.8323353293413174, 0.7964071856287425, 0.8143712574850299, 0.7694610778443114, 0.8083832335329342, 0.7934131736526946, 0.7544910179640718, 0.7904191616766467, 0.8108108108108109, 0.7867867867867868, 0.7957957957957958, 0.8078078078078078, 0.7657657657657657, 0.7747747747747747, 0.7957957957957958, 0.8138138138138138, 0.7747747747747747, 0.8048048048048048, 0.8228228228228228, 0.7747747747747747, 0.7867867867867868, 0.7867867867867868, 0.7687687687687688, 0.7867867867867868, 0.8288288288288288, 0.7927927927927928, 0.8228228228228228, 0.7987987987987988]"
27,"[0.7395209580838323, 0.7784431137724551, 0.7844311377245509, 0.7544910179640718, 0.8023952095808383, 0.7844311377245509, 0.7724550898203593, 0.7754491017964071, 0.781437125748503, 0.7634730538922155, 0.7837837837837838, 0.8108108108108109, 0.7417417417417418, 0.7597597597597597, 0.7987987987987988, 0.7657657657657657, 0.8078078078078078, 0.8108108108108109, 0.7807807807807807, 0.8018018018018018, 0.8108108108108109, 0.7627627627627628, 0.7867867867867868, 0.7747747747747747, 0.7627627627627628, 0.8018018018018018, 0.8318318318318318, 0.7597597597597597, 0.8198198198198198, 0.7747747747747747]"
28,"[0.7604790419161677, 0.7724550898203593, 0.8383233532934131, 0.7904191616766467, 0.7874251497005988, 0.7904191616766467, 0.7874251497005988, 0.7844311377245509, 0.7724550898203593, 0.7844311377245509, 0.7987987987987988, 0.7957957957957958, 0.7867867867867868, 0.8048048048048048, 0.7867867867867868, 0.7807807807807807, 0.8198198198198198, 0.8168168168168168, 0.7837837837837838, 0.8168168168168168, 0.8108108108108109, 0.7897897897897898, 0.7777777777777778, 0.7987987987987988, 0.7747747747747747, 0.7957957957957958, 0.8438438438438438, 0.7807807807807807, 0.8228228228228228, 0.8018018018018018]"
29,"[0.7544910179640718, 0.7844311377245509, 0.8383233532934131, 0.7994011976047904, 0.8083832335329342, 0.8053892215568862, 0.7964071856287425, 0.781437125748503, 0.7784431137724551, 0.7904191616766467, 0.8048048048048048, 0.8108108108108109, 0.8078078078078078, 0.7867867867867868, 0.8138138138138138, 0.7717717717717718, 0.8228228228228228, 0.8198198198198198, 0.7837837837837838, 0.8168168168168168, 0.8228228228228228, 0.7807807807807807, 0.7927927927927928, 0.7987987987987988, 0.7807807807807807, 0.7957957957957958, 0.8438438438438438, 0.7837837837837838, 0.8348348348348348, 0.7897897897897898]"
30,"[0.7514970059880239, 0.7904191616766467, 0.8562874251497006, 0.7994011976047904, 0.8083832335329342, 0.8083832335329342, 0.7964071856287425, 0.7874251497005988, 0.7754491017964071, 0.7784431137724551, 0.8048048048048048, 0.8168168168168168, 0.8048048048048048, 0.7957957957957958, 0.7927927927927928, 0.7837837837837838, 0.8198198198198198, 0.8288288288288288, 0.7807807807807807, 0.8228228228228228, 0.8198198198198198, 0.7897897897897898, 0.7957957957957958, 0.8078078078078078, 0.7837837837837838, 0.7987987987987988, 0.8498498498498499, 0.8108108108108109, 0.8288288288288288, 0.7957957957957958]"
31,"[0.7425149700598802, 0.7994011976047904, 0.8053892215568862, 0.8083832335329342, 0.8203592814371258, 0.7964071856287425, 0.7964071856287425, 0.781437125748503, 0.7754491017964071, 0.7694610778443114, 0.8018018018018018, 0.8168168168168168, 0.7807807807807807, 0.7957957957957958, 0.8018018018018018, 0.7777777777777778, 0.8108108108108109, 0.8228228228228228, 0.7897897897897898, 0.8198198198198198, 0.8318318318318318, 0.7867867867867868, 0.7897897897897898, 0.8018018018018018, 0.7867867867867868, 0.8018018018018018, 0.8378378378378378, 0.7927927927927928, 0.8258258258258259, 0.7897897897897898]"
32,"[0.7544910179640718, 0.7904191616766467, 0.8383233532934131, 0.7934131736526946, 0.8083832335329342, 0.8023952095808383, 0.7874251497005988, 0.7844311377245509, 0.7604790419161677, 0.781437125748503, 0.7957957957957958, 0.8048048048048048, 0.7747747747747747, 0.7957957957957958, 0.7957957957957958, 0.7777777777777778, 0.8228228228228228, 0.8228228228228228, 0.7927927927927928, 0.8138138138138138, 0.8138138138138138, 0.7747747747747747, 0.7837837837837838, 0.7897897897897898, 0.7837837837837838, 0.7897897897897898, 0.8498498498498499, 0.7957957957957958, 0.8228228228228228, 0.7927927927927928]"
33,"[0.7724550898203593, 0.7934131736526946, 0.8383233532934131, 0.8083832335329342, 0.811377245508982, 0.7994011976047904, 0.8143712574850299, 0.7994011976047904, 0.7784431137724551, 0.7934131736526946, 0.8078078078078078, 0.8288288288288288, 0.7837837837837838, 0.7897897897897898, 0.8048048048048048, 0.7807807807807807, 0.8138138138138138, 0.8228228228228228, 0.7957957957957958, 0.8228228228228228, 0.8228228228228228, 0.7867867867867868, 0.8018018018018018, 0.8108108108108109, 0.7957957957957958, 0.7957957957957958, 0.8528528528528528, 0.8078078078078078, 0.8438438438438438, 0.7837837837837838]"
34,"[0.7664670658682635, 0.7994011976047904, 0.8413173652694611, 0.8143712574850299, 0.8083832335329342, 0.7994011976047904, 0.7904191616766467, 0.8023952095808383, 0.7784431137724551, 0.7904191616766467, 0.7987987987987988, 0.8138138138138138, 0.7927927927927928, 0.8138138138138138, 0.8018018018018018, 0.7867867867867868, 0.8198198198198198, 0.8198198198198198, 0.7927927927927928, 0.8078078078078078, 0.8138138138138138, 0.7867867867867868, 0.7957957957957958, 0.7927927927927928, 0.7687687687687688, 0.7927927927927928, 0.8468468468468469, 0.8078078078078078, 0.8378378378378378, 0.7987987987987988]"
35,"[0.7754491017964071, 0.8173652694610778, 0.8473053892215568, 0.8203592814371258, 0.8173652694610778, 0.8023952095808383, 0.8053892215568862, 0.8053892215568862, 0.8053892215568862, 0.7994011976047904, 0.8108108108108109, 0.8258258258258259, 0.7927927927927928, 0.7837837837837838, 0.8018018018018018, 0.7777777777777778, 0.8288288288288288, 0.8378378378378378, 0.7867867867867868, 0.8138138138138138, 0.8258258258258259, 0.7927927927927928, 0.8078078078078078, 0.7957957957957958, 0.7837837837837838, 0.8018018018018018, 0.8558558558558559, 0.8078078078078078, 0.8348348348348348, 0.7837837837837838]"
36,"[0.781437125748503, 0.811377245508982, 0.8502994011976048, 0.8263473053892215, 0.8143712574850299, 0.8143712574850299, 0.8083832335329342, 0.7994011976047904, 0.811377245508982, 0.8053892215568862, 0.8198198198198198, 0.8408408408408409, 0.8168168168168168, 0.8108108108108109, 0.8138138138138138, 0.7957957957957958, 0.8438438438438438, 0.8558558558558559, 0.7987987987987988, 0.8318318318318318, 0.8378378378378378, 0.7987987987987988, 0.8138138138138138, 0.8228228228228228, 0.7897897897897898, 0.8078078078078078, 0.8558558558558559, 0.8168168168168168, 0.8558558558558559, 0.8138138138138138]"
37,"[0.7754491017964071, 0.811377245508982, 0.8173652694610778, 0.8173652694610778, 0.8173652694610778, 0.7994011976047904, 0.7964071856287425, 0.7934131736526946, 0.7844311377245509, 0.8023952095808383, 0.8198198198198198, 0.8318318318318318, 0.7987987987987988, 0.7897897897897898, 0.8048048048048048, 0.8018018018018018, 0.8318318318318318, 0.8438438438438438, 0.7957957957957958, 0.8228228228228228, 0.8198198198198198, 0.7897897897897898, 0.8078078078078078, 0.8018018018018018, 0.7927927927927928, 0.8018018018018018, 0.8468468468468469, 0.8018018018018018, 0.8528528528528528, 0.7867867867867868]"
38,"[0.7694610778443114, 0.8203592814371258, 0.8353293413173652, 0.8053892215568862, 0.8173652694610778, 0.8083832335329342, 0.7994011976047904, 0.7934131736526946, 0.7994011976047904, 0.7964071856287425, 0.8078078078078078, 0.8348348348348348, 0.8018018018018018, 0.7807807807807807, 0.8048048048048048, 0.7987987987987988, 0.8348348348348348, 0.8378378378378378, 0.7927927927927928, 0.8198198198198198, 0.8198198198198198, 0.7927927927927928, 0.8078078078078078, 0.8078078078078078, 0.7927927927927928, 0.7987987987987988, 0.8558558558558559, 0.8048048048048048, 0.8558558558558559, 0.7897897897897898]"
39,"[0.7784431137724551, 0.8083832335329342, 0.8652694610778443, 0.811377245508982, 0.8143712574850299, 0.8233532934131736, 0.8173652694610778, 0.7964071856287425, 0.8083832335329342, 0.7934131736526946, 0.8198198198198198, 0.8288288288288288, 0.8108108108108109, 0.8018018018018018, 0.8138138138138138, 0.7957957957957958, 0.8468468468468469, 0.8558558558558559, 0.8168168168168168, 0.8228228228228228, 0.8258258258258259, 0.7897897897897898, 0.8198198198198198, 0.8108108108108109, 0.7987987987987988, 0.8018018018018018, 0.8558558558558559, 0.8138138138138138, 0.8528528528528528, 0.7867867867867868]"
40,"[0.7844311377245509, 0.8083832335329342, 0.8413173652694611, 0.8173652694610778, 0.8203592814371258, 0.8053892215568862, 0.811377245508982, 0.7964071856287425, 0.7934131736526946, 0.7934131736526946, 0.8198198198198198, 0.8348348348348348, 0.7987987987987988, 0.8018018018018018, 0.8198198198198198, 0.7987987987987988, 0.8528528528528528, 0.8468468468468469, 0.7927927927927928, 0.8288288288288288, 0.8228228228228228, 0.7927927927927928, 0.8078078078078078, 0.8288288288288288, 0.8048048048048048, 0.7987987987987988, 0.8498498498498499, 0.8018018018018018, 0.8498498498498499, 0.7747747747747747]"
41,"[0.7874251497005988, 0.8233532934131736, 0.8592814371257484, 0.8323353293413174, 0.8203592814371258, 0.8233532934131736, 0.8143712574850299, 0.8023952095808383, 0.8143712574850299, 0.8023952095808383, 0.8258258258258259, 0.8318318318318318, 0.8108108108108109, 0.7987987987987988, 0.8168168168168168, 0.8078078078078078, 0.8438438438438438, 0.8528528528528528, 0.8018018018018018, 0.8318318318318318, 0.8468468468468469, 0.7927927927927928, 0.8138138138138138, 0.8198198198198198, 0.7927927927927928, 0.8198198198198198, 0.8528528528528528, 0.8228228228228228, 0.8528528528528528, 0.7987987987987988]"
42,"[0.7664670658682635, 0.8203592814371258, 0.8383233532934131, 0.8263473053892215, 0.8173652694610778, 0.8083832335329342, 0.8053892215568862, 0.7994011976047904, 0.7904191616766467, 0.7964071856287425, 0.8168168168168168, 0.8318318318318318, 0.8018018018018018, 0.7897897897897898, 0.8168168168168168, 0.7867867867867868, 0.8228228228228228, 0.8468468468468469, 0.7987987987987988, 0.8228228228228228, 0.8348348348348348, 0.7927927927927928, 0.8228228228228228, 0.8078078078078078, 0.7867867867867868, 0.8018018018018018, 0.8558558558558559, 0.8288288288288288, 0.8588588588588588, 0.8048048048048048]"
43,"[0.781437125748503, 0.8203592814371258, 0.8532934131736527, 0.8293413173652695, 0.8173652694610778, 0.811377245508982, 0.8083832335329342, 0.8023952095808383, 0.8083832335329342, 0.8023952095808383, 0.8228228228228228, 0.8258258258258259, 0.8078078078078078, 0.8018018018018018, 0.8168168168168168, 0.7957957957957958, 0.8528528528528528, 0.8528528528528528, 0.8048048048048048, 0.8318318318318318, 0.8348348348348348, 0.7957957957957958, 0.8228228228228228, 0.8228228228228228, 0.7987987987987988, 0.8168168168168168, 0.8438438438438438, 0.8198198198198198, 0.8588588588588588, 0.7987987987987988]"
44,"[0.7844311377245509, 0.8233532934131736, 0.844311377245509, 0.8353293413173652, 0.8143712574850299, 0.8083832335329342, 0.8203592814371258, 0.7934131736526946, 0.8023952095808383, 0.7994011976047904, 0.8258258258258259, 0.8378378378378378, 0.8108108108108109, 0.7957957957957958, 0.8228228228228228, 0.7987987987987988, 0.8528528528528528, 0.8498498498498499, 0.8108108108108109, 0.8318318318318318, 0.8378378378378378, 0.7957957957957958, 0.8168168168168168, 0.8258258258258259, 0.7987987987987988, 0.8228228228228228, 0.8588588588588588, 0.8108108108108109, 0.8648648648648649, 0.8018018018018018]"
45,"[0.7784431137724551, 0.8143712574850299, 0.8413173652694611, 0.8233532934131736, 0.8203592814371258, 0.8023952095808383, 0.8143712574850299, 0.8023952095808383, 0.7964071856287425, 0.7994011976047904, 0.8228228228228228, 0.8318318318318318, 0.8108108108108109, 0.7987987987987988, 0.8168168168168168, 0.7987987987987988, 0.8468468468468469, 0.8528528528528528, 0.8018018018018018, 0.8258258258258259, 0.8288288288288288, 0.7957957957957958, 0.8258258258258259, 0.8168168168168168, 0.7987987987987988, 0.8078078078078078, 0.8498498498498499, 0.8138138138138138, 0.8708708708708709, 0.8048048048048048]"
46,"[0.7934131736526946, 0.8143712574850299, 0.8652694610778443, 0.8293413173652695, 0.8203592814371258, 0.8143712574850299, 0.8143712574850299, 0.8023952095808383, 0.8083832335329342, 0.7964071856287425, 0.8198198198198198, 0.8438438438438438, 0.8138138138138138, 0.8018018018018018, 0.8198198198198198, 0.8078078078078078, 0.8588588588588588, 0.8588588588588588, 0.8018018018018018, 0.8318318318318318, 0.8348348348348348, 0.7957957957957958, 0.8198198198198198, 0.8228228228228228, 0.8018018018018018, 0.8138138138138138, 0.8558558558558559, 0.8228228228228228, 0.8618618618618619, 0.7987987987987988]"
47,"[0.7874251497005988, 0.8173652694610778, 0.8532934131736527, 0.8353293413173652, 0.8203592814371258, 0.8023952095808383, 0.8143712574850299, 0.8053892215568862, 0.811377245508982, 0.7994011976047904, 0.8258258258258259, 0.8438438438438438, 0.8168168168168168, 0.7987987987987988, 0.8228228228228228, 0.8078078078078078, 0.8528528528528528, 0.8678678678678678, 0.8108108108108109, 0.8348348348348348, 0.8348348348348348, 0.7927927927927928, 0.8288288288288288, 0.8228228228228228, 0.7987987987987988, 0.8168168168168168, 0.8498498498498499, 0.8288288288288288, 0.8588588588588588, 0.8048048048048048]"
48,"[0.7754491017964071, 0.8263473053892215, 0.8502994011976048, 0.8233532934131736, 0.8263473053892215, 0.8053892215568862, 0.8023952095808383, 0.8083832335329342, 0.8023952095808383, 0.7964071856287425, 0.8318318318318318, 0.8348348348348348, 0.8078078078078078, 0.7927927927927928, 0.8168168168168168, 0.8048048048048048, 0.8468468468468469, 0.8528528528528528, 0.7987987987987988, 0.8318318318318318, 0.8318318318318318, 0.7957957957957958, 0.8168168168168168, 0.8138138138138138, 0.8018018018018018, 0.8048048048048048, 0.8618618618618619, 0.8258258258258259, 0.8678678678678678, 0.8108108108108109]"
49,"[0.7844311377245509, 0.8383233532934131, 0.8592814371257484, 0.8383233532934131, 0.8233532934131736, 0.8143712574850299, 0.8233532934131736, 0.8083832335329342, 0.8143712574850299, 0.7994011976047904, 0.8228228228228228, 0.8438438438438438, 0.8228228228228228, 0.8108108108108109, 0.8228228228228228, 0.8018018018018018, 0.8498498498498499, 0.8648648648648649, 0.8078078078078078, 0.8438438438438438, 0.8468468468468469, 0.8018018018018018, 0.8348348348348348, 0.8258258258258259, 0.8018018018018018, 0.8198198198198198, 0.8498498498498499, 0.8228228228228228, 0.8708708708708709, 0.8258258258258259]"
50,"[0.7844311377245509, 0.8203592814371258, 0.844311377245509, 0.8293413173652695, 0.811377245508982, 0.8083832335329342, 0.8203592814371258, 0.8083832335329342, 0.8203592814371258, 0.7994011976047904, 0.8228228228228228, 0.8348348348348348, 0.8168168168168168, 0.7987987987987988, 0.8168168168168168, 0.8138138138138138, 0.8558558558558559, 0.8558558558558559, 0.8108108108108109, 0.8378378378378378, 0.8378378378378378, 0.8108108108108109, 0.8378378378378378, 0.8288288288288288, 0.8048048048048048, 0.8138138138138138, 0.8528528528528528, 0.8258258258258259, 0.8738738738738738, 0.8018018018018018]"
51,"[0.781437125748503, 0.8263473053892215, 0.8622754491017964, 0.8353293413173652, 0.8233532934131736, 0.8143712574850299, 0.8173652694610778, 0.8053892215568862, 0.7994011976047904, 0.7934131736526946, 0.8258258258258259, 0.8348348348348348, 0.8228228228228228, 0.8048048048048048, 0.8258258258258259, 0.8078078078078078, 0.8528528528528528, 0.8648648648648649, 0.8078078078078078, 0.8378378378378378, 0.8348348348348348, 0.7987987987987988, 0.8288288288288288, 0.8288288288288288, 0.8078078078078078, 0.8168168168168168, 0.8618618618618619, 0.8348348348348348, 0.8678678678678678, 0.8258258258258259]"
52,"[0.7964071856287425, 0.8413173652694611, 0.8682634730538922, 0.8383233532934131, 0.8173652694610778, 0.8143712574850299, 0.8203592814371258, 0.8053892215568862, 0.8263473053892215, 0.8023952095808383, 0.8258258258258259, 0.8468468468468469, 0.8168168168168168, 0.8138138138138138, 0.8198198198198198, 0.8048048048048048, 0.8618618618618619, 0.8738738738738738, 0.8138138138138138, 0.8498498498498499, 0.8378378378378378, 0.8018018018018018, 0.8408408408408409, 0.8318318318318318, 0.7987987987987988, 0.8288288288288288, 0.8618618618618619, 0.8408408408408409, 0.8768768768768769, 0.8168168168168168]"
53,"[0.781437125748503, 0.8263473053892215, 0.8682634730538922, 0.8263473053892215, 0.8233532934131736, 0.8203592814371258, 0.8173652694610778, 0.8083832335329342, 0.8233532934131736, 0.8053892215568862, 0.8288288288288288, 0.8498498498498499, 0.8138138138138138, 0.8048048048048048, 0.8198198198198198, 0.8048048048048048, 0.8558558558558559, 0.8678678678678678, 0.8108108108108109, 0.8498498498498499, 0.8378378378378378, 0.8108108108108109, 0.8288288288288288, 0.8288288288288288, 0.8078078078078078, 0.8228228228228228, 0.8618618618618619, 0.8318318318318318, 0.8708708708708709, 0.8168168168168168]"
54,"[0.7844311377245509, 0.8203592814371258, 0.8562874251497006, 0.8383233532934131, 0.8293413173652695, 0.8083832335329342, 0.8143712574850299, 0.8053892215568862, 0.8173652694610778, 0.7994011976047904, 0.8318318318318318, 0.8438438438438438, 0.8198198198198198, 0.8168168168168168, 0.8138138138138138, 0.8048048048048048, 0.8528528528528528, 0.8588588588588588, 0.8018018018018018, 0.8348348348348348, 0.8378378378378378, 0.8048048048048048, 0.8288288288288288, 0.8258258258258259, 0.8078078078078078, 0.8288288288288288, 0.8618618618618619, 0.8318318318318318, 0.8768768768768769, 0.8078078078078078]"
55,"[0.8023952095808383, 0.8263473053892215, 0.8682634730538922, 0.8502994011976048, 0.8173652694610778, 0.8203592814371258, 0.8263473053892215, 0.8143712574850299, 0.8203592814371258, 0.8053892215568862, 0.8288288288288288, 0.8498498498498499, 0.8198198198198198, 0.8078078078078078, 0.8258258258258259, 0.8048048048048048, 0.8558558558558559, 0.8798798798798799, 0.8228228228228228, 0.8528528528528528, 0.8438438438438438, 0.8168168168168168, 0.8408408408408409, 0.8258258258258259, 0.8078078078078078, 0.8288288288288288, 0.8618618618618619, 0.8288288288288288, 0.8708708708708709, 0.8078078078078078]"
56,"[0.7994011976047904, 0.8353293413173652, 0.874251497005988, 0.8532934131736527, 0.8263473053892215, 0.8203592814371258, 0.8233532934131736, 0.8083832335329342, 0.8203592814371258, 0.8083832335329342, 0.8348348348348348, 0.8528528528528528, 0.8168168168168168, 0.8048048048048048, 0.8228228228228228, 0.8018018018018018, 0.8618618618618619, 0.8708708708708709, 0.8108108108108109, 0.8498498498498499, 0.8408408408408409, 0.8108108108108109, 0.8408408408408409, 0.8348348348348348, 0.8078078078078078, 0.8288288288288288, 0.8618618618618619, 0.8348348348348348, 0.8828828828828829, 0.8138138138138138]"
57,"[0.7964071856287425, 0.8263473053892215, 0.8682634730538922, 0.8502994011976048, 0.8353293413173652, 0.8203592814371258, 0.8203592814371258, 0.8083832335329342, 0.8143712574850299, 0.7994011976047904, 0.8228228228228228, 0.8498498498498499, 0.8198198198198198, 0.8108108108108109, 0.8198198198198198, 0.8048048048048048, 0.8498498498498499, 0.8708708708708709, 0.8108108108108109, 0.8468468468468469, 0.8408408408408409, 0.8108108108108109, 0.8378378378378378, 0.8288288288288288, 0.8048048048048048, 0.8288288288288288, 0.8588588588588588, 0.8378378378378378, 0.8738738738738738, 0.8138138138138138]"
58,"[0.811377245508982, 0.8473053892215568, 0.8772455089820359, 0.8502994011976048, 0.8173652694610778, 0.8203592814371258, 0.8323353293413174, 0.811377245508982, 0.8353293413173652, 0.8143712574850299, 0.8318318318318318, 0.8438438438438438, 0.8258258258258259, 0.8228228228228228, 0.8318318318318318, 0.8108108108108109, 0.8558558558558559, 0.8798798798798799, 0.8048048048048048, 0.8648648648648649, 0.8618618618618619, 0.8168168168168168, 0.8378378378378378, 0.8378378378378378, 0.8078078078078078, 0.8378378378378378, 0.8708708708708709, 0.8408408408408409, 0.8708708708708709, 0.8288288288288288]"
59,"[0.7994011976047904, 0.8203592814371258, 0.874251497005988, 0.8562874251497006, 0.8233532934131736, 0.8233532934131736, 0.8263473053892215, 0.8143712574850299, 0.8233532934131736, 0.8053892215568862, 0.8348348348348348, 0.8558558558558559, 0.8228228228228228, 0.8168168168168168, 0.8288288288288288, 0.8048048048048048, 0.8498498498498499, 0.8738738738738738, 0.8048048048048048, 0.8588588588588588, 0.8408408408408409, 0.8108108108108109, 0.8468468468468469, 0.8288288288288288, 0.7987987987987988, 0.8348348348348348, 0.8678678678678678, 0.8348348348348348, 0.8708708708708709, 0.8258258258258259]"
60,"[0.7964071856287425, 0.8323353293413174, 0.874251497005988, 0.8473053892215568, 0.8263473053892215, 0.8173652694610778, 0.8203592814371258, 0.8173652694610778, 0.8233532934131736, 0.8083832335329342, 0.8288288288288288, 0.8528528528528528, 0.8318318318318318, 0.8168168168168168, 0.8198198198198198, 0.8018018018018018, 0.8498498498498499, 0.8798798798798799, 0.8108108108108109, 0.8498498498498499, 0.8498498498498499, 0.8138138138138138, 0.8378378378378378, 0.8288288288288288, 0.8048048048048048, 0.8228228228228228, 0.8528528528528528, 0.8318318318318318, 0.8738738738738738, 0.8228228228228228]"
61,"[0.7964071856287425, 0.8323353293413174, 0.8682634730538922, 0.8532934131736527, 0.8233532934131736, 0.8083832335329342, 0.8143712574850299, 0.8143712574850299, 0.8383233532934131, 0.8083832335329342, 0.8318318318318318, 0.8528528528528528, 0.8288288288288288, 0.8138138138138138, 0.8288288288288288, 0.8138138138138138, 0.8588588588588588, 0.8828828828828829, 0.8048048048048048, 0.8528528528528528, 0.8468468468468469, 0.8228228228228228, 0.8438438438438438, 0.8288288288288288, 0.8108108108108109, 0.8318318318318318, 0.8588588588588588, 0.8258258258258259, 0.8678678678678678, 0.8198198198198198]"
62,"[0.8083832335329342, 0.8323353293413174, 0.8892215568862275, 0.8652694610778443, 0.8263473053892215, 0.8173652694610778, 0.8263473053892215, 0.8173652694610778, 0.8323353293413174, 0.811377245508982, 0.8348348348348348, 0.8528528528528528, 0.8258258258258259, 0.8228228228228228, 0.8348348348348348, 0.8018018018018018, 0.8558558558558559, 0.8828828828828829, 0.8138138138138138, 0.8588588588588588, 0.8528528528528528, 0.8168168168168168, 0.8408408408408409, 0.8348348348348348, 0.8048048048048048, 0.8378378378378378, 0.8678678678678678, 0.8348348348348348, 0.8738738738738738, 0.8198198198198198]"
63,"[0.8173652694610778, 0.8383233532934131, 0.8832335329341318, 0.8652694610778443, 0.8323353293413174, 0.8233532934131736, 0.8263473053892215, 0.8203592814371258, 0.8473053892215568, 0.8083832335329342, 0.8378378378378378, 0.8558558558558559, 0.8318318318318318, 0.8288288288288288, 0.8348348348348348, 0.8048048048048048, 0.8588588588588588, 0.8918918918918919, 0.8198198198198198, 0.8618618618618619, 0.8438438438438438, 0.8198198198198198, 0.8558558558558559, 0.8378378378378378, 0.8168168168168168, 0.8318318318318318, 0.8768768768768769, 0.8318318318318318, 0.8798798798798799, 0.8288288288288288]"
