none,[]
0,"[0.116, 0.103, 0.104, 0.138, 0.171, 0.09, 0.092, 0.105, 0.088, 0.133]"
1,"[0.111, 0.091, 0.087, 0.092, 0.112, 0.102, 0.103, 0.115, 0.099, 0.101]"
2,"[0.116, 0.093, 0.097, 0.105, 0.137, 0.095, 0.103, 0.112, 0.177, 0.127]"
3,"[0.184, 0.085, 0.087, 0.137, 0.097, 0.133, 0.101, 0.193, 0.1, 0.103]"
4,"[0.116, 0.175, 0.106, 0.117, 0.094, 0.153, 0.092, 0.113, 0.166, 0.172]"
5,"[0.088, 0.085, 0.106, 0.117, 0.094, 0.102, 0.092, 0.113, 0.1, 0.103]"
6,"[0.088, 0.145, 0.106, 0.117, 0.094, 0.092, 0.092, 0.113, 0.093, 0.091]"
7,"[0.088, 0.085, 0.161, 0.117, 0.094, 0.102, 0.174, 0.15, 0.1, 0.103]"
8,"[0.088, 0.191, 0.106, 0.278, 0.094, 0.092, 0.092, 0.113, 0.093, 0.091]"
9,"[0.088, 0.085, 0.096, 0.117, 0.104, 0.157, 0.102, 0.195, 0.1, 0.102]"
10,"[0.193, 0.298, 0.111, 0.303, 0.094, 0.092, 0.092, 0.202, 0.093, 0.091]"
11,"[0.105, 0.085, 0.096, 0.117, 0.193, 0.222, 0.102, 0.182, 0.1, 0.102]"
12,"[0.173, 0.422, 0.116, 0.314, 0.094, 0.092, 0.092, 0.152, 0.093, 0.091]"
13,"[0.172, 0.085, 0.096, 0.117, 0.189, 0.159, 0.102, 0.183, 0.1, 0.125]"
14,"[0.22, 0.353, 0.207, 0.318, 0.094, 0.092, 0.092, 0.15, 0.093, 0.091]"
15,"[0.195, 0.085, 0.096, 0.117, 0.145, 0.146, 0.102, 0.195, 0.116, 0.284]"
16,"[0.209, 0.337, 0.291, 0.247, 0.094, 0.092, 0.099, 0.16, 0.124, 0.091]"
17,"[0.231, 0.085, 0.147, 0.117, 0.149, 0.165, 0.102, 0.165, 0.101, 0.266]"
18,"[0.177, 0.309, 0.274, 0.244, 0.094, 0.093, 0.165, 0.167, 0.165, 0.091]"
19,"[0.183, 0.085, 0.175, 0.117, 0.177, 0.161, 0.102, 0.179, 0.101, 0.261]"
20,"[0.18, 0.292, 0.267, 0.243, 0.094, 0.1, 0.175, 0.181, 0.158, 0.122]"
21,"[0.18, 0.085, 0.221, 0.117, 0.193, 0.153, 0.102, 0.179, 0.1, 0.267]"
22,"[0.19, 0.246, 0.273, 0.239, 0.094, 0.137, 0.179, 0.221, 0.182, 0.163]"
23,"[0.193, 0.085, 0.269, 0.117, 0.2, 0.162, 0.102, 0.18, 0.101, 0.271]"
