eigenvector_centrality,"[0, 7]"
0,"[0.106, 0.093, 0.1, 0.112, 0.091, 0.112, 0.103, 0.104, 0.091, 0.127]"
1,"[0.105, 0.141, 0.079, 0.117, 0.099, 0.104, 0.103, 0.092, 0.1, 0.101]"
2,"[0.116, 0.104, 0.108, 0.115, 0.098, 0.112, 0.103, 0.089, 0.103, 0.143]"
3,"[0.095, 0.104, 0.105, 0.082, 0.11, 0.112, 0.114, 0.089, 0.106, 0.131]"
4,"[0.105, 0.104, 0.195, 0.117, 0.112, 0.102, 0.116, 0.092, 0.103, 0.103]"
5,"[0.095, 0.104, 0.179, 0.09, 0.112, 0.112, 0.114, 0.092, 0.106, 0.103]"
6,"[0.105, 0.104, 0.166, 0.09, 0.112, 0.095, 0.141, 0.092, 0.196, 0.103]"
7,"[0.116, 0.107, 0.115, 0.09, 0.112, 0.207, 0.108, 0.196, 0.106, 0.14]"
8,"[0.105, 0.104, 0.087, 0.09, 0.112, 0.095, 0.114, 0.177, 0.178, 0.103]"
9,"[0.116, 0.196, 0.096, 0.09, 0.203, 0.114, 0.217, 0.16, 0.108, 0.103]"
10,"[0.105, 0.104, 0.087, 0.09, 0.112, 0.095, 0.114, 0.174, 0.204, 0.197]"
11,"[0.116, 0.195, 0.141, 0.185, 0.17, 0.151, 0.216, 0.138, 0.159, 0.103]"
12,"[0.105, 0.104, 0.151, 0.09, 0.112, 0.096, 0.114, 0.179, 0.196, 0.201]"
13,"[0.218, 0.195, 0.103, 0.195, 0.201, 0.131, 0.216, 0.171, 0.14, 0.103]"
14,"[0.108, 0.104, 0.114, 0.09, 0.112, 0.098, 0.117, 0.178, 0.201, 0.177]"
15,"[0.212, 0.195, 0.102, 0.187, 0.222, 0.112, 0.216, 0.174, 0.134, 0.103]"
16,"[0.129, 0.104, 0.161, 0.09, 0.112, 0.103, 0.143, 0.176, 0.204, 0.165]"
17,"[0.217, 0.196, 0.098, 0.182, 0.195, 0.126, 0.214, 0.138, 0.108, 0.103]"
18,"[0.108, 0.104, 0.154, 0.09, 0.145, 0.095, 0.195, 0.178, 0.204, 0.15]"
19,"[0.217, 0.196, 0.138, 0.181, 0.193, 0.186, 0.213, 0.158, 0.114, 0.103]"
20,"[0.138, 0.104, 0.167, 0.09, 0.198, 0.095, 0.209, 0.181, 0.204, 0.179]"
21,"[0.214, 0.195, 0.149, 0.179, 0.201, 0.19, 0.214, 0.159, 0.13, 0.103]"
22,"[0.169, 0.104, 0.167, 0.09, 0.202, 0.095, 0.214, 0.181, 0.203, 0.188]"
23,"[0.217, 0.195, 0.158, 0.158, 0.201, 0.191, 0.214, 0.169, 0.143, 0.103]"
24,"[0.193, 0.104, 0.167, 0.09, 0.203, 0.137, 0.214, 0.181, 0.203, 0.175]"
25,"[0.218, 0.193, 0.159, 0.106, 0.201, 0.193, 0.214, 0.154, 0.136, 0.103]"
26,"[0.329, 0.139, 0.165, 0.09, 0.203, 0.184, 0.215, 0.198, 0.195, 0.163]"
