eigenvector_centrality,[0]
0,"[0.088, 0.099, 0.098, 0.111, 0.169, 0.105, 0.089, 0.085, 0.183, 0.079]"
1,"[0.104, 0.099, 0.096, 0.201, 0.1, 0.105, 0.089, 0.098, 0.102, 0.091]"
2,"[0.102, 0.099, 0.096, 0.122, 0.101, 0.105, 0.089, 0.098, 0.098, 0.091]"
3,"[0.102, 0.099, 0.196, 0.122, 0.1, 0.118, 0.179, 0.098, 0.098, 0.151]"
4,"[0.2, 0.254, 0.199, 0.247, 0.208, 0.111, 0.191, 0.2, 0.199, 0.167]"
5,"[0.147, 0.369, 0.195, 0.271, 0.294, 0.279, 0.191, 0.294, 0.279, 0.294]"
6,"[0.195, 0.369, 0.225, 0.389, 0.318, 0.316, 0.223, 0.146, 0.254, 0.219]"
7,"[0.285, 0.25, 0.296, 0.267, 0.276, 0.265, 0.421, 0.298, 0.338, 0.331]"
8,"[0.28, 0.444, 0.265, 0.365, 0.267, 0.386, 0.274, 0.205, 0.319, 0.367]"
9,"[0.336, 0.373, 0.248, 0.226, 0.319, 0.359, 0.372, 0.225, 0.305, 0.205]"
10,"[0.317, 0.396, 0.274, 0.346, 0.247, 0.314, 0.285, 0.264, 0.363, 0.345]"
11,"[0.305, 0.359, 0.367, 0.176, 0.299, 0.398, 0.329, 0.262, 0.24, 0.169]"
12,"[0.316, 0.379, 0.26, 0.282, 0.248, 0.277, 0.333, 0.263, 0.34, 0.317]"
13,"[0.3, 0.277, 0.245, 0.192, 0.336, 0.388, 0.386, 0.298, 0.263, 0.362]"
14,"[0.346, 0.373, 0.303, 0.331, 0.332, 0.288, 0.371, 0.299, 0.335, 0.355]"
15,"[0.326, 0.276, 0.257, 0.277, 0.344, 0.367, 0.402, 0.355, 0.336, 0.412]"
16,"[0.356, 0.355, 0.341, 0.375, 0.382, 0.365, 0.384, 0.329, 0.353, 0.369]"
17,"[0.325, 0.295, 0.321, 0.333, 0.353, 0.357, 0.411, 0.367, 0.363, 0.388]"
18,"[0.362, 0.433, 0.34, 0.377, 0.419, 0.494, 0.391, 0.36, 0.369, 0.378]"
19,"[0.341, 0.369, 0.358, 0.343, 0.358, 0.397, 0.441, 0.369, 0.389, 0.419]"
20,"[0.401, 0.47, 0.345, 0.44, 0.439, 0.557, 0.4, 0.407, 0.38, 0.369]"
