eigenvector_centrality,[5]
0,"[0.106, 0.085, 0.083, 0.097, 0.155, 0.112, 0.102, 0.092, 0.113, 0.103]"
1,"[0.223, 0.104, 0.083, 0.132, 0.1, 0.126, 0.141, 0.113, 0.202, 0.103]"
2,"[0.242, 0.118, 0.151, 0.087, 0.239, 0.211, 0.261, 0.217, 0.106, 0.14]"
3,"[0.18, 0.186, 0.185, 0.2, 0.183, 0.195, 0.304, 0.199, 0.1, 0.182]"
4,"[0.166, 0.324, 0.232, 0.297, 0.279, 0.108, 0.278, 0.218, 0.204, 0.279]"
5,"[0.221, 0.31, 0.317, 0.273, 0.253, 0.202, 0.342, 0.272, 0.306, 0.372]"
6,"[0.343, 0.376, 0.331, 0.284, 0.223, 0.214, 0.251, 0.315, 0.408, 0.33]"
7,"[0.308, 0.305, 0.458, 0.341, 0.333, 0.241, 0.262, 0.346, 0.428, 0.289]"
8,"[0.361, 0.336, 0.417, 0.234, 0.385, 0.382, 0.373, 0.359, 0.309, 0.324]"
9,"[0.351, 0.33, 0.482, 0.36, 0.238, 0.307, 0.315, 0.352, 0.293, 0.331]"
10,"[0.315, 0.333, 0.334, 0.247, 0.497, 0.341, 0.312, 0.423, 0.265, 0.299]"
11,"[0.357, 0.273, 0.427, 0.305, 0.225, 0.366, 0.393, 0.282, 0.222, 0.43]"
12,"[0.259, 0.292, 0.358, 0.27, 0.393, 0.296, 0.258, 0.315, 0.393, 0.299]"
13,"[0.37, 0.273, 0.384, 0.255, 0.305, 0.538, 0.395, 0.281, 0.222, 0.454]"
14,"[0.258, 0.341, 0.248, 0.343, 0.309, 0.289, 0.223, 0.275, 0.389, 0.405]"
15,"[0.379, 0.358, 0.294, 0.316, 0.407, 0.522, 0.299, 0.369, 0.251, 0.559]"
16,"[0.276, 0.422, 0.34, 0.526, 0.263, 0.296, 0.342, 0.283, 0.443, 0.475]"
17,"[0.407, 0.333, 0.273, 0.327, 0.383, 0.377, 0.268, 0.391, 0.344, 0.438]"
18,"[0.314, 0.49, 0.39, 0.541, 0.266, 0.408, 0.455, 0.314, 0.437, 0.443]"
19,"[0.464, 0.368, 0.264, 0.369, 0.459, 0.33, 0.282, 0.453, 0.446, 0.322]"
20,"[0.4, 0.428, 0.404, 0.428, 0.3, 0.431, 0.447, 0.377, 0.357, 0.398]"
21,"[0.603, 0.459, 0.266, 0.41, 0.52, 0.335, 0.289, 0.444, 0.436, 0.332]"
22,"[0.467, 0.361, 0.378, 0.348, 0.376, 0.447, 0.471, 0.473, 0.306, 0.413]"
