eigenvector_centrality,"[0, 2]"
0,"[0.105, 0.093, 0.104, 0.1, 0.106, 0.102, 0.12, 0.098, 0.099, 0.103]"
1,"[0.088, 0.086, 0.116, 0.117, 0.094, 0.086, 0.115, 0.111, 0.098, 0.091]"
2,"[0.105, 0.093, 0.096, 0.097, 0.094, 0.106, 0.092, 0.098, 0.113, 0.103]"
3,"[0.088, 0.086, 0.116, 0.097, 0.094, 0.086, 0.093, 0.135, 0.098, 0.091]"
4,"[0.105, 0.093, 0.096, 0.097, 0.124, 0.086, 0.092, 0.098, 0.113, 0.103]"
5,"[0.088, 0.086, 0.116, 0.145, 0.119, 0.086, 0.093, 0.22, 0.098, 0.091]"
6,"[0.198, 0.093, 0.096, 0.097, 0.11, 0.086, 0.109, 0.098, 0.113, 0.106]"
7,"[0.088, 0.086, 0.116, 0.097, 0.181, 0.103, 0.093, 0.217, 0.098, 0.091]"
8,"[0.095, 0.093, 0.096, 0.097, 0.11, 0.086, 0.109, 0.098, 0.113, 0.171]"
9,"[0.08, 0.086, 0.116, 0.097, 0.17, 0.103, 0.093, 0.203, 0.098, 0.1]"
10,"[0.095, 0.095, 0.096, 0.097, 0.11, 0.086, 0.109, 0.098, 0.168, 0.202]"
11,"[0.08, 0.086, 0.191, 0.097, 0.083, 0.17, 0.093, 0.21, 0.098, 0.132]"
12,"[0.095, 0.133, 0.096, 0.097, 0.191, 0.086, 0.109, 0.098, 0.201, 0.188]"
13,"[0.08, 0.086, 0.212, 0.097, 0.083, 0.142, 0.093, 0.214, 0.1, 0.169]"
14,"[0.095, 0.109, 0.096, 0.097, 0.14, 0.086, 0.109, 0.181, 0.201, 0.188]"
15,"[0.08, 0.086, 0.212, 0.097, 0.083, 0.191, 0.093, 0.219, 0.113, 0.158]"
16,"[0.095, 0.109, 0.189, 0.097, 0.217, 0.086, 0.109, 0.139, 0.198, 0.195]"
17,"[0.08, 0.086, 0.212, 0.097, 0.083, 0.2, 0.093, 0.223, 0.113, 0.115]"
18,"[0.163, 0.109, 0.116, 0.097, 0.284, 0.086, 0.109, 0.105, 0.164, 0.197]"
19,"[0.08, 0.089, 0.216, 0.097, 0.083, 0.202, 0.106, 0.25, 0.113, 0.102]"
20,"[0.185, 0.109, 0.116, 0.173, 0.215, 0.086, 0.109, 0.104, 0.09, 0.198]"
21,"[0.08, 0.106, 0.198, 0.097, 0.083, 0.212, 0.122, 0.221, 0.113, 0.102]"
22,"[0.104, 0.109, 0.116, 0.117, 0.214, 0.086, 0.109, 0.104, 0.088, 0.202]"
23,"[0.08, 0.085, 0.189, 0.097, 0.083, 0.268, 0.093, 0.221, 0.113, 0.102]"
24,"[0.095, 0.109, 0.116, 0.118, 0.216, 0.086, 0.109, 0.104, 0.088, 0.202]"
25,"[0.095, 0.116, 0.104, 0.097, 0.083, 0.264, 0.093, 0.221, 0.113, 0.102]"
26,"[0.119, 0.11, 0.083, 0.118, 0.214, 0.086, 0.109, 0.104, 0.18, 0.102]"
27,"[0.14, 0.125, 0.104, 0.097, 0.083, 0.246, 0.186, 0.153, 0.113, 0.143]"
28,"[0.129, 0.189, 0.083, 0.117, 0.215, 0.086, 0.11, 0.189, 0.18, 0.102]"
