none,[]
0,"[0.186, 0.099, 0.104, 0.132, 0.083, 0.09, 0.132, 0.085, 0.103, 0.103]"
1,"[0.08, 0.091, 0.108, 0.101, 0.104, 0.098, 0.095, 0.086, 0.093, 0.079]"
2,"[0.103, 0.093, 0.119, 0.196, 0.104, 0.09, 0.102, 0.085, 0.103, 0.103]"
3,"[0.116, 0.165, 0.108, 0.097, 0.104, 0.095, 0.093, 0.102, 0.103, 0.079]"
4,"[0.103, 0.093, 0.104, 0.099, 0.172, 0.09, 0.172, 0.085, 0.103, 0.192]"
5,"[0.116, 0.114, 0.108, 0.099, 0.104, 0.095, 0.093, 0.102, 0.112, 0.079]"
6,"[0.205, 0.093, 0.104, 0.101, 0.112, 0.09, 0.129, 0.085, 0.103, 0.193]"
7,"[0.116, 0.114, 0.108, 0.103, 0.116, 0.095, 0.094, 0.102, 0.093, 0.079]"
8,"[0.199, 0.093, 0.104, 0.101, 0.112, 0.09, 0.102, 0.085, 0.211, 0.195]"
9,"[0.116, 0.114, 0.154, 0.097, 0.104, 0.095, 0.095, 0.102, 0.093, 0.079]"
10,"[0.114, 0.148, 0.104, 0.102, 0.103, 0.09, 0.103, 0.085, 0.109, 0.185]"
11,"[0.116, 0.114, 0.106, 0.097, 0.18, 0.159, 0.131, 0.102, 0.103, 0.079]"
12,"[0.141, 0.109, 0.108, 0.127, 0.137, 0.09, 0.154, 0.085, 0.109, 0.17]"
13,"[0.171, 0.114, 0.106, 0.097, 0.201, 0.167, 0.119, 0.103, 0.103, 0.079]"
14,"[0.188, 0.109, 0.108, 0.144, 0.104, 0.09, 0.324, 0.085, 0.11, 0.134]"
15,"[0.086, 0.114, 0.109, 0.097, 0.1, 0.145, 0.097, 0.103, 0.103, 0.079]"
16,"[0.194, 0.109, 0.108, 0.126, 0.104, 0.09, 0.354, 0.085, 0.125, 0.102]"
17,"[0.086, 0.114, 0.191, 0.097, 0.1, 0.156, 0.095, 0.102, 0.103, 0.079]"
18,"[0.196, 0.109, 0.108, 0.102, 0.104, 0.09, 0.318, 0.085, 0.151, 0.101]"
19,"[0.084, 0.114, 0.195, 0.097, 0.1, 0.172, 0.099, 0.102, 0.103, 0.079]"
20,"[0.195, 0.109, 0.108, 0.109, 0.104, 0.09, 0.284, 0.088, 0.167, 0.102]"
21,"[0.08, 0.114, 0.194, 0.097, 0.1, 0.175, 0.119, 0.163, 0.103, 0.079]"
22,"[0.198, 0.109, 0.108, 0.102, 0.104, 0.09, 0.186, 0.117, 0.19, 0.102]"
23,"[0.08, 0.114, 0.194, 0.127, 0.1, 0.172, 0.128, 0.169, 0.103, 0.079]"
24,"[0.196, 0.109, 0.108, 0.102, 0.104, 0.09, 0.191, 0.142, 0.2, 0.101]"
25,"[0.08, 0.114, 0.191, 0.196, 0.1, 0.173, 0.206, 0.175, 0.103, 0.079]"
26,"[0.192, 0.109, 0.108, 0.109, 0.104, 0.09, 0.191, 0.162, 0.195, 0.102]"
27,"[0.08, 0.114, 0.194, 0.226, 0.1, 0.168, 0.224, 0.184, 0.103, 0.079]"
28,"[0.192, 0.11, 0.108, 0.115, 0.104, 0.09, 0.115, 0.169, 0.194, 0.102]"
29,"[0.08, 0.114, 0.192, 0.236, 0.1, 0.168, 0.247, 0.191, 0.104, 0.079]"
30,"[0.196, 0.112, 0.114, 0.104, 0.104, 0.09, 0.142, 0.186, 0.2, 0.102]"
31,"[0.107, 0.114, 0.179, 0.26, 0.1, 0.167, 0.229, 0.191, 0.103, 0.079]"
32,"[0.193, 0.164, 0.141, 0.101, 0.104, 0.09, 0.09, 0.183, 0.2, 0.151]"
