eigenvector_centrality,"[3, 8]"
0,"[0.103, 0.147, 0.096, 0.13, 0.124, 0.105, 0.109, 0.098, 0.103, 0.12]"
1,"[0.155, 0.109, 0.108, 0.122, 0.083, 0.102, 0.092, 0.085, 0.098, 0.091]"
2,"[0.103, 0.151, 0.096, 0.097, 0.094, 0.157, 0.136, 0.098, 0.103, 0.12]"
3,"[0.107, 0.109, 0.108, 0.226, 0.083, 0.087, 0.107, 0.085, 0.098, 0.091]"
4,"[0.103, 0.241, 0.096, 0.097, 0.198, 0.117, 0.177, 0.098, 0.174, 0.12]"
5,"[0.159, 0.109, 0.174, 0.221, 0.084, 0.086, 0.102, 0.096, 0.098, 0.091]"
6,"[0.103, 0.208, 0.096, 0.097, 0.097, 0.139, 0.116, 0.098, 0.191, 0.213]"
7,"[0.173, 0.109, 0.269, 0.244, 0.136, 0.141, 0.102, 0.249, 0.098, 0.091]"
8,"[0.111, 0.407, 0.096, 0.097, 0.203, 0.193, 0.153, 0.098, 0.243, 0.285]"
9,"[0.234, 0.109, 0.296, 0.436, 0.169, 0.092, 0.102, 0.291, 0.113, 0.095]"
10,"[0.173, 0.531, 0.14, 0.102, 0.392, 0.309, 0.311, 0.149, 0.264, 0.304]"
11,"[0.373, 0.113, 0.3, 0.415, 0.229, 0.092, 0.102, 0.289, 0.167, 0.153]"
12,"[0.278, 0.467, 0.185, 0.111, 0.44, 0.376, 0.449, 0.185, 0.272, 0.307]"
13,"[0.467, 0.12, 0.327, 0.355, 0.276, 0.157, 0.152, 0.325, 0.197, 0.174]"
14,"[0.328, 0.382, 0.268, 0.157, 0.413, 0.423, 0.457, 0.242, 0.327, 0.37]"
15,"[0.453, 0.143, 0.368, 0.321, 0.333, 0.25, 0.298, 0.361, 0.357, 0.328]"
16,"[0.384, 0.341, 0.35, 0.184, 0.331, 0.431, 0.372, 0.359, 0.377, 0.437]"
17,"[0.419, 0.188, 0.419, 0.312, 0.338, 0.244, 0.31, 0.411, 0.372, 0.344]"
18,"[0.397, 0.34, 0.386, 0.19, 0.298, 0.379, 0.379, 0.407, 0.309, 0.336]"
19,"[0.415, 0.204, 0.295, 0.326, 0.332, 0.182, 0.218, 0.308, 0.353, 0.378]"
20,"[0.37, 0.354, 0.349, 0.199, 0.314, 0.366, 0.389, 0.366, 0.225, 0.225]"
21,"[0.416, 0.224, 0.229, 0.379, 0.323, 0.178, 0.221, 0.23, 0.313, 0.339]"
22,"[0.369, 0.39, 0.32, 0.22, 0.343, 0.366, 0.379, 0.341, 0.202, 0.199]"
23,"[0.418, 0.228, 0.23, 0.397, 0.32, 0.194, 0.263, 0.229, 0.297, 0.331]"
24,"[0.386, 0.433, 0.324, 0.241, 0.366, 0.376, 0.368, 0.337, 0.216, 0.199]"
25,"[0.421, 0.236, 0.247, 0.399, 0.311, 0.228, 0.31, 0.247, 0.207, 0.335]"
26,"[0.425, 0.566, 0.457, 0.489, 0.311, 0.442, 0.374, 0.48, 0.421, 0.224]"
27,"[0.44, 0.439, 0.359, 0.433, 0.406, 0.442, 0.311, 0.357, 0.491, 0.437]"
28,"[0.356, 0.445, 0.459, 0.433, 0.314, 0.493, 0.45, 0.48, 0.538, 0.279]"
29,"[0.461, 0.327, 0.424, 0.424, 0.394, 0.515, 0.317, 0.427, 0.414, 0.411]"
30,"[0.312, 0.308, 0.255, 0.445, 0.34, 0.178, 0.434, 0.269, 0.427, 0.346]"
31,"[0.413, 0.209, 0.285, 0.428, 0.222, 0.177, 0.329, 0.308, 0.253, 0.208]"
32,"[0.303, 0.114, 0.094, 0.509, 0.268, 0.108, 0.284, 0.095, 0.271, 0.283]"
33,"[0.316, 0.121, 0.115, 0.348, 0.123, 0.108, 0.33, 0.128, 0.257, 0.098]"
34,"[0.298, 0.112, 0.094, 0.473, 0.103, 0.108, 0.154, 0.094, 0.21, 0.102]"
35,"[0.183, 0.112, 0.094, 0.248, 0.103, 0.108, 0.144, 0.094, 0.305, 0.098]"
36,"[0.152, 0.112, 0.094, 0.435, 0.103, 0.108, 0.095, 0.094, 0.292, 0.098]"
37,"[0.119, 0.112, 0.094, 0.159, 0.103, 0.108, 0.095, 0.094, 0.288, 0.098]"
38,"[0.124, 0.112, 0.094, 0.424, 0.103, 0.108, 0.095, 0.094, 0.39, 0.098]"
