eigenvector_centrality,"[4, 2]"
0,"[0.114, 0.256, 0.116, 0.081, 0.235, 0.211, 0.109, 0.277, 0.17, 0.109]"
1,"[0.199, 0.27, 0.268, 0.081, 0.085, 0.103, 0.243, 0.204, 0.113, 0.098]"
2,"[0.164, 0.264, 0.129, 0.185, 0.2, 0.191, 0.109, 0.145, 0.091, 0.098]"
3,"[0.197, 0.224, 0.269, 0.097, 0.24, 0.302, 0.188, 0.275, 0.175, 0.165]"
4,"[0.21, 0.212, 0.192, 0.225, 0.213, 0.245, 0.109, 0.106, 0.176, 0.152]"
5,"[0.223, 0.303, 0.198, 0.098, 0.239, 0.315, 0.129, 0.179, 0.142, 0.148]"
6,"[0.228, 0.256, 0.273, 0.135, 0.233, 0.244, 0.155, 0.177, 0.283, 0.315]"
7,"[0.26, 0.21, 0.361, 0.206, 0.342, 0.211, 0.121, 0.151, 0.33, 0.121]"
8,"[0.23, 0.258, 0.29, 0.123, 0.399, 0.261, 0.269, 0.261, 0.377, 0.238]"
9,"[0.262, 0.218, 0.353, 0.172, 0.297, 0.199, 0.237, 0.229, 0.295, 0.178]"
10,"[0.243, 0.268, 0.264, 0.214, 0.388, 0.272, 0.264, 0.225, 0.33, 0.266]"
11,"[0.268, 0.264, 0.343, 0.207, 0.195, 0.179, 0.218, 0.219, 0.321, 0.246]"
12,"[0.26, 0.277, 0.251, 0.227, 0.368, 0.287, 0.314, 0.299, 0.322, 0.297]"
13,"[0.276, 0.289, 0.334, 0.205, 0.243, 0.246, 0.217, 0.242, 0.324, 0.254]"
14,"[0.288, 0.289, 0.267, 0.246, 0.348, 0.29, 0.402, 0.413, 0.306, 0.301]"
15,"[0.286, 0.292, 0.329, 0.219, 0.274, 0.293, 0.242, 0.267, 0.351, 0.26]"
16,"[0.282, 0.296, 0.278, 0.249, 0.34, 0.31, 0.414, 0.428, 0.3, 0.297]"
17,"[0.295, 0.318, 0.34, 0.285, 0.283, 0.292, 0.276, 0.282, 0.4, 0.259]"
18,"[0.286, 0.307, 0.286, 0.259, 0.349, 0.329, 0.407, 0.4, 0.305, 0.304]"
19,"[0.302, 0.328, 0.354, 0.3, 0.282, 0.305, 0.31, 0.305, 0.411, 0.267]"
20,"[0.278, 0.332, 0.294, 0.264, 0.361, 0.35, 0.398, 0.401, 0.293, 0.309]"
21,"[0.313, 0.315, 0.365, 0.296, 0.282, 0.334, 0.322, 0.312, 0.386, 0.274]"
22,"[0.232, 0.348, 0.295, 0.273, 0.371, 0.363, 0.402, 0.405, 0.293, 0.315]"
23,"[0.324, 0.268, 0.37, 0.299, 0.28, 0.367, 0.31, 0.316, 0.369, 0.282]"
24,"[0.237, 0.385, 0.31, 0.28, 0.36, 0.373, 0.407, 0.412, 0.303, 0.317]"
25,"[0.333, 0.269, 0.439, 0.294, 0.489, 0.375, 0.307, 0.307, 0.352, 0.28]"
26,"[0.254, 0.391, 0.535, 0.283, 0.574, 0.39, 0.422, 0.417, 0.341, 0.399]"
27,"[0.339, 0.282, 0.612, 0.317, 0.578, 0.323, 0.31, 0.309, 0.379, 0.292]"
28,"[0.219, 0.391, 0.577, 0.29, 0.496, 0.409, 0.429, 0.436, 0.352, 0.351]"
29,"[0.317, 0.271, 0.36, 0.316, 0.436, 0.22, 0.315, 0.313, 0.383, 0.293]"
30,"[0.144, 0.35, 0.404, 0.291, 0.214, 0.392, 0.422, 0.427, 0.364, 0.327]"
31,"[0.317, 0.158, 0.232, 0.31, 0.436, 0.194, 0.321, 0.318, 0.335, 0.304]"
32,"[0.113, 0.286, 0.379, 0.288, 0.221, 0.284, 0.406, 0.419, 0.358, 0.291]"
