eigenvector_centrality,[0]
0,"[0.105, 0.109, 0.118, 0.198, 0.11, 0.112, 0.2, 0.092, 0.088, 0.199]"
1,"[0.096, 0.123, 0.083, 0.09, 0.091, 0.086, 0.134, 0.085, 0.103, 0.1]"
2,"[0.153, 0.118, 0.128, 0.145, 0.11, 0.12, 0.158, 0.153, 0.148, 0.123]"
3,"[0.086, 0.109, 0.108, 0.185, 0.177, 0.202, 0.111, 0.149, 0.117, 0.218]"
4,"[0.124, 0.133, 0.136, 0.097, 0.185, 0.267, 0.115, 0.18, 0.204, 0.128]"
5,"[0.183, 0.211, 0.196, 0.173, 0.214, 0.144, 0.274, 0.206, 0.213, 0.194]"
6,"[0.329, 0.265, 0.225, 0.14, 0.207, 0.266, 0.238, 0.181, 0.329, 0.279]"
7,"[0.334, 0.305, 0.289, 0.269, 0.267, 0.262, 0.334, 0.276, 0.304, 0.261]"
8,"[0.351, 0.269, 0.318, 0.326, 0.365, 0.329, 0.269, 0.361, 0.314, 0.341]"
9,"[0.363, 0.357, 0.294, 0.271, 0.326, 0.399, 0.248, 0.241, 0.406, 0.311]"
10,"[0.373, 0.267, 0.32, 0.229, 0.368, 0.306, 0.403, 0.349, 0.292, 0.353]"
11,"[0.386, 0.283, 0.26, 0.296, 0.254, 0.397, 0.181, 0.257, 0.41, 0.24]"
12,"[0.352, 0.235, 0.365, 0.291, 0.329, 0.302, 0.398, 0.316, 0.276, 0.439]"
13,"[0.325, 0.288, 0.248, 0.307, 0.278, 0.43, 0.198, 0.25, 0.417, 0.188]"
14,"[0.318, 0.239, 0.295, 0.351, 0.344, 0.31, 0.373, 0.333, 0.266, 0.403]"
15,"[0.332, 0.324, 0.251, 0.289, 0.292, 0.401, 0.264, 0.297, 0.396, 0.233]"
16,"[0.325, 0.281, 0.294, 0.363, 0.394, 0.333, 0.335, 0.367, 0.282, 0.353]"
17,"[0.314, 0.351, 0.299, 0.274, 0.3, 0.387, 0.277, 0.311, 0.379, 0.274]"
18,"[0.31, 0.302, 0.293, 0.307, 0.395, 0.345, 0.33, 0.391, 0.303, 0.353]"
19,"[0.32, 0.355, 0.317, 0.272, 0.345, 0.367, 0.301, 0.347, 0.348, 0.33]"
20,"[0.319, 0.323, 0.298, 0.335, 0.39, 0.353, 0.325, 0.403, 0.307, 0.366]"
21,"[0.329, 0.351, 0.337, 0.278, 0.37, 0.373, 0.334, 0.379, 0.325, 0.372]"
22,"[0.326, 0.347, 0.3, 0.366, 0.397, 0.382, 0.339, 0.385, 0.312, 0.392]"
23,"[0.318, 0.367, 0.359, 0.295, 0.418, 0.383, 0.374, 0.405, 0.334, 0.398]"
24,"[0.344, 0.372, 0.308, 0.354, 0.388, 0.394, 0.338, 0.401, 0.328, 0.398]"
25,"[0.317, 0.356, 0.364, 0.311, 0.425, 0.392, 0.401, 0.414, 0.372, 0.4]"
26,"[0.432, 0.392, 0.301, 0.362, 0.375, 0.404, 0.35, 0.391, 0.328, 0.414]"
27,"[0.353, 0.354, 0.385, 0.386, 0.431, 0.41, 0.397, 0.44, 0.396, 0.43]"
28,"[0.384, 0.398, 0.323, 0.45, 0.431, 0.438, 0.376, 0.448, 0.313, 0.414]"
