eigenvector_centrality,"[0, 1]"
0,"[0.243, 0.107, 0.138, 0.097, 0.094, 0.112, 0.195, 0.104, 0.113, 0.146]"
1,"[0.105, 0.099, 0.104, 0.09, 0.096, 0.086, 0.092, 0.115, 0.113, 0.123]"
2,"[0.095, 0.205, 0.083, 0.097, 0.137, 0.194, 0.118, 0.104, 0.113, 0.18]"
3,"[0.08, 0.254, 0.105, 0.253, 0.091, 0.086, 0.119, 0.104, 0.113, 0.208]"
4,"[0.217, 0.21, 0.083, 0.098, 0.169, 0.155, 0.109, 0.104, 0.113, 0.252]"
5,"[0.087, 0.331, 0.135, 0.312, 0.102, 0.086, 0.109, 0.114, 0.113, 0.182]"
6,"[0.385, 0.239, 0.091, 0.144, 0.16, 0.316, 0.119, 0.187, 0.113, 0.313]"
7,"[0.162, 0.354, 0.156, 0.34, 0.133, 0.253, 0.255, 0.175, 0.297, 0.198]"
8,"[0.374, 0.201, 0.102, 0.186, 0.367, 0.258, 0.295, 0.199, 0.323, 0.334]"
9,"[0.184, 0.404, 0.274, 0.349, 0.105, 0.387, 0.272, 0.337, 0.249, 0.228]"
10,"[0.418, 0.196, 0.111, 0.206, 0.434, 0.284, 0.34, 0.138, 0.357, 0.385]"
11,"[0.247, 0.499, 0.304, 0.38, 0.099, 0.383, 0.255, 0.297, 0.2, 0.255]"
12,"[0.384, 0.194, 0.195, 0.229, 0.395, 0.252, 0.314, 0.188, 0.27, 0.388]"
13,"[0.276, 0.354, 0.393, 0.378, 0.198, 0.333, 0.234, 0.244, 0.196, 0.28]"
14,"[0.411, 0.21, 0.332, 0.243, 0.302, 0.24, 0.332, 0.187, 0.244, 0.383]"
15,"[0.26, 0.325, 0.438, 0.37, 0.183, 0.295, 0.258, 0.251, 0.159, 0.376]"
16,"[0.417, 0.184, 0.414, 0.302, 0.329, 0.25, 0.353, 0.146, 0.276, 0.395]"
17,"[0.215, 0.33, 0.441, 0.381, 0.198, 0.324, 0.247, 0.278, 0.179, 0.411]"
18,"[0.388, 0.181, 0.421, 0.37, 0.404, 0.277, 0.378, 0.2, 0.322, 0.404]"
19,"[0.214, 0.346, 0.414, 0.388, 0.257, 0.367, 0.281, 0.314, 0.209, 0.448]"
20,"[0.385, 0.237, 0.413, 0.394, 0.387, 0.318, 0.392, 0.228, 0.344, 0.414]"
21,"[0.234, 0.371, 0.401, 0.37, 0.29, 0.378, 0.295, 0.33, 0.24, 0.445]"
22,"[0.413, 0.283, 0.405, 0.409, 0.378, 0.365, 0.393, 0.259, 0.361, 0.436]"
23,"[0.267, 0.378, 0.389, 0.384, 0.302, 0.386, 0.294, 0.341, 0.28, 0.477]"
24,"[0.434, 0.328, 0.397, 0.413, 0.386, 0.389, 0.402, 0.286, 0.362, 0.456]"
25,"[0.589, 0.377, 0.396, 0.407, 0.334, 0.396, 0.314, 0.346, 0.297, 0.489]"
26,"[0.568, 0.501, 0.509, 0.461, 0.404, 0.419, 0.409, 0.285, 0.362, 0.457]"
27,"[0.515, 0.486, 0.444, 0.423, 0.362, 0.442, 0.349, 0.343, 0.306, 0.503]"
28,"[0.543, 0.421, 0.377, 0.452, 0.439, 0.394, 0.42, 0.303, 0.372, 0.423]"
29,"[0.413, 0.482, 0.324, 0.393, 0.357, 0.402, 0.378, 0.361, 0.316, 0.469]"
30,"[0.553, 0.463, 0.353, 0.395, 0.344, 0.358, 0.488, 0.334, 0.42, 0.428]"
31,"[0.397, 0.471, 0.295, 0.322, 0.335, 0.359, 0.416, 0.405, 0.31, 0.346]"
32,"[0.465, 0.449, 0.341, 0.296, 0.342, 0.36, 0.479, 0.342, 0.42, 0.376]"
