eigenvector_centrality,"[0, 3]"
0,"[0.114, 0.256, 0.116, 0.081, 0.235, 0.211, 0.109, 0.277, 0.17, 0.109]"
1,"[0.199, 0.27, 0.268, 0.081, 0.085, 0.103, 0.243, 0.204, 0.113, 0.098]"
2,"[0.164, 0.264, 0.129, 0.185, 0.2, 0.191, 0.109, 0.145, 0.091, 0.098]"
3,"[0.197, 0.224, 0.269, 0.097, 0.24, 0.302, 0.188, 0.275, 0.175, 0.165]"
4,"[0.21, 0.212, 0.192, 0.225, 0.213, 0.245, 0.109, 0.106, 0.176, 0.152]"
5,"[0.223, 0.303, 0.198, 0.098, 0.239, 0.315, 0.129, 0.179, 0.142, 0.148]"
6,"[0.228, 0.256, 0.273, 0.135, 0.233, 0.244, 0.155, 0.177, 0.283, 0.315]"
7,"[0.26, 0.21, 0.361, 0.206, 0.342, 0.211, 0.121, 0.151, 0.33, 0.121]"
8,"[0.23, 0.258, 0.29, 0.123, 0.399, 0.261, 0.269, 0.261, 0.377, 0.238]"
9,"[0.262, 0.219, 0.353, 0.172, 0.297, 0.199, 0.237, 0.229, 0.295, 0.178]"
10,"[0.243, 0.268, 0.264, 0.214, 0.388, 0.272, 0.264, 0.225, 0.33, 0.266]"
11,"[0.268, 0.264, 0.343, 0.207, 0.196, 0.179, 0.218, 0.219, 0.322, 0.246]"
12,"[0.259, 0.277, 0.251, 0.227, 0.368, 0.287, 0.314, 0.299, 0.322, 0.297]"
13,"[0.276, 0.289, 0.334, 0.205, 0.242, 0.246, 0.217, 0.242, 0.324, 0.254]"
14,"[0.287, 0.289, 0.267, 0.246, 0.348, 0.29, 0.402, 0.413, 0.305, 0.301]"
15,"[0.286, 0.293, 0.329, 0.219, 0.274, 0.293, 0.242, 0.267, 0.35, 0.26]"
16,"[0.283, 0.296, 0.277, 0.249, 0.34, 0.31, 0.414, 0.428, 0.3, 0.297]"
17,"[0.295, 0.318, 0.341, 0.285, 0.283, 0.292, 0.276, 0.282, 0.401, 0.259]"
18,"[0.286, 0.307, 0.286, 0.259, 0.349, 0.329, 0.407, 0.4, 0.305, 0.305]"
19,"[0.303, 0.328, 0.354, 0.3, 0.281, 0.305, 0.31, 0.306, 0.412, 0.267]"
20,"[0.277, 0.332, 0.294, 0.265, 0.361, 0.35, 0.398, 0.401, 0.293, 0.31]"
21,"[0.313, 0.314, 0.364, 0.296, 0.282, 0.334, 0.322, 0.312, 0.387, 0.274]"
22,"[0.232, 0.348, 0.296, 0.273, 0.371, 0.364, 0.402, 0.406, 0.293, 0.315]"
23,"[0.324, 0.268, 0.371, 0.299, 0.28, 0.364, 0.311, 0.317, 0.369, 0.282]"
24,"[0.238, 0.384, 0.31, 0.28, 0.36, 0.372, 0.407, 0.412, 0.303, 0.317]"
25,"[0.343, 0.268, 0.366, 0.344, 0.282, 0.376, 0.311, 0.307, 0.353, 0.28]"
26,"[0.55, 0.559, 0.327, 0.46, 0.387, 0.469, 0.553, 0.545, 0.312, 0.404]"
27,"[0.583, 0.441, 0.396, 0.57, 0.33, 0.391, 0.518, 0.51, 0.406, 0.299]"
28,"[0.54, 0.335, 0.373, 0.47, 0.354, 0.344, 0.399, 0.4, 0.369, 0.382]"
29,"[0.482, 0.303, 0.368, 0.43, 0.339, 0.287, 0.193, 0.192, 0.379, 0.443]"
30,"[0.335, 0.308, 0.487, 0.235, 0.289, 0.307, 0.161, 0.168, 0.474, 0.333]"
31,"[0.431, 0.316, 0.314, 0.415, 0.291, 0.3, 0.113, 0.112, 0.31, 0.5]"
32,"[0.297, 0.324, 0.45, 0.181, 0.268, 0.321, 0.124, 0.114, 0.442, 0.27]"
