eigenvector_centrality,[0]
0,"[0.102, 0.172, 0.083, 0.212, 0.145, 0.086, 0.118, 0.196, 0.091, 0.211]"
1,"[0.143, 0.153, 0.002, 0.186, 0.083, 0.173, 0.364, 0.102, 0.276, 0.091]"
2,"[0.102, 0.111, 0.083, 0.09, 0.091, 0.199, 0.102, 0.169, 0.091, 0.115]"
3,"[0.271, 0.155, 0.104, 0.09, 0.191, 0.125, 0.203, 0.189, 0.188, 0.091]"
4,"[0.102, 0.21, 0.212, 0.191, 0.183, 0.145, 0.129, 0.192, 0.148, 0.271]"
5,"[0.336, 0.108, 0.178, 0.343, 0.293, 0.296, 0.322, 0.282, 0.191, 0.093]"
6,"[0.103, 0.292, 0.252, 0.178, 0.179, 0.196, 0.195, 0.205, 0.437, 0.337]"
7,"[0.399, 0.119, 0.181, 0.382, 0.441, 0.361, 0.343, 0.33, 0.223, 0.098]"
8,"[0.106, 0.394, 0.276, 0.237, 0.184, 0.276, 0.265, 0.25, 0.435, 0.432]"
9,"[0.434, 0.115, 0.258, 0.379, 0.372, 0.38, 0.369, 0.386, 0.207, 0.11]"
10,"[0.11, 0.402, 0.335, 0.242, 0.169, 0.259, 0.262, 0.232, 0.356, 0.44]"
11,"[0.435, 0.183, 0.211, 0.383, 0.378, 0.383, 0.401, 0.376, 0.187, 0.111]"
12,"[0.113, 0.381, 0.315, 0.233, 0.156, 0.237, 0.241, 0.211, 0.348, 0.429]"
13,"[0.428, 0.339, 0.188, 0.345, 0.339, 0.347, 0.355, 0.354, 0.225, 0.129]"
14,"[0.202, 0.349, 0.292, 0.211, 0.193, 0.215, 0.211, 0.197, 0.277, 0.423]"
15,"[0.416, 0.33, 0.165, 0.324, 0.296, 0.326, 0.314, 0.326, 0.235, 0.247]"
16,"[0.312, 0.298, 0.3, 0.176, 0.19, 0.172, 0.178, 0.163, 0.269, 0.407]"
17,"[0.355, 0.258, 0.112, 0.298, 0.291, 0.315, 0.31, 0.321, 0.246, 0.273]"
18,"[0.297, 0.249, 0.29, 0.166, 0.179, 0.159, 0.155, 0.139, 0.27, 0.375]"
19,"[0.362, 0.248, 0.108, 0.294, 0.293, 0.311, 0.309, 0.321, 0.26, 0.299]"
20,"[0.284, 0.235, 0.287, 0.166, 0.151, 0.167, 0.176, 0.152, 0.297, 0.356]"
21,"[0.311, 0.252, 0.108, 0.297, 0.317, 0.31, 0.313, 0.322, 0.297, 0.307]"
22,"[0.292, 0.235, 0.283, 0.256, 0.159, 0.239, 0.25, 0.241, 0.31, 0.361]"
23,"[0.284, 0.277, 0.112, 0.303, 0.321, 0.309, 0.321, 0.321, 0.27, 0.326]"
24,"[0.306, 0.204, 0.283, 0.285, 0.214, 0.264, 0.265, 0.269, 0.307, 0.347]"
25,"[0.426, 0.27, 0.237, 0.323, 0.316, 0.311, 0.324, 0.321, 0.265, 0.343]"
26,"[0.515, 0.352, 0.279, 0.293, 0.206, 0.255, 0.257, 0.243, 0.317, 0.505]"
27,"[0.505, 0.342, 0.206, 0.335, 0.33, 0.338, 0.346, 0.338, 0.283, 0.415]"
28,"[0.383, 0.283, 0.293, 0.301, 0.218, 0.263, 0.273, 0.264, 0.331, 0.253]"
29,"[0.474, 0.455, 0.213, 0.331, 0.324, 0.329, 0.333, 0.337, 0.324, 0.158]"
