eigenvector_centrality,[0]
0,"[0.132, 0.091, 0.133, 0.178, 0.083, 0.116, 0.109, 0.121, 0.102, 0.091]"
1,"[0.171, 0.09, 0.167, 0.196, 0.104, 0.101, 0.092, 0.23, 0.113, 0.115]"
2,"[0.106, 0.091, 0.136, 0.097, 0.105, 0.103, 0.109, 0.1, 0.094, 0.157]"
3,"[0.214, 0.128, 0.168, 0.225, 0.181, 0.102, 0.123, 0.177, 0.113, 0.108]"
4,"[0.18, 0.195, 0.274, 0.189, 0.178, 0.118, 0.109, 0.11, 0.094, 0.186]"
5,"[0.2, 0.22, 0.199, 0.237, 0.211, 0.14, 0.103, 0.412, 0.147, 0.317]"
6,"[0.241, 0.122, 0.231, 0.268, 0.195, 0.361, 0.24, 0.209, 0.093, 0.164]"
7,"[0.21, 0.263, 0.175, 0.202, 0.186, 0.124, 0.102, 0.397, 0.358, 0.36]"
8,"[0.361, 0.107, 0.358, 0.301, 0.268, 0.337, 0.383, 0.115, 0.094, 0.204]"
9,"[0.166, 0.397, 0.174, 0.155, 0.169, 0.092, 0.102, 0.389, 0.45, 0.367]"
10,"[0.429, 0.107, 0.411, 0.427, 0.391, 0.365, 0.464, 0.106, 0.108, 0.116]"
11,"[0.131, 0.389, 0.131, 0.127, 0.126, 0.092, 0.102, 0.329, 0.488, 0.364]"
12,"[0.447, 0.107, 0.405, 0.448, 0.427, 0.307, 0.448, 0.108, 0.139, 0.122]"
13,"[0.11, 0.39, 0.117, 0.111, 0.103, 0.092, 0.102, 0.335, 0.512, 0.311]"
14,"[0.488, 0.107, 0.451, 0.484, 0.472, 0.331, 0.468, 0.112, 0.162, 0.123]"
15,"[0.118, 0.401, 0.126, 0.114, 0.108, 0.092, 0.102, 0.401, 0.53, 0.372]"
16,"[0.508, 0.107, 0.479, 0.507, 0.475, 0.382, 0.498, 0.119, 0.202, 0.141]"
17,"[0.13, 0.413, 0.142, 0.132, 0.118, 0.092, 0.109, 0.434, 0.502, 0.43]"
18,"[0.511, 0.107, 0.478, 0.526, 0.464, 0.415, 0.487, 0.147, 0.261, 0.201]"
19,"[0.146, 0.409, 0.154, 0.158, 0.148, 0.097, 0.129, 0.444, 0.49, 0.466]"
20,"[0.513, 0.107, 0.484, 0.508, 0.478, 0.417, 0.456, 0.253, 0.265, 0.293]"
21,"[0.172, 0.395, 0.172, 0.176, 0.161, 0.107, 0.152, 0.427, 0.459, 0.443]"
22,"[0.495, 0.118, 0.45, 0.485, 0.483, 0.391, 0.431, 0.236, 0.276, 0.267]"
23,"[0.191, 0.37, 0.181, 0.203, 0.172, 0.152, 0.22, 0.414, 0.417, 0.395]"
24,"[0.46, 0.141, 0.43, 0.445, 0.458, 0.358, 0.407, 0.225, 0.276, 0.256]"
25,"[0.447, 0.354, 0.209, 0.297, 0.196, 0.165, 0.18, 0.382, 0.397, 0.365]"
26,"[0.392, 0.212, 0.405, 0.401, 0.411, 0.332, 0.376, 0.209, 0.286, 0.242]"
27,"[0.212, 0.333, 0.218, 0.281, 0.175, 0.148, 0.188, 0.368, 0.365, 0.347]"
28,"[0.368, 0.185, 0.344, 0.326, 0.368, 0.328, 0.356, 0.205, 0.298, 0.255]"
