eigenvector_centrality,[0]
0,"[0.102, 0.116, 0.109, 0.122, 0.103, 0.103, 0.165, 0.092, 0.211, 0.115]"
1,"[0.102, 0.099, 0.096, 0.09, 0.1, 0.217, 0.102, 0.098, 0.105, 0.324]"
2,"[0.102, 0.111, 0.084, 0.122, 0.191, 0.178, 0.219, 0.163, 0.234, 0.167]"
3,"[0.106, 0.099, 0.098, 0.112, 0.178, 0.105, 0.15, 0.098, 0.186, 0.23]"
4,"[0.102, 0.14, 0.156, 0.122, 0.185, 0.211, 0.349, 0.116, 0.27, 0.167]"
5,"[0.109, 0.143, 0.194, 0.126, 0.292, 0.167, 0.214, 0.098, 0.162, 0.211]"
6,"[0.138, 0.216, 0.15, 0.245, 0.174, 0.194, 0.308, 0.119, 0.29, 0.168]"
7,"[0.146, 0.213, 0.21, 0.105, 0.296, 0.179, 0.189, 0.288, 0.165, 0.217]"
8,"[0.18, 0.171, 0.14, 0.192, 0.133, 0.203, 0.306, 0.106, 0.291, 0.253]"
9,"[0.135, 0.262, 0.281, 0.101, 0.275, 0.194, 0.146, 0.23, 0.123, 0.227]"
10,"[0.159, 0.221, 0.134, 0.18, 0.095, 0.212, 0.362, 0.102, 0.354, 0.272]"
11,"[0.184, 0.249, 0.199, 0.102, 0.279, 0.276, 0.133, 0.23, 0.11, 0.279]"
12,"[0.204, 0.249, 0.215, 0.224, 0.096, 0.224, 0.368, 0.172, 0.38, 0.368]"
13,"[0.21, 0.219, 0.261, 0.173, 0.286, 0.233, 0.162, 0.28, 0.157, 0.267]"
14,"[0.177, 0.29, 0.244, 0.226, 0.167, 0.27, 0.355, 0.203, 0.355, 0.291]"
15,"[0.242, 0.22, 0.25, 0.179, 0.274, 0.229, 0.221, 0.334, 0.209, 0.28]"
16,"[0.165, 0.324, 0.268, 0.227, 0.201, 0.318, 0.39, 0.259, 0.38, 0.286]"
17,"[0.249, 0.274, 0.285, 0.195, 0.294, 0.251, 0.236, 0.389, 0.222, 0.331]"
18,"[0.15, 0.393, 0.301, 0.248, 0.175, 0.389, 0.413, 0.32, 0.391, 0.284]"
19,"[0.268, 0.283, 0.3, 0.2, 0.333, 0.257, 0.288, 0.416, 0.267, 0.365]"
20,"[0.219, 0.406, 0.341, 0.313, 0.174, 0.423, 0.427, 0.313, 0.396, 0.29]"
21,"[0.3, 0.297, 0.295, 0.244, 0.371, 0.254, 0.346, 0.424, 0.313, 0.384]"
22,"[0.258, 0.42, 0.371, 0.346, 0.189, 0.425, 0.422, 0.277, 0.396, 0.283]"
23,"[0.348, 0.286, 0.304, 0.29, 0.392, 0.257, 0.371, 0.424, 0.335, 0.379]"
24,"[0.244, 0.421, 0.385, 0.366, 0.229, 0.431, 0.422, 0.273, 0.393, 0.218]"
25,"[0.202, 0.261, 0.257, 0.277, 0.394, 0.241, 0.357, 0.419, 0.346, 0.377]"
26,"[0.307, 0.451, 0.441, 0.411, 0.25, 0.418, 0.418, 0.229, 0.39, 0.211]"
27,"[0.378, 0.447, 0.369, 0.23, 0.406, 0.44, 0.368, 0.445, 0.356, 0.434]"
28,"[0.289, 0.423, 0.438, 0.407, 0.234, 0.421, 0.406, 0.266, 0.388, 0.369]"
29,"[0.338, 0.377, 0.357, 0.318, 0.395, 0.389, 0.369, 0.458, 0.333, 0.414]"
