eigenvector_centrality,[0]
0,"[0.088, 0.136, 0.097, 0.117, 0.176, 0.191, 0.089, 0.173, 0.154, 0.171]"
1,"[0.187, 0.091, 0.097, 0.097, 0.104, 0.197, 0.094, 0.119, 0.082, 0.103]"
2,"[0.088, 0.091, 0.097, 0.097, 0.104, 0.107, 0.144, 0.135, 0.1, 0.103]"
3,"[0.152, 0.13, 0.097, 0.097, 0.121, 0.199, 0.179, 0.176, 0.1, 0.103]"
4,"[0.093, 0.196, 0.246, 0.243, 0.206, 0.367, 0.194, 0.127, 0.124, 0.105]"
5,"[0.165, 0.234, 0.235, 0.212, 0.201, 0.25, 0.104, 0.295, 0.212, 0.195]"
6,"[0.216, 0.193, 0.202, 0.224, 0.229, 0.264, 0.275, 0.135, 0.201, 0.16]"
7,"[0.266, 0.228, 0.193, 0.261, 0.205, 0.27, 0.223, 0.418, 0.219, 0.34]"
8,"[0.209, 0.292, 0.353, 0.212, 0.214, 0.387, 0.377, 0.158, 0.442, 0.236]"
9,"[0.449, 0.201, 0.187, 0.427, 0.289, 0.295, 0.252, 0.403, 0.198, 0.458]"
10,"[0.206, 0.257, 0.484, 0.231, 0.187, 0.35, 0.423, 0.193, 0.422, 0.207]"
11,"[0.449, 0.192, 0.186, 0.356, 0.326, 0.341, 0.172, 0.362, 0.192, 0.305]"
12,"[0.206, 0.266, 0.47, 0.202, 0.202, 0.303, 0.448, 0.228, 0.364, 0.213]"
13,"[0.442, 0.19, 0.202, 0.368, 0.321, 0.412, 0.152, 0.372, 0.195, 0.317]"
14,"[0.206, 0.291, 0.464, 0.181, 0.224, 0.317, 0.424, 0.249, 0.388, 0.248]"
15,"[0.423, 0.206, 0.223, 0.4, 0.39, 0.412, 0.149, 0.392, 0.197, 0.362]"
16,"[0.207, 0.36, 0.461, 0.181, 0.228, 0.34, 0.412, 0.249, 0.419, 0.291]"
17,"[0.409, 0.187, 0.239, 0.42, 0.405, 0.381, 0.196, 0.387, 0.199, 0.365]"
18,"[0.209, 0.39, 0.402, 0.19, 0.21, 0.343, 0.403, 0.219, 0.388, 0.275]"
19,"[0.383, 0.178, 0.244, 0.413, 0.394, 0.412, 0.272, 0.37, 0.198, 0.344]"
20,"[0.234, 0.367, 0.338, 0.217, 0.196, 0.376, 0.407, 0.235, 0.35, 0.291]"
21,"[0.339, 0.179, 0.228, 0.4, 0.357, 0.421, 0.331, 0.358, 0.242, 0.324]"
22,"[0.223, 0.325, 0.322, 0.225, 0.187, 0.382, 0.401, 0.259, 0.319, 0.288]"
23,"[0.303, 0.185, 0.238, 0.345, 0.345, 0.415, 0.344, 0.354, 0.327, 0.281]"
24,"[0.215, 0.295, 0.321, 0.236, 0.201, 0.375, 0.385, 0.297, 0.284, 0.286]"
25,"[0.373, 0.201, 0.265, 0.311, 0.342, 0.411, 0.304, 0.358, 0.29, 0.267]"
26,"[0.577, 0.322, 0.349, 0.345, 0.289, 0.397, 0.368, 0.311, 0.385, 0.29]"
27,"[0.425, 0.28, 0.307, 0.335, 0.366, 0.436, 0.297, 0.379, 0.25, 0.274]"
28,"[0.507, 0.316, 0.343, 0.364, 0.322, 0.419, 0.315, 0.307, 0.295, 0.263]"
29,"[0.402, 0.353, 0.291, 0.304, 0.349, 0.423, 0.279, 0.331, 0.301, 0.252]"
30,"[0.508, 0.311, 0.318, 0.325, 0.338, 0.377, 0.296, 0.324, 0.255, 0.203]"
31,"[0.376, 0.33, 0.402, 0.277, 0.327, 0.362, 0.295, 0.291, 0.344, 0.237]"
32,"[0.473, 0.276, 0.286, 0.474, 0.347, 0.352, 0.3, 0.388, 0.254, 0.258]"
33,"[0.371, 0.427, 0.439, 0.233, 0.286, 0.331, 0.283, 0.288, 0.375, 0.245]"
34,"[0.509, 0.246, 0.255, 0.443, 0.42, 0.335, 0.322, 0.39, 0.244, 0.267]"
35,"[0.453, 0.416, 0.451, 0.219, 0.258, 0.274, 0.247, 0.271, 0.329, 0.249]"
36,"[0.586, 0.233, 0.227, 0.325, 0.431, 0.264, 0.331, 0.323, 0.219, 0.23]"
37,"[0.399, 0.35, 0.358, 0.206, 0.227, 0.227, 0.197, 0.247, 0.251, 0.221]"
38,"[0.63, 0.213, 0.205, 0.233, 0.335, 0.219, 0.281, 0.238, 0.203, 0.157]"
39,"[0.418, 0.268, 0.238, 0.179, 0.184, 0.187, 0.157, 0.229, 0.201, 0.199]"
40,"[0.593, 0.174, 0.171, 0.203, 0.241, 0.188, 0.225, 0.195, 0.19, 0.118]"
41,"[0.417, 0.228, 0.208, 0.137, 0.133, 0.141, 0.12, 0.207, 0.178, 0.178]"
42,"[0.594, 0.136, 0.125, 0.179, 0.208, 0.137, 0.196, 0.14, 0.175, 0.093]"
43,"[0.412, 0.203, 0.182, 0.105, 0.116, 0.104, 0.11, 0.159, 0.136, 0.15]"
44,"[0.586, 0.124, 0.114, 0.135, 0.171, 0.105, 0.165, 0.112, 0.144, 0.085]"
