eigenvector_centrality,"[0, 4]"
0,"[0.105, 0.104, 0.083, 0.097, 0.083, 0.107, 0.114, 0.161, 0.255, 0.194]"
1,"[0.105, 0.104, 0.083, 0.09, 0.091, 0.112, 0.114, 0.092, 0.106, 0.254]"
2,"[0.105, 0.104, 0.083, 0.09, 0.091, 0.112, 0.114, 0.092, 0.106, 0.103]"
3,"[0.105, 0.104, 0.083, 0.09, 0.091, 0.112, 0.114, 0.092, 0.106, 0.103]"
4,"[0.114, 0.108, 0.083, 0.09, 0.091, 0.114, 0.114, 0.092, 0.106, 0.103]"
5,"[0.196, 0.201, 0.156, 0.175, 0.171, 0.238, 0.25, 0.158, 0.174, 0.215]"
6,"[0.196, 0.31, 0.182, 0.268, 0.21, 0.224, 0.215, 0.26, 0.202, 0.205]"
7,"[0.363, 0.255, 0.29, 0.222, 0.261, 0.272, 0.421, 0.274, 0.217, 0.382]"
8,"[0.243, 0.39, 0.391, 0.357, 0.402, 0.328, 0.286, 0.466, 0.344, 0.276]"
9,"[0.461, 0.245, 0.416, 0.238, 0.363, 0.475, 0.392, 0.333, 0.282, 0.429]"
10,"[0.206, 0.392, 0.35, 0.395, 0.426, 0.383, 0.267, 0.377, 0.436, 0.273]"
11,"[0.316, 0.229, 0.355, 0.201, 0.429, 0.392, 0.329, 0.305, 0.24, 0.376]"
12,"[0.175, 0.3, 0.36, 0.345, 0.351, 0.362, 0.245, 0.34, 0.426, 0.231]"
13,"[0.279, 0.222, 0.347, 0.181, 0.374, 0.367, 0.33, 0.339, 0.243, 0.366]"
14,"[0.192, 0.303, 0.374, 0.349, 0.349, 0.375, 0.245, 0.367, 0.379, 0.226]"
15,"[0.286, 0.239, 0.321, 0.166, 0.356, 0.374, 0.367, 0.365, 0.274, 0.36]"
16,"[0.218, 0.391, 0.461, 0.367, 0.357, 0.364, 0.234, 0.451, 0.357, 0.247]"
17,"[0.351, 0.231, 0.294, 0.178, 0.349, 0.419, 0.395, 0.394, 0.33, 0.379]"
18,"[0.26, 0.383, 0.459, 0.404, 0.4, 0.338, 0.223, 0.419, 0.358, 0.256]"
19,"[0.376, 0.241, 0.302, 0.194, 0.343, 0.417, 0.372, 0.409, 0.306, 0.413]"
