eigenvector_centrality,"[10, 13]"
0,"[0.0798004987531172, 0.1025, 0.1375, 0.15, 0.1375, 0.1, 0.1625, 0.2225, 0.1125, 0.09, 0.165, 0.115, 0.0825, 0.2775, 0.1625, 0.09, 0.09, 0.1125, 0.1175, 0.0975, 0.1075, 0.11, 0.1, 0.0875, 0.20551378446115287]"
1,"[0.09975062344139651, 0.0975, 0.0375, 0.0975, 0.0825, 0.0825, 0.2925, 0.2575, 0.1525, 0.13, 0.115, 0.2075, 0.1075, 0.115, 0.105, 0.3125, 0.09, 0.1, 0.185, 0.1275, 0.095, 0.105, 0.1375, 0.1375, 0.11278195488721804]"
2,"[0.09975062344139651, 0.1075, 0.1375, 0.09, 0.1925, 0.08, 0.1075, 0.0875, 0.1125, 0.0875, 0.11, 0.1375, 0.105, 0.1025, 0.1225, 0.0775, 0.09, 0.08, 0.1175, 0.11, 0.1075, 0.1375, 0.15, 0.11, 0.19047619047619047]"
3,"[0.09975062344139651, 0.0975, 0.1575, 0.1725, 0.2675, 0.1575, 0.095, 0.22, 0.255, 0.175, 0.215, 0.2425, 0.1225, 0.115, 0.145, 0.1875, 0.1625, 0.24, 0.29, 0.15, 0.115, 0.19, 0.095, 0.175, 0.10526315789473684]"
4,"[0.13466334164588528, 0.215, 0.085, 0.085, 0.1975, 0.1975, 0.1125, 0.2275, 0.14, 0.0925, 0.11, 0.195, 0.105, 0.1975, 0.225, 0.15, 0.17, 0.175, 0.1875, 0.0975, 0.1075, 0.155, 0.15, 0.2875, 0.21804511278195488]"
5,"[0.09975062344139651, 0.145, 0.235, 0.24, 0.22, 0.2475, 0.08, 0.13, 0.24, 0.145, 0.25, 0.19, 0.155, 0.115, 0.1475, 0.265, 0.2325, 0.1525, 0.2875, 0.0875, 0.2075, 0.1825, 0.085, 0.2625, 0.24310776942355888]"
6,"[0.26932668329177056, 0.1525, 0.1775, 0.085, 0.405, 0.2325, 0.2075, 0.23, 0.125, 0.2825, 0.205, 0.26, 0.1075, 0.2525, 0.145, 0.1425, 0.265, 0.27, 0.205, 0.0975, 0.1375, 0.26, 0.155, 0.28, 0.39849624060150374]"
7,"[0.09975062344139651, 0.2675, 0.45, 0.2375, 0.245, 0.24, 0.08, 0.2825, 0.2325, 0.245, 0.245, 0.36, 0.08, 0.24, 0.185, 0.3025, 0.2025, 0.2675, 0.33, 0.1525, 0.3025, 0.3575, 0.075, 0.325, 0.2706766917293233]"
8,"[0.24688279301745636, 0.3675, 0.1725, 0.105, 0.455, 0.285, 0.1725, 0.29, 0.2325, 0.3125, 0.2725, 0.295, 0.165, 0.2825, 0.0975, 0.23, 0.335, 0.275, 0.3, 0.1, 0.2925, 0.3075, 0.25, 0.315, 0.43859649122807015]"
9,"[0.1371571072319202, 0.3225, 0.365, 0.1925, 0.2475, 0.42, 0.16, 0.4, 0.3725, 0.39, 0.405, 0.4, 0.08, 0.44, 0.1925, 0.4325, 0.3975, 0.39, 0.4925, 0.225, 0.3425, 0.3775, 0.1825, 0.4125, 0.2581453634085213]"
10,"[0.3516209476309227, 0.325, 0.1575, 0.25, 0.36, 0.3, 0.1625, 0.3025, 0.3225, 0.315, 0.28, 0.31, 0.2275, 0.305, 0.22, 0.3075, 0.3225, 0.2925, 0.2925, 0.1725, 0.4025, 0.3175, 0.385, 0.3225, 0.3433583959899749]"
11,"[0.2144638403990025, 0.2625, 0.4125, 0.22, 0.215, 0.3675, 0.3675, 0.4, 0.23, 0.4375, 0.39, 0.37, 0.19, 0.3075, 0.2775, 0.3875, 0.3775, 0.415, 0.415, 0.305, 0.2725, 0.35, 0.245, 0.355, 0.24310776942355888]"
12,"[0.36159600997506236, 0.26, 0.1225, 0.405, 0.3175, 0.2675, 0.175, 0.2675, 0.3125, 0.27, 0.2475, 0.3025, 0.2975, 0.215, 0.305, 0.2775, 0.2775, 0.2575, 0.2575, 0.2375, 0.3025, 0.2775, 0.2775, 0.28, 0.2982456140350877]"
13,"[0.3865336658354115, 0.195, 0.3825, 0.225, 0.195, 0.3325, 0.345, 0.35, 0.2075, 0.3925, 0.365, 0.3525, 0.3025, 0.295, 0.3475, 0.35, 0.3675, 0.385, 0.39, 0.3925, 0.315, 0.315, 0.2625, 0.3325, 0.24310776942355888]"
