eigenvector_centrality,"[11, 6, 17, 2, 3]"
12,"[tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0068, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0')]"
13,"[tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0070, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
14,"[tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0068, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
15,"[tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0069, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
16,"[tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0068, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
17,"[tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0068, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
18,"[tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0067, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
19,"[tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0068, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
20,"[tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0066, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0060, device='cuda:0')]"
21,"[tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0067, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0065, device='cuda:0'), tensor(0.0059, device='cuda:0')]"
22,"[tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0066, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0060, device='cuda:0')]"
23,"[tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0068, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0065, device='cuda:0'), tensor(0.0058, device='cuda:0')]"
24,"[tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0066, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0061, device='cuda:0')]"
25,"[tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0065, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0068, device='cuda:0'), tensor(0.0057, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0066, device='cuda:0'), tensor(0.0058, device='cuda:0')]"
26,"[tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0067, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0066, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0')]"
27,"[tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0069, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0070, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0070, device='cuda:0'), tensor(0.0058, device='cuda:0')]"
28,"[tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0070, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0071, device='cuda:0'), tensor(0.0064, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0071, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0062, device='cuda:0')]"
29,"[tensor(0.0058, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0061, device='cuda:0'), tensor(0.0070, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0096, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0072, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0063, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0062, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0058, device='cuda:0'), tensor(0.0065, device='cuda:0'), tensor(0.0059, device='cuda:0'), tensor(0.0065, device='cuda:0'), tensor(0.0060, device='cuda:0'), tensor(0.0075, device='cuda:0'), tensor(0.0058, device='cuda:0')]"
