eigenvector_centrality,"[8, 0]"
0,"[0.08977556109725686, 0.1025, 0.075, 0.095, 0.0825, 0.08, 0.08, 0.12, 0.085, 0.1125, 0.1125, 0.1, 0.095, 0.0975, 0.1075, 0.1175, 0.095, 0.0775, 0.08, 0.095, 0.145, 0.115, 0.1025, 0.1125, 0.09523809523809523]"
1,"[0.08977556109725686, 0.1275, 0.0875, 0.085, 0.1, 0.18, 0.1275, 0.12, 0.115, 0.0925, 0.0525, 0.0975, 0.0725, 0.115, 0.0875, 0.1125, 0.1025, 0.095, 0.08, 0.0875, 0.1075, 0.105, 0.075, 0.135, 0.11278195488721804]"
2,"[0.08977556109725686, 0.0775, 0.0975, 0.095, 0.1, 0.1025, 0.1275, 0.12, 0.085, 0.1125, 0.1125, 0.0975, 0.095, 0.1, 0.095, 0.1075, 0.095, 0.0775, 0.08, 0.1025, 0.085, 0.1025, 0.1325, 0.14, 0.09523809523809523]"
3,"[0.1172069825436409, 0.0825, 0.2225, 0.085, 0.1, 0.105, 0.1275, 0.12, 0.0775, 0.105, 0.0925, 0.0975, 0.0725, 0.115, 0.0875, 0.1125, 0.095, 0.095, 0.08, 0.1625, 0.12, 0.1075, 0.075, 0.0875, 0.11278195488721804]"
4,"[0.07481296758104738, 0.0825, 0.0975, 0.095, 0.1, 0.1025, 0.1275, 0.12, 0.115, 0.1125, 0.1075, 0.1175, 0.07, 0.1, 0.0975, 0.2125, 0.095, 0.0775, 0.08, 0.1025, 0.1425, 0.1025, 0.105, 0.095, 0.09774436090225563]"
5,"[0.10972568578553615, 0.0825, 0.0975, 0.15, 0.1, 0.1025, 0.1275, 0.0775, 0.0775, 0.085, 0.0925, 0.1175, 0.0725, 0.215, 0.1225, 0.1125, 0.095, 0.1125, 0.1025, 0.1025, 0.12, 0.14, 0.12, 0.0875, 0.11278195488721804]"
6,"[0.1770573566084788, 0.0825, 0.0975, 0.095, 0.1, 0.1025, 0.1275, 0.0775, 0.115, 0.1125, 0.1675, 0.1175, 0.14, 0.1, 0.1225, 0.1075, 0.095, 0.1125, 0.08, 0.1025, 0.1625, 0.1075, 0.135, 0.095, 0.18546365914786966]"
7,"[0.10972568578553615, 0.0825, 0.0975, 0.1325, 0.1, 0.1025, 0.1275, 0.1525, 0.0775, 0.1125, 0.0925, 0.215, 0.0725, 0.1025, 0.1225, 0.1125, 0.095, 0.1125, 0.1, 0.1025, 0.075, 0.1075, 0.2375, 0.135, 0.11528822055137844]"
8,"[0.18453865336658354, 0.1525, 0.0975, 0.095, 0.1, 0.1025, 0.14, 0.0775, 0.115, 0.1125, 0.145, 0.1175, 0.125, 0.2, 0.205, 0.1075, 0.205, 0.1125, 0.08, 0.1025, 0.145, 0.1075, 0.215, 0.095, 0.10025062656641603]"
9,"[0.10972568578553615, 0.155, 0.14, 0.1375, 0.1, 0.1025, 0.1075, 0.0925, 0.0775, 0.1275, 0.0925, 0.1, 0.0725, 0.1025, 0.125, 0.1125, 0.095, 0.1125, 0.0975, 0.1025, 0.075, 0.1075, 0.125, 0.175, 0.17042606516290726]"
10,"[0.07481296758104738, 0.125, 0.0975, 0.095, 0.1, 0.185, 0.1875, 0.0925, 0.1925, 0.1125, 0.115, 0.155, 0.125, 0.1025, 0.23, 0.1075, 0.0925, 0.1125, 0.08, 0.1025, 0.275, 0.1075, 0.125, 0.095, 0.10025062656641603]"
11,"[0.19201995012468828, 0.27, 0.1175, 0.1575, 0.1, 0.1025, 0.0675, 0.0925, 0.0775, 0.135, 0.0925, 0.1, 0.0725, 0.1025, 0.15, 0.1125, 0.095, 0.1125, 0.0925, 0.1025, 0.195, 0.195, 0.125, 0.1575, 0.09774436090225563]"
12,"[0.07481296758104738, 0.145, 0.0975, 0.095, 0.125, 0.1225, 0.0675, 0.0925, 0.1925, 0.1125, 0.1125, 0.17, 0.125, 0.1025, 0.1325, 0.1075, 0.09, 0.1125, 0.08, 0.1025, 0.1225, 0.1075, 0.125, 0.095, 0.11278195488721804]"
13,"[0.09226932668329177, 0.24, 0.0975, 0.19, 0.1, 0.1025, 0.0675, 0.0925, 0.0775, 0.09, 0.0925, 0.1, 0.0725, 0.1025, 0.195, 0.1125, 0.095, 0.1125, 0.12, 0.1025, 0.12, 0.11, 0.125, 0.0875, 0.09774436090225563]"
14,"[0.07481296758104738, 0.1675, 0.0975, 0.095, 0.195, 0.085, 0.0675, 0.205, 0.19, 0.1125, 0.1125, 0.1175, 0.125, 0.1025, 0.1125, 0.1075, 0.09, 0.1125, 0.1625, 0.1025, 0.23, 0.1075, 0.125, 0.095, 0.10526315789473684]"
15,"[0.08977556109725686, 0.225, 0.0975, 0.135, 0.1, 0.1025, 0.0675, 0.0925, 0.0775, 0.09, 0.0925, 0.1, 0.0725, 0.1025, 0.1975, 0.1125, 0.095, 0.1125, 0.0925, 0.1025, 0.12, 0.11, 0.145, 0.0875, 0.09774436090225563]"
16,"[0.07481296758104738, 0.1675, 0.0975, 0.095, 0.0975, 0.085, 0.1575, 0.205, 0.2225, 0.1125, 0.1125, 0.1175, 0.125, 0.1075, 0.17, 0.1075, 0.09, 0.1125, 0.1725, 0.1725, 0.2975, 0.1075, 0.125, 0.095, 0.11027568922305764]"
17,"[0.08977556109725686, 0.1925, 0.0975, 0.1325, 0.1, 0.1025, 0.0675, 0.0925, 0.0775, 0.095, 0.0925, 0.1, 0.0725, 0.1025, 0.195, 0.1125, 0.095, 0.115, 0.0925, 0.1025, 0.12, 0.11, 0.12, 0.0875, 0.09774436090225563]"
18,"[0.07481296758104738, 0.15, 0.0975, 0.095, 0.0975, 0.085, 0.1825, 0.12, 0.1975, 0.1125, 0.1125, 0.21, 0.125, 0.1, 0.185, 0.1075, 0.09, 0.1125, 0.1725, 0.0925, 0.3025, 0.1075, 0.125, 0.095, 0.16791979949874686]"
19,"[0.08977556109725686, 0.1875, 0.0975, 0.1325, 0.1, 0.1025, 0.175, 0.0925, 0.0775, 0.1925, 0.0925, 0.1, 0.0725, 0.1025, 0.185, 0.14, 0.095, 0.165, 0.0925, 0.1025, 0.12, 0.11, 0.12, 0.0875, 0.09774436090225563]"
20,"[0.07481296758104738, 0.1425, 0.0975, 0.095, 0.0975, 0.085, 0.19, 0.12, 0.165, 0.1125, 0.1125, 0.2925, 0.125, 0.1, 0.2075, 0.1075, 0.0975, 0.1125, 0.1725, 0.08, 0.2675, 0.1175, 0.125, 0.095, 0.21052631578947367]"
21,"[0.08977556109725686, 0.1775, 0.0975, 0.1325, 0.1, 0.1275, 0.1975, 0.0925, 0.0775, 0.1075, 0.0925, 0.1, 0.0725, 0.1025, 0.11, 0.105, 0.095, 0.2225, 0.0925, 0.1025, 0.12, 0.11, 0.12, 0.0875, 0.09774436090225563]"
22,"[0.07481296758104738, 0.1575, 0.16, 0.095, 0.0975, 0.085, 0.1925, 0.12, 0.1375, 0.1125, 0.1125, 0.295, 0.125, 0.1825, 0.2, 0.1075, 0.175, 0.1125, 0.1725, 0.0875, 0.2475, 0.11, 0.125, 0.095, 0.18546365914786966]"
23,"[0.09226932668329177, 0.185, 0.1175, 0.1325, 0.1, 0.185, 0.2475, 0.0925, 0.0775, 0.1075, 0.1175, 0.19, 0.0725, 0.1025, 0.115, 0.1075, 0.095, 0.25, 0.0925, 0.1275, 0.12, 0.11, 0.12, 0.0875, 0.09774436090225563]"
24,"[0.07481296758104738, 0.17, 0.195, 0.095, 0.0975, 0.085, 0.1925, 0.12, 0.12, 0.1125, 0.1975, 0.2875, 0.125, 0.18, 0.1725, 0.1075, 0.2575, 0.1125, 0.1725, 0.16, 0.2175, 0.1025, 0.245, 0.095, 0.17293233082706766]"
25,"[0.16209476309226933, 0.1775, 0.08, 0.1325, 0.1, 0.1825, 0.2875, 0.0925, 0.115, 0.1075, 0.1975, 0.1975, 0.0725, 0.1025, 0.1525, 0.1075, 0.095, 0.2325, 0.0925, 0.195, 0.12, 0.11, 0.12, 0.0875, 0.09774436090225563]"
26,"[0.1172069825436409, 0.17, 0.13, 0.095, 0.0975, 0.085, 0.1925, 0.12, 0.085, 0.1125, 0.205, 0.2275, 0.125, 0.1725, 0.1725, 0.1075, 0.2075, 0.1125, 0.1725, 0.17, 0.3075, 0.1025, 0.1575, 0.095, 0.13784461152882205]"
27,"[0.09725685785536159, 0.175, 0.08, 0.1325, 0.1, 0.11, 0.165, 0.0925, 0.115, 0.18, 0.14, 0.0975, 0.0725, 0.1025, 0.18, 0.1075, 0.095, 0.1625, 0.0925, 0.2, 0.1925, 0.11, 0.2125, 0.0875, 0.09774436090225563]"
28,"[0.09226932668329177, 0.1575, 0.0975, 0.095, 0.12, 0.085, 0.1275, 0.12, 0.085, 0.1675, 0.1725, 0.0975, 0.125, 0.17, 0.1575, 0.18, 0.1775, 0.1125, 0.1675, 0.1175, 0.085, 0.1025, 0.1575, 0.095, 0.12280701754385964]"
29,"[0.19451371571072318, 0.195, 0.08, 0.1325, 0.1, 0.085, 0.1275, 0.275, 0.1075, 0.2625, 0.11, 0.0975, 0.12, 0.1025, 0.18, 0.1075, 0.095, 0.125, 0.0925, 0.2, 0.085, 0.11, 0.2425, 0.0875, 0.09774436090225563]"
30,"[0.08977556109725686, 0.155, 0.0975, 0.095, 0.2825, 0.085, 0.1275, 0.12, 0.085, 0.1925, 0.125, 0.0975, 0.125, 0.12, 0.1425, 0.22, 0.1775, 0.1125, 0.1125, 0.1025, 0.085, 0.1025, 0.16, 0.095, 0.10025062656641603]"
31,"[0.09975062344139651, 0.205, 0.08, 0.1325, 0.1, 0.085, 0.1275, 0.14, 0.1125, 0.2975, 0.1075, 0.0975, 0.145, 0.1025, 0.155, 0.1075, 0.095, 0.1125, 0.0925, 0.2, 0.085, 0.2, 0.245, 0.14, 0.09774436090225563]"
32,"[0.08977556109725686, 0.15, 0.0975, 0.1575, 0.095, 0.085, 0.1275, 0.12, 0.0925, 0.1925, 0.1125, 0.1025, 0.125, 0.115, 0.1125, 0.11, 0.1675, 0.1175, 0.08, 0.1025, 0.085, 0.11, 0.1625, 0.095, 0.10025062656641603]"
33,"[0.16957605985037408, 0.2275, 0.08, 0.1325, 0.1, 0.085, 0.1275, 0.125, 0.1125, 0.0875, 0.1075, 0.0975, 0.15, 0.1025, 0.135, 0.1075, 0.095, 0.1125, 0.1025, 0.2, 0.085, 0.295, 0.3075, 0.1775, 0.09774436090225563]"
34,"[0.08977556109725686, 0.155, 0.0975, 0.225, 0.095, 0.0925, 0.1275, 0.12, 0.09, 0.1875, 0.1225, 0.1025, 0.125, 0.115, 0.1225, 0.1075, 0.205, 0.1475, 0.08, 0.1025, 0.085, 0.195, 0.1625, 0.095, 0.10025062656641603]"
